tr|M0U2F0|M0U2F0_MUSAM	TM_PBP2|GT-A	TM_PBP2(8-65)|Branch(53-326)
tr|A0A291GEK1|A0A291GEK1_9RHOB	GT-A	Branch(4-241)
tr|A0A291H0S5|A0A291H0S5_9MICO	GT-A	Branch(195-311)
tr|A0A2A2ENF7|A0A2A2ENF7_9BIFI	GT-A	Branch(4-252)
tr|A0A2A2LIE6|A0A2A2LIE6_9BILA	GT-A	Branch(48-255)
tr|A0A2A2LXF0|A0A2A2LXF0_9BILA	GT-A	Branch(42-319)
tr|A0A2A2TLA8|A0A2A2TLA8_9CYAN	GT-A	Branch(57-266)
tr|A0A2A3JWG9|A0A2A3JWG9_9RHOB	GT-A	Branch(33-240)
tr|A0A2A3K1C2|A0A2A3K1C2_9RHOB	GT-A	Branch(31-250)
tr|A0A2A4G1N5|A0A2A4G1N5_9FLAO	GT-A	Branch(6-245)
tr|A0A2A5NMQ3|A0A2A5NMQ3_9MICO	GT-A	Branch(34-243)
tr|A0A2A5RMC4|A0A2A5RMC4_9LACT	GT-A	Branch(3-252)
tr|A0A2C6U0H1|A0A2C6U0H1_NOSLI	GT-A	Branch(3-271)
tr|A0A2C9CNH4|A0A2C9CNH4_9RHOB	GT-A	Branch(24-227)
tr|A0A2C9CPH3|A0A2C9CPH3_9RHOB	GT-A	Branch(45-225)
tr|A0A2C9JUK0|A0A2C9JUK0_BIOGL	GT-A	Branch(109-345)
tr|A0A2C9JXE3|A0A2C9JXE3_BIOGL	GT-A	Branch(325-572)
tr|A0A2C9L7Z2|A0A2C9L7Z2_BIOGL	GT-A	Branch(53-297)
tr|A0A2C9LMU6|A0A2C9LMU6_BIOGL	GT-A	Branch(140-387)
tr|A0A2C9MAA7|A0A2C9MAA7_BIOGL	GT-A	Branch(152-420)
tr|A0A2D0AN48|A0A2D0AN48_9SPHN	GT-A	Branch(2-243)
tr|A0A2D1U162|A0A2D1U162_9SPHI	GT-A	Branch(3-261)
tr|A0A2D7EAX4|A0A2D7EAX4_9PLAN	GT-A	Branch(4-241)
tr|A0A2D8PDG8|A0A2D8PDG8_9RHOB	GT-A	Branch(3-250)
tr|A0A2D8PEU9|A0A2D8PEU9_9RHOB	GT-A	Branch(32-241)
tr|A0A2E1G3C1|A0A2E1G3C1_9ACTN	GT-A	Branch(33-260)
tr|A0A2E2P6I5|A0A2E2P6I5_9RHOB	GT-A	Branch(31-250)
tr|A0A2E2P927|A0A2E2P927_9RHOB	GT-A	Branch(33-241)
tr|A0A2E9YXA2|A0A2E9YXA2_9RHOB	GT-A	Branch(4-241)
tr|A0A2E9YXK1|A0A2E9YXK1_9RHOB	GT-A	Branch(31-250)
tr|A0A2G1MDS1|A0A2G1MDS1_9RHOB	GT-A	Branch(66-251)
tr|A0A2G1MIT4|A0A2G1MIT4_9RHOB	GT-A	Branch(32-225)
tr|A0A2G2FKM9|A0A2G2FKM9_9FLAO	GT-A	Branch(3-278)
tr|A0A2G2IRY6|A0A2G2IRY6_9FLAO	GT-A	Branch(4-247)
tr|A0A2G2VF97|A0A2G2VF97_CAPBA	GT-A	Branch(76-309)
tr|A0A2G2VHB6|A0A2G2VHB6_CAPBA	GT-A	Branch(3-324)
tr|A0A2G2VKG2|A0A2G2VKG2_CAPBA	GT-A	Branch(46-402)
tr|A0A2G2VPN3|A0A2G2VPN3_CAPBA	GT-A	Branch(79-317)
tr|A0A2G2VRC5|A0A2G2VRC5_CAPBA	GT-A	Branch(1-416)
tr|A0A2G2VXH8|A0A2G2VXH8_CAPBA	GT-A	Branch(36-376)
tr|A0A2G2W0Z5|A0A2G2W0Z5_CAPBA	GT-A	Branch(1-397)
tr|A0A2G2WEZ1|A0A2G2WEZ1_CAPBA	GT-A	Branch(2-419)
tr|A0A2G2X9L8|A0A2G2X9L8_CAPBA	GT-A	Branch(73-310)
tr|A0A2G2X9Z9|A0A2G2X9Z9_CAPBA	GT-A	Branch(17-323)
tr|A0A2G2XFD2|A0A2G2XFD2_CAPBA	GT-A	Branch(73-404)
tr|A0A2G2Y914|A0A2G2Y914_CAPAN	GT-A	Branch(3-324)
tr|A0A2G2YC43|A0A2G2YC43_CAPAN	GT-A	Branch(46-273)
tr|A0A2G2YPC2|A0A2G2YPC2_CAPAN	GT-A	Branch(53-399)
tr|A0A2G2ZFU4|A0A2G2ZFU4_CAPAN	GT-A	Branch(39-396)
tr|A0A2G2ZU26|A0A2G2ZU26_CAPAN	GT-A	Branch(93-394)
tr|A0A2G2ZUE9|A0A2G2ZUE9_CAPAN	GT-A	Branch(1-305)
tr|A0A2G3B1F5|A0A2G3B1F5_CAPCH	GT-A	Branch(76-309)
tr|A0A2G3B3J5|A0A2G3B3J5_CAPCH	GT-A	Branch(1-405)
tr|A0A2G3B5Q1|A0A2G3B5Q1_CAPCH	GT-A	Branch(46-402)
tr|A0A2G3BAP5|A0A2G3BAP5_CAPCH	GT-A	Branch(79-317)
tr|A0A2G3BHG1|A0A2G3BHG1_CAPCH	GT-A	Branch(53-399)
tr|A0A2G3C1M9|A0A2G3C1M9_CAPCH	GT-A	Branch(2-419)
tr|A0A2G3CE38|A0A2G3CE38_CAPCH	GT-A	Branch(39-396)
tr|A0A2G3CE95|A0A2G3CE95_CAPCH	GT-A	Branch(73-310)
tr|A0A2G3CHR8|A0A2G3CHR8_CAPCH	GT-A	Branch(2-291)
tr|A0A2G3D6Q2|A0A2G3D6Q2_CAPCH	GT-A	Branch(73-403)
tr|A0A2G3J9H9|A0A2G3J9H9_9NEIS	GT-A	Branch(18-267)
tr|A0A2G5K9H0|A0A2G5K9H0_9RHOB	GT-A	Branch(33-225)
tr|A0A2G5KAQ5|A0A2G5KAQ5_9RHOB	GT-A	Branch(31-246)
tr|A0A2G5KYU8|A0A2G5KYU8_9BACT	GT-A	Branch(4-267)
tr|A0A2G5QM91|A0A2G5QM91_9CAUL	GT-A	Branch(2-243)
tr|A0A2G5TDZ4|A0A2G5TDZ4_9PELO	GT-A	Branch(53-318)
tr|A0A2G5V035|A0A2G5V035_9PELO	GT-A	Branch(87-356)
tr|A0A2G5VRD0|A0A2G5VRD0_9PELO	GT-A	Branch(60-260)
tr|A0A2G7GLZ5|A0A2G7GLZ5_9CHRO	GT-A	Branch(74-302)
tr|A0A2G8L0U5|A0A2G8L0U5_STIJA	GT-A	Branch(181-435)
tr|A0A2G8LPJ5|A0A2G8LPJ5_STIJA	GT-A	Branch(55-247)
tr|A0A2G8T5D2|A0A2G8T5D2_9BURK	GT-A	Branch(28-251)
tr|A0A2G8TFF4|A0A2G8TFF4_9BURK	GT-A	Branch(50-241)
tr|A0A2G9GER5|A0A2G9GER5_9LAMI	GT-A	Branch(1-406)
tr|A0A2G9GX63|A0A2G9GX63_9LAMI	GT-A	Branch(130-362)
tr|A0A2G9H364|A0A2G9H364_9LAMI	GT-A	Branch(6-293)
tr|A0A2G9HWD0|A0A2G9HWD0_9LAMI	GT-A	Branch(56-312)
tr|A0A2G9I292|A0A2G9I292_9LAMI	GT-A	Branch(20-264)
tr|A0A2G9IA42|A0A2G9IA42_9LAMI	GT-A	Branch(61-298)
tr|A0A2H3XJC0|A0A2H3XJC0_PHODC	GT-A	Branch(54-407)
tr|A0A2H3XK44|A0A2H3XK44_PHODC	GT-A	Branch(54-310)
tr|A0A2H3XNR1|A0A2H3XNR1_PHODC	GT-A	Branch(4-401)
tr|A0A2H3XRS1|A0A2H3XRS1_PHODC	GT-A	Branch(76-326)
tr|A0A2H3Y224|A0A2H3Y224_PHODC	GT-A	Branch(59-427)
tr|A0A2H3YWY9|A0A2H3YWY9_PHODC	GT-A	Branch(60-402)
tr|A0A2H3Z4Z5|A0A2H3Z4Z5_PHODC	GT-A	Branch(60-408)
tr|A0A2H3Z6B1|A0A2H3Z6B1_PHODC	GT-A	Branch(94-441)
tr|A0A2H3ZBV2|A0A2H3ZBV2_PHODC	GT-A	Branch(39-408)
tr|A0A2H3ZCI0|A0A2H3ZCI0_PHODC	GT-A	Branch(52-395)
tr|A0A2H5EXL4|A0A2H5EXL4_9RHOB	GT-A	Branch(4-226)
tr|A0A2H5F4B8|A0A2H5F4B8_9RHOB	GT-A	Branch(32-246)
tr|A0A2H5P631|A0A2H5P631_CITUN	GT-A	Branch(1-412)
tr|A0A2H5Q6X6|A0A2H5Q6X6_CITUN	GT-A	Branch(27-449)
tr|A0A2H9U312|A0A2H9U312_9GAMM	GT-A	Branch(2-244)
tr|A0A2I0AQG1|A0A2I0AQG1_9ASPA	GT-A	Branch(49-395)
tr|A0A2I0B6W8|A0A2I0B6W8_9ASPA	GT-A	Branch(1-278)
tr|A0A2I0BE28|A0A2I0BE28_9ASPA	GT-A	Branch(77-329)
tr|A0A2I2UU01|A0A2I2UU01_FELCA	GT-A	Branch(134-402)
tr|A0A2I2YTN2|A0A2I2YTN2_GORGO	GT-A	Branch(97-357)
tr|A0A2I3GIE0|A0A2I3GIE0_NOMLE	GT-A	Branch(97-357)
tr|A0A2I3GQ26|A0A2I3GQ26_NOMLE	GT-A	Branch(123-391)
tr|A0A2I3T6R9|A0A2I3T6R9_PANTR	GT-A	Branch(97-357)
tr|A0A2I4DFP4|A0A2I4DFP4_9ROSI	GT-A	Branch(49-397)
tr|A0A2I4DS76|A0A2I4DS76_9ROSI	GT-A	Branch(79-327)
tr|A0A2I4EUG7|A0A2I4EUG7_9ROSI	GT-A	PLN03183(1-421)
tr|A0A2I4FI55|A0A2I4FI55_9ROSI	GT-A	Branch(10-420)
tr|A0A2I4G1F5|A0A2I4G1F5_9ROSI	GT-A	Branch(79-327)
tr|A0A2I4GG81|A0A2I4GG81_9ROSI	GT-A	Branch(40-388)
tr|A0A2I4H311|A0A2I4H311_9ROSI	GT-A	PLN03183(1-421)
tr|A0A2I8A9I4|A0A2I8A9I4_9NOSO	GT-A	Branch(3-243)
tr|A0A2J6KEW8|A0A2J6KEW8_LACSA	GT-A	Branch(4-399)
tr|A0A2J6L3P1|A0A2J6L3P1_LACSA	GT-A	Branch(13-391)
tr|A0A2J6L578|A0A2J6L578_LACSA	GT-A	Branch(72-317)
tr|A0A2J6L9C0|A0A2J6L9C0_LACSA	GT-A	Branch(23-279)
tr|A0A2J6LD79|A0A2J6LD79_LACSA	GT-A	Branch(1-402)
tr|A0A2J6LNE0|A0A2J6LNE0_LACSA	GT-A	Branch(78-328)
tr|A0A2J6LQ56|A0A2J6LQ56_LACSA	GT-A	Branch(72-321)
tr|A0A2J6M6E2|A0A2J6M6E2_LACSA	GT-A	Branch(78-315)
tr|A0A2J8SU89|A0A2J8SU89_PONAB	GT-A	Branch(123-391)
tr|A0A2K1IBD7|A0A2K1IBD7_PHYPA	GT-A	Branch(90-445)
tr|A0A2K1J875|A0A2K1J875_PHYPA	GT-A	Branch(55-310)
tr|A0A2K1JXC0|A0A2K1JXC0_PHYPA	GT-A	Branch(8-415)
tr|A0A2K1K1H9|A0A2K1K1H9_PHYPA	GT-A	Branch(40-452)
tr|A0A2K1KFY7|A0A2K1KFY7_PHYPA	GT-A	Branch(55-310)
tr|A0A2K1YSG9|A0A2K1YSG9_POPTR	GT-A	Branch(48-400)
tr|A0A2K1ZG95|A0A2K1ZG95_POPTR	GT-A	Branch(48-396)
tr|A0A2K3LXM0|A0A2K3LXM0_TRIPR	GT-A	Branch(1-249)
tr|A0A2K3MQ33|A0A2K3MQ33_TRIPR	GT-A	Branch(62-310)
tr|A0A2K3N953|A0A2K3N953_TRIPR	GT-A	Branch(1-396)
tr|A0A2K5C4Q4|A0A2K5C4Q4_AOTNA	GT-A	Branch(133-401)
tr|A0A2K5E215|A0A2K5E215_AOTNA	GT-A	Branch(123-391)
tr|A0A2K5EGK6|A0A2K5EGK6_AOTNA	GT-A	Branch(97-357)
tr|A0A2K5HKF9|A0A2K5HKF9_COLAP	GT-A	Branch(123-391)
tr|A0A2K5HP27|A0A2K5HP27_COLAP	GT-A	Branch(133-401)
tr|A0A2K5JME7|A0A2K5JME7_COLAP	GT-A	Branch(97-357)
tr|A0A2K5KRS2|A0A2K5KRS2_CERAT	GT-A	Branch(111-352)
tr|A0A2K5KVD8|A0A2K5KVD8_CERAT	GT-A	Branch(133-401)
tr|A0A2K5P8I8|A0A2K5P8I8_CERAT	GT-A	Branch(97-357)
tr|A0A2K5PDJ5|A0A2K5PDJ5_CEBCA	GT-A	Branch(111-373)
tr|A0A2K5PEE0|A0A2K5PEE0_CEBCA	GT-A	Branch(133-401)
tr|A0A2K5PH81|A0A2K5PH81_CEBCA	GT-A	Branch(123-391)
tr|A0A2K5Q663|A0A2K5Q663_CEBCA	GT-A	Branch(109-356)
tr|A0A2K5SJD5|A0A2K5SJD5_CEBCA	GT-A	Branch(97-357)
tr|A0A2K5XMV1|A0A2K5XMV1_MANLE	GT-A	Branch(123-391)
tr|A0A2K5XU84|A0A2K5XU84_MANLE	GT-A	Branch(133-401)
tr|A0A2K5YGE0|A0A2K5YGE0_MANLE	GT-A	Branch(111-349)
tr|A0A2K6A266|A0A2K6A266_MANLE	GT-A	Branch(97-357)
tr|A0A2K6AR63|A0A2K6AR63_MACNE	GT-A	Branch(123-391)
tr|A0A2K6CNG8|A0A2K6CNG8_MACNE	GT-A	Branch(97-357)
tr|A0A2K6CPG9|A0A2K6CPG9_MACNE	GT-A	Branch(97-327)
tr|A0A2K6DW30|A0A2K6DW30_MACNE	GT-A	Branch(111-352)
tr|A0A2K6EGD1|A0A2K6EGD1_PROCO	GT-A	Branch(97-319)
tr|A0A2K6JRS0|A0A2K6JRS0_RHIBE	GT-A	Branch(111-371)
tr|A0A2K6KKZ1|A0A2K6KKZ1_RHIBE	GT-A	Branch(97-357)
tr|A0A2K6KMV4|A0A2K6KMV4_RHIBE	GT-A	Branch(97-357)
tr|A0A2K6N193|A0A2K6N193_RHIBE	GT-A	Branch(97-296)
tr|A0A2K6N9L7|A0A2K6N9L7_RHIRO	GT-A	Branch(123-391)
tr|A0A2K6Q8I2|A0A2K6Q8I2_RHIRO	GT-A	Branch(145-413)
tr|A0A2K6QAZ8|A0A2K6QAZ8_RHIRO	GT-A	Branch(97-357)
tr|A0A2K6S9W8|A0A2K6S9W8_SAIBB	GT-A	Branch(132-400)
tr|A0A2K6SAY0|A0A2K6SAY0_SAIBB	GT-A	Branch(123-391)
tr|A0A2K6TGC2|A0A2K6TGC2_SAIBB	GT-A	Branch(97-357)
tr|A0A2K6VU42|A0A2K6VU42_ONCVO	GT-A	Branch(46-303)
tr|A0A2K8KEP3|A0A2K8KEP3_9RHOB	GT-A	Branch(38-251)
tr|A0A2K8STN8|A0A2K8STN8_9NOSO	GT-A	Branch(37-305)
tr|A0A2K9EHT9|A0A2K9EHT9_9RHOB	GT-A	Branch(4-226)
tr|A0A2K9EPQ9|A0A2K9EPQ9_9RHOB	GT-A	Branch(40-254)
tr|A0A2K9ME08|A0A2K9ME08_9RHOB	GT-A	Branch(33-225)
tr|A0A2K9MGP6|A0A2K9MGP6_9RHOB	GT-A	Branch(36-254)
tr|A0A2M8IW98|A0A2M8IW98_9RHOB	GT-A	Branch(33-241)
tr|A0A2M8J3H2|A0A2M8J3H2_9RHOB	GT-A	Branch(31-250)
tr|A0A2M8MYI1|A0A2M8MYI1_9RHOB	GT-A	Branch(4-241)
tr|A0A2M8N0Q1|A0A2M8N0Q1_9RHOB	GT-A	Branch(31-250)
tr|A0A2M8W2S2|A0A2M8W2S2_9RHOB	GT-A	Branch(33-241)
tr|A0A2M8W4F8|A0A2M8W4F8_9RHOB	GT-A	Branch(7-259)
tr|A0A2M8ZLX2|A0A2M8ZLX2_9BRAD	GT-A	Branch(5-233)
tr|A0A2M9A7C2|A0A2M9A7C2_9BACT	GT-A	Branch(7-259)
tr|A0A2M9HB54|A0A2M9HB54_9BIFI	GT-A	Branch(10-252)
tr|A0A2N1G7V7|A0A2N1G7V7_9FLAO	GT-A	Branch(3-277)
tr|A0A2N1KT92|A0A2N1KT92_9BACT	GT-A	Branch(10-236)
tr|A0A2N1QTP2|A0A2N1QTP2_9BACT	GT-A	Branch(27-224)
tr|A0A2N3BQV4|A0A2N3BQV4_9PROT	GT-A	Branch(55-241)
tr|A0A2N3BWA6|A0A2N3BWA6_9PROT	GT-A	Branch(31-250)
tr|A0A2N3EWX1|A0A2N3EWX1_9PROT	GT-A	Branch(4-241)
tr|A0A2N3EZ86|A0A2N3EZ86_9PROT	GT-A	Branch(31-250)
tr|A0A2N3LLT6|A0A2N3LLT6_9BACI	GT-A	Branch(37-244)
tr|A0A2N4WXA7|A0A2N4WXA7_9SPHN	GT-A	Branch(18-263)
tr|A0A2N4YF52|A0A2N4YF52_9RHOB	GT-A	Branch(32-241)
tr|A0A2N4YN85|A0A2N4YN85_9RHOB	GT-A	Branch(25-244)
tr|A0A2N5EID2|A0A2N5EID2_9GAMM	GT-A	Branch(16-258)
tr|A0A2N5IJ06|A0A2N5IJ06_9RHOB	GT-A	Branch(4-240)
tr|A0A2N5ILC1|A0A2N5ILC1_9RHOB	GT-A	Branch(3-241)
tr|A0A2P4HPN4|A0A2P4HPN4_QUESU	GT-A	Branch(26-252)
tr|A0A2P4IL25|A0A2P4IL25_QUESU	GT-A	Branch(97-323)
tr|A0A2P4K780|A0A2P4K780_QUESU	GT-A	Branch(18-360)
tr|A0A2P4K8U7|A0A2P4K8U7_QUESU	GT-A	Branch(73-329)
tr|A0A2P4KDV5|A0A2P4KDV5_QUESU	GT-A	Branch(15-365)
tr|A0A2P4KY48|A0A2P4KY48_QUESU	GT-A	Branch(18-364)
tr|A0A2P4KYF6|A0A2P4KYF6_QUESU	GT-A	Branch(1-417)
tr|A0A2P4LD56|A0A2P4LD56_QUESU	GT-A	Branch(32-388)
tr|A0A2P4LU06|A0A2P4LU06_QUESU	GT-A	Branch(34-370)
tr|A0A2P4MMZ7|A0A2P4MMZ7_QUESU	GT-A	Branch(77-330)
tr|A0A2P4NAJ2|A0A2P4NAJ2_QUESU	GT-A	Branch(49-401)
tr|A0A2P4SBG4|A0A2P4SBG4_BAMTH	GT-A	Branch(134-402)
tr|A0A2P4SHF2|A0A2P4SHF2_BAMTH	GT-A	Branch(100-307)
tr|A0A2P4SS78|A0A2P4SS78_BAMTH	GT-A	Branch(121-389)
tr|A0A2P4SXQ6|A0A2P4SXQ6_BAMTH	GT-A	Branch(125-392)
tr|A0A2P4T7X3|A0A2P4T7X3_BAMTH	GT-A	Branch(227-479)
tr|A0A2P5AKT9|A0A2P5AKT9_9ROSA	GT-A	Branch(5-369)
tr|A0A2P5BAF7|A0A2P5BAF7_PARAD	GT-A	Branch(49-397)
tr|A0A2P5BQ33|A0A2P5BQ33_PARAD	GT-A	Branch(77-333)
tr|A0A2P5BTS5|A0A2P5BTS5_PARAD	GT-A	Branch(70-324)
tr|A0A2P5CEJ2|A0A2P5CEJ2_PARAD	GT-A	Branch(16-429)
tr|A0A2P5CRL3|A0A2P5CRL3_PARAD	GT-A	Branch(5-369)
tr|A0A2P5D3Z2|A0A2P5D3Z2_PARAD	GT-A	Branch(1-421)
tr|A0A2P5EDK6|A0A2P5EDK6_9ROSA	GT-A	Branch(4-415)
tr|A0A2P5F038|A0A2P5F038_9ROSA	GT-A	PLN03183(1-421)
tr|A0A2P5F0H7|A0A2P5F0H7_9ROSA	GT-A	Branch(70-324)
tr|A0A2P5FK80|A0A2P5FK80_9ROSA	GT-A	Branch(49-397)
tr|A0A2P5FUA6|A0A2P5FUA6_9ROSA	GT-A	Branch(127-383)
tr|A0A2P5Q156|A0A2P5Q156_GOSBA	GT-A	Branch(4-368)
tr|A0A2P5QB91|A0A2P5QB91_GOSBA	GT-A	Branch(88-322)
tr|A0A2P5QIS7|A0A2P5QIS7_GOSBA	GT-A	Branch(68-320)
tr|A0A2P5QNS7|A0A2P5QNS7_GOSBA	GT-A	Branch(1-417)
tr|A0A2P5QVP2|A0A2P5QVP2_GOSBA	GT-A	Branch(19-432)
tr|A0A2P5R893|A0A2P5R893_GOSBA	GT-A	Branch(10-366)
tr|A0A2P5S204|A0A2P5S204_GOSBA	GT-A	Branch(3-398)
tr|A0A2P5SKH7|A0A2P5SKH7_GOSBA	GT-A	Branch(88-322)
tr|A0A2P6NG94|A0A2P6NG94_9MYCE	GT-A	Branch(68-296)
tr|A0A2P6PXS9|A0A2P6PXS9_ROSCH	GT-A	Branch(84-301)
tr|A0A2P6QAP3|A0A2P6QAP3_ROSCH	GT-A	Branch(1-419)
tr|A0A2P6QEQ6|A0A2P6QEQ6_ROSCH	GT-A	Branch(70-324)
tr|A0A2P6R396|A0A2P6R396_ROSCH	GT-A	Branch(48-396)
tr|A0A2P6RA24|A0A2P6RA24_ROSCH	GT-A	Branch(73-421)
tr|A0A2P6RHD4|A0A2P6RHD4_ROSCH	GT-A	Branch(4-401)
tr|A0A2P6RZQ5|A0A2P6RZQ5_ROSCH	GT-A	Branch(14-425)
tr|A0A2P6VB57|A0A2P6VB57_9CHLO	GT-A	Branch(314-529)
tr|A0A2P8F8I9|A0A2P8F8I9_9RHOB	GT-A	Branch(31-250)
tr|A0A2P8F9C4|A0A2P8F9C4_9RHOB	GT-A	Branch(32-225)
tr|A0A2P8HD56|A0A2P8HD56_9BACT	GT-A	Branch(4-242)
tr|A0A2P8W4E2|A0A2P8W4E2_9CYAN	GT-A	Branch(45-263)
tr|A0A2P8WFD1|A0A2P8WFD1_9CYAN	GT-A	Branch(6-226)
tr|A0A2P8WLM9|A0A2P8WLM9_9CYAN	GT-A	Branch(40-256)
tr|A0A2R2MLZ8|A0A2R2MLZ8_LINUN	GT-A	Branch(110-319)
tr|A0A2R6P2L6|A0A2R6P2L6_ACTCH	GT-A	Branch(52-377)
tr|A0A2R6P712|A0A2R6P712_ACTCH	GT-A	Branch(86-332)
tr|A0A2R6PAY5|A0A2R6PAY5_ACTCH	GT-A	Branch(4-400)
tr|A0A2R6PEJ1|A0A2R6PEJ1_ACTCH	GT-A	Branch(80-328)
tr|A0A2R6PGU8|A0A2R6PGU8_ACTCH	GT-A	Branch(4-400)
tr|A0A2R6PL80|A0A2R6PL80_ACTCH	GT-A	Branch(49-396)
tr|A0A2R6PWY4|A0A2R6PWY4_ACTCH	GT-A	Branch(3-332)
tr|A0A2R6PYI2|A0A2R6PYI2_ACTCH	GT-A	Branch(73-322)
tr|A0A2R6Q2L7|A0A2R6Q2L7_ACTCH	GT-A	Branch(246-480)
tr|A0A2R6QAT5|A0A2R6QAT5_ACTCH	GT-A	Branch(74-323)
tr|A0A2R6QBU9|A0A2R6QBU9_ACTCH	GT-A	Branch(1-422)
tr|A0A2R6QF34|A0A2R6QF34_ACTCH	GT-A	Branch(50-414)
tr|A0A2R6QRV4|A0A2R6QRV4_ACTCH	GT-A	Branch(44-416)
tr|A0A2R6QWR3|A0A2R6QWR3_ACTCH	GT-A	Branch(1-420)
tr|A0A2R6S2A9|A0A2R6S2A9_ACTCH	GT-A	Branch(107-336)
tr|A0A2R6W385|A0A2R6W385_MARPO	GT-A	Branch(63-320)
tr|A0A2R6WGB9|A0A2R6WGB9_MARPO	GT-A	Branch(9-427)
tr|A0A2R7LG78|A0A2R7LG78_9CAUL	GT-A	Branch(2-239)
tr|A0A2R7YZT0|A0A2R7YZT0_9ACTN	GT-A	Branch(11-287)
tr|A0A2R8A866|A0A2R8A866_9RHOB	GT-A	Branch(4-225)
tr|A0A2R8A8L5|A0A2R8A8L5_9RHOB	GT-A	Branch(32-246)
tr|A0A2R8AHW8|A0A2R8AHW8_9RHOB	GT-A	Branch(33-241)
tr|A0A2R8ASP4|A0A2R8ASP4_9RHOB	GT-A	Branch(60-250)
tr|A0A2R8ATR0|A0A2R8ATR0_9RHOB	GT-A	Branch(33-241)
tr|A0A2R8AU25|A0A2R8AU25_9RHOB	GT-A	Branch(14-251)
tr|A0A2R8B291|A0A2R8B291_9RHOB	GT-A	Branch(4-241)
tr|A0A2R8B8V8|A0A2R8B8V8_9RHOB	GT-A	Branch(31-250)
tr|A0A2R8BIV1|A0A2R8BIV1_9RHOB	GT-A	Branch(32-241)
tr|A0A2R8BJP9|A0A2R8BJP9_9RHOB	GT-A	Branch(31-250)
tr|A0A2R8BSU4|A0A2R8BSU4_9RHOB	GT-A	Branch(31-250)
tr|A0A2R8BXN1|A0A2R8BXN1_9RHOB	GT-A	Branch(17-267)
tr|A0A2R8PAI3|A0A2R8PAI3_CALJA	GT-A	Branch(97-357)
tr|A0A2R8ZI21|A0A2R8ZI21_PANPA	GT-A	Branch(123-391)
tr|A0A2R9AIK3|A0A2R9AIK3_PANPA	GT-A	Branch(111-372)
tr|A0A2R9C5N5|A0A2R9C5N5_PANPA	GT-A	Branch(97-357)
tr|A0A2S0LE08|A0A2S0LE08_9FLAO	GT-A	Branch(5-278)
tr|A0A2S0MPL1|A0A2S0MPL1_9RHOB	GT-A	Branch(32-225)
tr|A0A2S0MPU4|A0A2S0MPU4_9RHOB	GT-A	Branch(31-250)
tr|A0A2S0UI96|A0A2S0UI96_9RHOB	GT-A	Branch(32-233)
tr|A0A2S0URN6|A0A2S0URN6_9RHOB	GT-A	Branch(25-244)
tr|A0A2S5JG23|A0A2S5JG23_9RHOB	GT-A	Branch(33-226)
tr|A0A2S5JLY0|A0A2S5JLY0_9RHOB	GT-A	Branch(37-256)
tr|A0A2S5Q827|A0A2S5Q827_9GAMM	GT-A	Branch(7-229)
tr|A0A2S5T8S6|A0A2S5T8S6_9BURK	GT-A	Branch(34-256)
tr|A0A2S6N1J4|A0A2S6N1J4_RHOGL	GT-A	Branch(28-231)
tr|A0A2S7T1K4|A0A2S7T1K4_9BACT	GT-A	Branch(3-243)
tr|A0A2S8EXU1|A0A2S8EXU1_9RHOB	GT-A	Branch(31-250)
tr|A0A2S8S3Y1|A0A2S8S3Y1_9RHOB	GT-A	Branch(31-248)
tr|A0A2S8S7Y7|A0A2S8S7Y7_9RHOB	GT-A	Branch(33-225)
tr|A0A2S9JT57|A0A2S9JT57_9SPHI	GT-A	Branch(5-218)
tr|A0A2S9JT68|A0A2S9JT68_9SPHI	GT-A	Branch(60-224)
tr|A0A2T0RPP3|A0A2T0RPP3_9RHOB	GT-A	Branch(31-251)
tr|A0A2T0RRN3|A0A2T0RRN3_9RHOB	GT-A	Branch(32-225)
tr|A0A2T0V394|A0A2T0V394_9MICO	GT-A	Branch(2-234)
tr|A0A2T0VVX0|A0A2T0VVX0_9RHOB	GT-A	Branch(31-250)
tr|A0A2T0VZX0|A0A2T0VZX0_9RHOB	GT-A	Branch(33-241)
tr|A0A2T0WI33|A0A2T0WI33_9RHOB	GT-A	Branch(33-241)
tr|A0A2T0WWB5|A0A2T0WWB5_9BACT	GT-A	Branch(5-246)
tr|A0A2T0WY73|A0A2T0WY73_9RHOB	GT-A	Branch(30-250)
tr|A0A2T0X1D2|A0A2T0X1D2_9RHOB	GT-A	Branch(4-224)
tr|A0A2T0X232|A0A2T0X232_9RHOB	GT-A	Branch(31-250)
tr|A0A2T1DFW2|A0A2T1DFW2_9CYAN	GT-A	Branch(88-316)
tr|A0A2T1M086|A0A2T1M086_9CHRO	GT-A	Branch(3-261)
tr|A0A2T1M1Q7|A0A2T1M1Q7_9CHRO	GT-A	Branch(37-257)
tr|A0A2T2YMX4|A0A2T2YMX4_9BACT	GT-A	Branch(3-248)
tr|A0A2T4J7W2|A0A2T4J7W2_RHOBL	GT-A	Branch(4-241)
tr|A0A2T4JEW9|A0A2T4JEW9_RHOBL	GT-A	Branch(31-250)
tr|A0A2T4JMI4|A0A2T4JMI4_9RHOB	GT-A	Branch(4-241)
tr|A0A2T4JNX8|A0A2T4JNX8_9RHOB	GT-A	Branch(68-225)
tr|A0A2T4K0Q7|A0A2T4K0Q7_9RHOB	GT-A	Branch(65-250)
tr|A0A2T4YGP4|A0A2T4YGP4_9BRAD	GT-A	Branch(2-243)
