tr|U6PXS4|U6PXS4_HAECO	Vps35|TMhelix|GT-A|TMhelix|TMhelix	Vps35(14-750)|TMhelix(840-862)|Glucosylceramide_synthase(880-1109)|TMhelix(1135-1157)|TMhelix(1177-1199)
tr|A0A2G8SDA8|A0A2G8SDA8_9APHY	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(15-37)|Glucosylceramide_synthase(59-320)|TMhelix(323-345)|TMhelix(350-369)
tr|A0A2H0FSD7|A0A2H0FSD7_9BACT	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(4-26)|Glyco_tranf_GTA_type(47-278)|TMhelix(286-308)|TMhelix(341-363)
tr|A0A2H2ZPS7|A0A2H2ZPS7_9HYPO	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(7-29)|Glyco_tranf_GTA_type(50-357)|TMhelix(361-383)|TMhelix(398-417)
tr|A0A2H3CKT5|A0A2H3CKT5_9AGAR	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(20-42)|Glucosylceramide_synthase(66-321)|TMhelix(348-370)|TMhelix(390-412)
tr|A0A2H3EQL9|A0A2H3EQL9_ARMGA	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(20-42)|Glucosylceramide_synthase(66-321)|TMhelix(348-370)|TMhelix(390-412)
tr|A0A2H3ET58|A0A2H3ET58_9HELO	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(27-49)|Glyco_tranf_GTA_type(75-391)|TMhelix(393-415)|TMhelix(430-452)
tr|A0A2H3FNX0|A0A2H3FNX0_9HELO	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(27-49)|Glyco_tranf_GTA_type(75-391)|TMhelix(393-415)|TMhelix(430-452)
tr|A0A2H5ZMX5|A0A2H5ZMX5_9BACT	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(4-26)|HpnI(12-387)|TMhelix(288-310)|TMhelix(315-337)
tr|A0A2I4D9I7|A0A2I4D9I7_9TELE	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(52-281)|TMhelix(315-337)|TMhelix(352-369)
tr|A0A2I8A6Z9|A0A2I8A6Z9_9NOSO	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(30-52)|HpnI(67-400)|TMhelix(302-324)|TMhelix(328-350)
tr|A0A2J2H992|A0A2J2H992_9CREN	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(5-27)|BcsA(24-383)|TMhelix(289-311)|TMhelix(346-365)
tr|A0A2J7QMU3|A0A2J7QMU3_9NEOP	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(51-280)|TMhelix(288-310)|TMhelix(315-337)
tr|A0A2K5DCC8|A0A2K5DCC8_AOTNA	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(51-280)|TMhelix(283-305)|TMhelix(310-329)
tr|A0A2K5KDM3|A0A2K5KDM3_COLAP	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(51-280)|TMhelix(283-305)|TMhelix(310-329)
tr|A0A2K5NUW7|A0A2K5NUW7_CERAT	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(51-280)|TMhelix(283-305)|TMhelix(310-329)
tr|A0A2K5RUE3|A0A2K5RUE3_CEBCA	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(51-280)|TMhelix(283-305)|TMhelix(310-329)
tr|A0A2K5Z4A2|A0A2K5Z4A2_MANLE	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(51-280)|TMhelix(283-305)|TMhelix(310-329)
tr|A0A2K6CGH8|A0A2K6CGH8_MACNE	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(51-280)|TMhelix(283-305)|TMhelix(310-329)
tr|A0A2K6KWJ3|A0A2K6KWJ3_RHIBE	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(51-260)|TMhelix(263-285)|TMhelix(290-309)
tr|A0A2K6Q860|A0A2K6Q860_RHIRO	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(51-280)|TMhelix(283-305)|TMhelix(310-329)
tr|A0A2N3N477|A0A2N3N477_9PEZI	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(4-26)|Glyco_tranf_GTA_type(53-374)|TMhelix(378-400)|TMhelix(415-434)
tr|A0A2N7VQA6|A0A2N7VQA6_9BURK	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|HpnI(11-389)|TMhelix(292-314)|TMhelix(362-379)
tr|A0A2N7W5W3|A0A2N7W5W3_9BURK	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|HpnI(34-384)|TMhelix(287-309)|TMhelix(357-374)
tr|A0A2N7WIX9|A0A2N7WIX9_9BURK	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(11-33)|HpnI(47-429)|TMhelix(316-338)|TMhelix(348-370)
tr|A0A2N7X2J5|A0A2N7X2J5_9BURK	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|HpnI(41-391)|TMhelix(293-315)|TMhelix(320-342)
tr|A0A2N7X6M6|A0A2N7X6M6_9BURK	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(36-58)|HpnI(44-408)|TMhelix(326-348)|TMhelix(375-392)
tr|A0A2P4TD69|A0A2P4TD69_BAMTH	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glyco_tranf_GTA_type(51-286)|TMhelix(288-310)|TMhelix(325-342)
tr|A0A2P4ZR21|A0A2P4ZR21_9HYPO	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(7-29)|Glyco_tranf_GTA_type(51-359)|TMhelix(363-385)|TMhelix(400-422)
tr|A0A2R9CLW0|A0A2R9CLW0_PANPA	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(51-280)|TMhelix(283-305)|TMhelix(310-329)
tr|A0A2S4DBT6|A0A2S4DBT6_9BACT	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-29)|BcsA(1-379)|TMhelix(286-308)|TMhelix(318-340)
tr|A0A2S4M388|A0A2S4M388_9BURK	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|HpnI(14-411)|TMhelix(295-317)|TMhelix(332-351)
tr|A0A2S6NHH8|A0A2S6NHH8_9RHIZ	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(4-26)|Glucosylceramide_synthase(49-278)|TMhelix(280-302)|TMhelix(312-334)
tr|A0A2T1D8K7|A0A2T1D8K7_9CYAN	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|HpnI(27-384)|TMhelix(284-306)|TMhelix(310-332)
tr|A0A2T1E9Q0|A0A2T1E9Q0_9CYAN	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|HpnI(5-378)|TMhelix(278-300)|TMhelix(304-326)
tr|A0A2T1M236|A0A2T1M236_9CHRO	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|HpnI(4-376)|TMhelix(282-304)|TMhelix(346-363)
tr|A0A2T4VL08|A0A2T4VL08_9DELT	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(5-27)|Glyco_tranf_GTA_type(52-279)|TMhelix(303-325)|TMhelix(345-367)
tr|A0A2T4Y7V2|A0A2T4Y7V2_9BRAD	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(5-27)|Glucosylceramide_synthase(43-272)|TMhelix(274-296)|TMhelix(311-333)
tr|A0A2T5R8C4|A0A2T5R8C4_9DELT	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(4-23)|HpnI(17-374)|TMhelix(278-300)|TMhelix(305-327)
tr|A0A2U3KQG7|A0A2U3KQG7_9BACT	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(4-26)|HpnI(51-391)|TMhelix(297-316)|TMhelix(320-342)
tr|A0LMZ4|A0LMZ4_SYNFM	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(34-56)|HpnI(37-408)|TMhelix(310-332)|TMhelix(337-356)
tr|A1ALH4|A1ALH4_PELPD	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(4-26)|HpnI(11-378)|TMhelix(278-300)|TMhelix(304-321)
tr|A4JCU7|A4JCU7_BURVG	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|HpnI(6-380)|TMhelix(281-303)|TMhelix(307-329)
tr|A4WL47|A4WL47_PYRAR	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(5-24)|BcsA(1-347)|TMhelix(258-280)|TMhelix(319-341)
tr|A5DPM9|A5DPM9_PICGU	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glyco_tranf_GTA_type(50-414)|TMhelix(416-438)|TMhelix(458-480)
tr|A5GB03|A5GB03_GEOUR	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(22-44)|HpnI(37-397)|TMhelix(299-321)|TMhelix(326-348)
tr|A6G8P9|A6G8P9_9DELT	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(6-28)|HpnI(11-404)|TMhelix(300-322)|TMhelix(326-345)
tr|A6QT84|A6QT84_AJECN	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(33-55)|Glyco_tranf_GTA_type(82-389)|TMhelix(404-426)|TMhelix(446-468)
tr|A8PRF7|A8PRF7_MALGO	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glyco_tranf_GTA_type(58-347)|TMhelix(362-384)|TMhelix(399-418)
tr|B0BZJ4|B0BZJ4_ACAM1	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(23-45)|HpnI(33-398)|TMhelix(297-319)|TMhelix(323-345)
tr|B0UD41|B0UD41_METS4	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(4-26)|Glucosylceramide_synthase(41-269)|TMhelix(271-290)|TMhelix(300-322)
tr|B1Z6Y2|B1Z6Y2_METPB	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(52-280)|TMhelix(282-304)|TMhelix(314-336)
tr|B2JHM7|B2JHM7_PARP8	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(6-28)|HpnI(8-391)|TMhelix(284-306)|TMhelix(316-335)
tr|B2JU29|B2JU29_PARP8	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(20-42)|HpnI(22-391)|TMhelix(302-324)|TMhelix(356-378)
tr|B2T4T4|B2T4T4_PARPJ	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|HpnI(7-405)|TMhelix(302-324)|TMhelix(334-356)
tr|B2T4T9|B2T4T9_PARPJ	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(7-29)|HpnI(11-383)|TMhelix(292-314)|TMhelix(344-366)
tr|B2WM02|B2WM02_PYRTR	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(4-26)|Glyco_tranf_GTA_type(51-378)|TMhelix(381-403)|TMhelix(423-445)
tr|B3MBH6|B3MBH6_DROAN	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(52-281)|TMhelix(282-304)|TMhelix(319-338)
tr|B3S3V6|B3S3V6_TRIAD	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(54-283)|TMhelix(286-308)|TMhelix(318-340)
tr|B4ECL2|B4ECL2_BURCJ	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|HpnI(7-380)|TMhelix(283-305)|TMhelix(309-331)
tr|B4GHB2|B4GHB2_DROPE	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(52-281)|TMhelix(282-304)|TMhelix(319-338)
tr|B4I7Z5|B4I7Z5_DROSE	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(52-281)|TMhelix(282-304)|TMhelix(319-338)
tr|B4J8K0|B4J8K0_DROGR	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(52-281)|TMhelix(282-304)|TMhelix(319-338)
tr|B4LNE0|B4LNE0_DROVI	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(52-281)|TMhelix(282-304)|TMhelix(319-338)
tr|B4MP51|B4MP51_DROWI	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(52-281)|TMhelix(282-304)|TMhelix(319-338)
tr|B4QH16|B4QH16_DROSI	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(52-281)|TMhelix(282-304)|TMhelix(319-338)
tr|B7KGN1|B7KGN1_CYAP7	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(4-26)|HpnI(15-374)|TMhelix(279-301)|TMhelix(305-327)
tr|B8IMY1|B8IMY1_METNO	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(5-27)|Glucosylceramide_synthase(41-270)|TMhelix(274-296)|TMhelix(300-322)
tr|C0NTT7|C0NTT7_AJECG	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(33-55)|Glyco_tranf_GTA_type(82-389)|TMhelix(403-425)|TMhelix(445-467)
tr|C1DF65|C1DF65_AZOVD	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|HpnI(9-383)|TMhelix(286-308)|TMhelix(313-332)
tr|C1F2Q6|C1F2Q6_ACIC5	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(28-50)|HpnI(77-408)|TMhelix(307-329)|TMhelix(334-356)
tr|C1F8U6|C1F8U6_ACIC5	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|HpnI(10-386)|TMhelix(293-315)|TMhelix(320-342)
tr|C5DJD5|C5DJD5_LACTC	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(55-76)|Glyco_tranf_GTA_type(96-418)|TMhelix(421-443)|TMhelix(453-475)
tr|C6HEJ6|C6HEJ6_AJECH	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(33-55)|Glyco_tranf_GTA_type(82-389)|TMhelix(403-425)|TMhelix(445-467)
tr|C8S0Q5|C8S0Q5_9RHOB	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(4-26)|Glucosylceramide_synthase(40-269)|TMhelix(276-298)|TMhelix(302-321)
tr|D2R7V3|D2R7V3_PIRSD	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(182-204)|BcsA(6-391)|TMhelix(279-301)|TMhelix(308-330)
tr|D3ENT4|D3ENT4_ATETH	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(7-29)|Glucosylceramide_synthase(45-276)|TMhelix(299-321)|TMhelix(341-363)
tr|D6RK12|D6RK12_COPC7	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(15-37)|Glyco_tranf_GTA_type(60-306)|TMhelix(348-370)|TMhelix(390-412)
tr|D8JS50|D8JS50_HYPDA	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(5-27)|HpnI(13-373)|TMhelix(286-303)|TMhelix(307-326)
tr|D8JVJ2|D8JVJ2_HYPDA	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(5-27)|Glucosylceramide_synthase(43-271)|TMhelix(277-299)|TMhelix(309-331)
tr|D8PPQ2|D8PPQ2_SCHCM	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(5-24)|Glucosylceramide_synthase(45-297)|TMhelix(338-357)|TMhelix(377-399)
tr|E0VZ07|E0VZ07_PEDHC	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(50-279)|TMhelix(314-336)|TMhelix(346-368)
tr|E1C7A5|E1C7A5_CHICK	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(51-280)|TMhelix(283-305)|TMhelix(310-329)
tr|E2AW08|E2AW08_CAMFO	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(52-281)|TMhelix(282-304)|TMhelix(319-338)
tr|E2BSI3|E2BSI3_HARSA	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(52-281)|TMhelix(280-302)|TMhelix(317-338)
tr|E3LRF2|E3LRF2_CAERE	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(88-110)|Glucosylceramide_synthase(126-357)|TMhelix(382-404)|TMhelix(424-446)
tr|E3NHV3|E3NHV3_CAERE	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(39-61)|Glucosylceramide_synthase(77-308)|TMhelix(335-357)|TMhelix(377-396)
tr|E4WWI9|E4WWI9_OIKDI	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(29-51)|Glucosylceramide_synthase(68-304)|TMhelix(305-327)|TMhelix(337-359)
tr|E5AEN8|E5AEN8_LEPMJ	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(20-40)|Glyco_tranf_GTA_type(66-393)|TMhelix(396-418)|TMhelix(438-460)
tr|E5AUV8|E5AUV8_PARRH	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|HpnI(51-397)|TMhelix(287-309)|TMhelix(314-336)
tr|E6RE76|E6RE76_CRYGW	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(5-27)|Glucosylceramide_synthase(55-331)|TMhelix(334-356)|TMhelix(361-380)
tr|E6ZNW1|E6ZNW1_SPORE	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(58-80)|Glyco_tranf_GTA_type(136-451)|TMhelix(464-486)|TMhelix(501-523)
tr|E8TKS6|E8TKS6_MESCW	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(4-26)|Glucosylceramide_synthase(44-272)|TMhelix(278-300)|TMhelix(304-326)
tr|E8V4I0|E8V4I0_TERSS	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(15-37)|HpnI(18-398)|TMhelix(305-327)|TMhelix(332-354)
tr|E8V5W4|E8V5W4_TERSS	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(5-27)|HpnI(49-391)|TMhelix(288-310)|TMhelix(320-342)
tr|E8X487|E8X487_GRATM	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-29)|HpnI(13-391)|TMhelix(294-316)|TMhelix(320-342)
tr|E9HDH0|E9HDH0_DAPPU	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(53-282)|TMhelix(290-312)|TMhelix(317-339)
tr|E9IA29|E9IA29_SOLIN	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(52-281)|TMhelix(282-304)|TMhelix(319-338)
tr|F0G2I6|F0G2I6_9BURK	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-29)|HpnI(10-301)|TMhelix(281-303)|TMhelix(308-327)
tr|F0UQA5|F0UQA5_AJEC8	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(33-55)|Glyco_tranf_GTA_type(82-389)|TMhelix(403-425)|TMhelix(445-467)
tr|F1PY65|F1PY65_CANLF	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(51-280)|TMhelix(283-305)|TMhelix(310-329)
tr|F1Z7G8|F1Z7G8_9SPHN	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(4-26)|HpnI(3-369)|TMhelix(297-319)|TMhelix(334-353)
tr|F2LM99|F2LM99_BURGS	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(49-71)|HpnI(49-421)|TMhelix(324-346)|TMhelix(384-406)
tr|F2PTZ8|F2PTZ8_TRIEC	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(21-43)|Glyco_tranf_GTA_type(69-278)|TMhelix(280-305)|TMhelix(320-342)
tr|F6Z793|F6Z793_HORSE	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(51-280)|TMhelix(283-305)|TMhelix(310-329)
tr|F7FBF7|F7FBF7_MACMU	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(51-280)|TMhelix(283-305)|TMhelix(310-329)
tr|F7FHW3|F7FHW3_MONDO	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(51-280)|TMhelix(283-305)|TMhelix(310-329)
tr|F7VG44|F7VG44_9PROT	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(6-28)|HpnI(18-375)|TMhelix(282-304)|TMhelix(308-330)
tr|F7VTZ2|F7VTZ2_SORMK	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(5-27)|Glyco_tranf_GTA_type(53-367)|TMhelix(371-393)|TMhelix(408-427)
tr|F8JC85|F8JC85_HYPSM	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(4-26)|Glucosylceramide_synthase(44-273)|TMhelix(277-299)|TMhelix(309-331)
tr|F9ZR87|F9ZR87_ACICS	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(7-29)|HpnI(4-379)|TMhelix(304-326)|TMhelix(339-361)
tr|G0MZD1|G0MZD1_CAEBE	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(86-108)|Glucosylceramide_synthase(126-357)|TMhelix(382-404)|TMhelix(424-446)
tr|G0PG96|G0PG96_CAEBE	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(86-108)|Glucosylceramide_synthase(126-357)|TMhelix(397-419)|TMhelix(439-461)
tr|G0RHN3|G0RHN3_HYPJQ	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(5-27)|Glyco_tranf_GTA_type(51-358)|TMhelix(362-384)|TMhelix(399-418)
tr|G0SHA2|G0SHA2_CHATD	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(5-27)|Glucosylceramide_synthase(52-353)|TMhelix(357-379)|TMhelix(394-413)
tr|G1KTQ7|G1KTQ7_ANOCA	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(51-280)|TMhelix(283-305)|TMhelix(310-329)
tr|G1P7R7|G1P7R7_MYOLU	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(51-280)|TMhelix(283-305)|TMhelix(310-329)
tr|G1S365|G1S365_NOMLE	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(51-280)|TMhelix(283-305)|TMhelix(310-329)
tr|G1XTI2|G1XTI2_ARTOA	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(15-37)|Glyco_tranf_GTA_type(69-356)|TMhelix(358-380)|TMhelix(395-414)
tr|G2LKG3|G2LKG3_CHLTF	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|HpnI(11-383)|TMhelix(284-306)|TMhelix(311-333)
tr|G3S910|G3S910_GORGO	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(51-280)|TMhelix(283-305)|TMhelix(310-329)
tr|G3T5G4|G3T5G4_LOXAF	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(51-281)|TMhelix(284-306)|TMhelix(311-330)
tr|G3VMM1|G3VMM1_SARHA	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(51-280)|TMhelix(283-305)|TMhelix(310-329)
tr|G4RMA4|G4RMA4_THETK	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(4-23)|BcsA(1-354)|TMhelix(264-286)|TMhelix(331-353)
tr|G4UED9|G4UED9_NEUT9	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(5-27)|Glyco_tranf_GTA_type(53-372)|TMhelix(376-398)|TMhelix(413-432)
tr|G6Y3L9|G6Y3L9_9RHIZ	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(4-26)|Glucosylceramide_synthase(44-273)|TMhelix(279-301)|TMhelix(305-327)
tr|G8JSD7|G8JSD7_ERECY	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(15-37)|Glyco_tranf_GTA_type(70-358)|TMhelix(384-406)|TMhelix(411-433)
tr|G8NYW0|G8NYW0_GRAMM	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|HpnI(10-388)|TMhelix(290-312)|TMhelix(317-339)
tr|G8Y3V2|G8Y3V2_PICSO	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glyco_tranf_GTA_type(53-374)|TMhelix(409-426)|TMhelix(459-481)
tr|G9MZG6|G9MZG6_HYPVG	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(5-27)|Glyco_tranf_GTA_type(50-359)|TMhelix(361-383)|TMhelix(398-417)
tr|H0VE15|H0VE15_CAVPO	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(50-279)|TMhelix(282-304)|TMhelix(309-328)
tr|H0XIB7|H0XIB7_OTOGA	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(51-280)|TMhelix(283-305)|TMhelix(310-329)
tr|H1XNG7|H1XNG7_9BACT	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(5-27)|Glucosylceramide_synthase(47-278)|TMhelix(295-317)|TMhelix(338-360)
tr|H2C3L7|H2C3L7_9CREN	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(4-23)|BcsA(4-344)|TMhelix(264-286)|TMhelix(308-330)
tr|H2YPF2|H2YPF2_CIOSA	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(51-269)|TMhelix(270-292)|TMhelix(302-324)
tr|H3CAT0|H3CAT0_TETNG	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(53-257)|TMhelix(202-224)|TMhelix(265-287)
tr|H8L1C1|H8L1C1_FRAAD	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-30)|HpnI(34-370)|TMhelix(280-302)|TMhelix(307-324)
tr|I0IEH7|I0IEH7_PHYMF	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(4-26)|HpnI(8-281)|TMhelix(306-328)|TMhelix(338-356)
tr|I1MM16|I1MM16_SOYBN	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(25-47)|BcsA(79-463)|TMhelix(342-364)|TMhelix(379-401)
tr|I3LPG3|I3LPG3_PIG	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(51-280)|TMhelix(283-305)|TMhelix(310-329)
tr|I3LZW2|I3LZW2_ICTTR	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(51-280)|TMhelix(283-305)|TMhelix(310-329)
tr|I3ZBC4|I3ZBC4_TERRK	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(6-28)|HpnI(32-381)|TMhelix(289-311)|TMhelix(315-337)
tr|I3ZKL2|I3ZKL2_TERRK	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(22-44)|HpnI(23-408)|TMhelix(309-331)|TMhelix(335-352)
tr|J0ZP16|J0ZP16_9RHIZ	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(5-27)|Glucosylceramide_synthase(45-273)|TMhelix(280-302)|TMhelix(312-334)
tr|J9ZAA4|J9ZAA4_LEPFM	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(15-37)|HpnI(19-393)|TMhelix(295-317)|TMhelix(321-343)
