tr|A0A2P6TT09|A0A2P6TT09_CHLSO	WD40|WD40|GH43_62_32_68_117_130|GH43_62_32_68_117_130|TMhelix|TMhelix|GT-A	WD40(14-197)|WD40(8-418)|GH43_62_32_68_117_130(771-941)|GH43_62_32_68_117_130(1156-1349)|TMhelix(1435-1452)|TMhelix(1542-1564)|Glyco_transf_64(1581-1822)
tr|A0A182MRP2|A0A182MRP2_9DIPT	TMhelix|Exotosin|GT-A	TMhelix(30-47)|Exostosin(112-410)|Glyco_transf_64(484-725)
tr|A0A182NVB9|A0A182NVB9_9DIPT	TMhelix|Exotosin|GT-A	TMhelix(7-25)|Exostosin(127-305)|Glyco_transf_64(417-664)
tr|A0A182P1A4|A0A182P1A4_9DIPT	TMhelix|Exotosin|GT-A	TMhelix(7-25)|Exostosin(125-416)|Glyco_transf_64(500-712)
tr|A0A182PFE8|A0A182PFE8_9DIPT	TMhelix|Exotosin|GT-A	TMhelix(32-54)|Exostosin(118-416)|Glyco_transf_64(490-731)
tr|A0A182QQB2|A0A182QQB2_9DIPT	TMhelix|Exotosin|GT-A	TMhelix(7-25)|Exostosin(125-416)|Glyco_transf_64(500-747)
tr|A0A182R6F5|A0A182R6F5_ANOFN	TMhelix|Exotosin|GT-A	TMhelix(31-50)|Exostosin(113-411)|Glyco_transf_64(485-726)
tr|A0A182R8X9|A0A182R8X9_ANOFN	TMhelix|Exotosin|GT-A	TMhelix(7-25)|Exostosin(125-416)|Glyco_transf_64(500-747)
tr|A0A182T8P1|A0A182T8P1_9DIPT	TMhelix|Exotosin|GT-A	TMhelix(31-50)|Exostosin(113-411)|Glyco_transf_64(485-726)
tr|A0A182TTE0|A0A182TTE0_9DIPT	TMhelix|Exotosin|GT-A	TMhelix(7-25)|Exostosin(126-412)|Glyco_transf_64(461-659)
tr|A0A182TVJ1|A0A182TVJ1_9DIPT	TMhelix|Exotosin|GT-A	TMhelix(31-53)|Exostosin(132-469)|Glyco_transf_64(630-868)
tr|A0A182UYB6|A0A182UYB6_ANOME	TMhelix|Exotosin|GT-A	TMhelix(31-53)|Exostosin(119-420)|Glyco_transf_64(494-735)
tr|A0A182W3Y6|A0A182W3Y6_9DIPT	TMhelix|Exotosin|GT-A	TMhelix(28-50)|Exostosin(112-410)|Glyco_transf_64(484-725)
tr|A0A182W8B0|A0A182W8B0_9DIPT	TMhelix|Exotosin|GT-A	TMhelix(7-25)|Exostosin(125-416)|Glyco_transf_64(500-747)
tr|A0A182XPP4|A0A182XPP4_ANOQN	TMhelix|Exotosin|GT-A	TMhelix(31-53)|Exostosin(120-421)|Glyco_transf_64(495-736)
tr|A0A182YE64|A0A182YE64_ANOST	TMhelix|Exotosin|GT-A	TMhelix(7-25)|Exostosin(126-417)|Glyco_transf_64(501-748)
tr|A0A195E499|A0A195E499_9HYME	TMhelix|Exotosin|GT-A	TMhelix(20-42)|Exostosin(97-373)|Glyco_transf_64(446-636)
tr|A0A1A9WW32|A0A1A9WW32_9MUSC	TMhelix|Exotosin|GT-A	TMhelix(20-39)|Exostosin(91-364)|Glyco_transf_64(439-691)
tr|A0A1B0A1H1|A0A1B0A1H1_GLOPL	TMhelix|Exotosin|GT-A	TMhelix(13-35)|Exostosin(91-365)|Glyco_transf_64(440-681)
tr|A0A1D1VB25|A0A1D1VB25_RAMVA	TMhelix|Exotosin|GT-A	TMhelix(13-30)|Exostosin(98-384)|Glyco_transf_64(537-696)
tr|A0A1D1VVL1|A0A1D1VVL1_RAMVA	TMhelix|Exotosin|GT-A	TMhelix(71-90)|Exostosin(290-507)|Glyco_transf_64(669-906)
tr|A0A1D2NDM1|A0A1D2NDM1_ORCCI	TMhelix|Exotosin|GT-A	TMhelix(7-29)|Exostosin(149-432)|Glyco_transf_64(516-759)
tr|A0A1D5P6Z3|A0A1D5P6Z3_CHICK	TMhelix|Exotosin|GT-A	TMhelix(24-46)|Exostosin(100-380)|Glyco_transf_64(456-697)
tr|A0A1D5R9N9|A0A1D5R9N9_MACMU	TMhelix|Exotosin|GT-A	TMhelix(57-79)|Exostosin(133-413)|Glyco_transf_64(489-730)
tr|A0A1I7SL60|A0A1I7SL60_BURXY	TMhelix|Exotosin|GT-A	TMhelix(20-42)|Exostosin(284-341)|Glyco_transf_64(467-706)
tr|A0A1I7VFN5|A0A1I7VFN5_LOALO	TMhelix|Exotosin|GT-A	TMhelix(7-24)|Exostosin(69-330)|Glyco_transf_64(403-640)
tr|A0A1I7VTX5|A0A1I7VTX5_LOALO	TMhelix|Exotosin|GT-A	TMhelix(41-63)|Exostosin(209-453)|Glyco_transf_64(614-804)
tr|A0A1I8NI87|A0A1I8NI87_MUSDO	TMhelix|Exotosin|GT-A	TMhelix(16-33)|Exostosin(90-369)|Glyco_transf_64(444-685)
tr|A0A1I8Q404|A0A1I8Q404_STOCA	TMhelix|Exotosin|GT-A	TMhelix(16-37)|Exostosin(95-368)|Glyco_transf_64(443-684)
tr|A0A1J1ITR8|A0A1J1ITR8_9DIPT	TMhelix|Exotosin|GT-A	TMhelix(13-35)|Exostosin(84-372)|Glyco_transf_64(446-687)
tr|A0A1L8GDK6|A0A1L8GDK6_XENLA	TMhelix|Exotosin|GT-A	TMhelix(24-46)|Exostosin(100-380)|Glyco_transf_64(456-697)
tr|A0A1L8GIM2|A0A1L8GIM2_XENLA	TMhelix|Exotosin|GT-A	TMhelix(24-46)|Exostosin(100-380)|Glyco_transf_64(456-697)
tr|A0A1S2ZB91|A0A1S2ZB91_ERIEU	TMhelix|Exotosin|GT-A	TMhelix(7-26)|Exostosin(112-396)|Glyco_transf_64(480-725)
tr|A0A1S3GBU0|A0A1S3GBU0_DIPOR	TMhelix|Exotosin|GT-A	TMhelix(24-46)|Exostosin(100-380)|Glyco_transf_64(456-697)
tr|A0A1S3GG58|A0A1S3GG58_DIPOR	TMhelix|Exotosin|GT-A	TMhelix(7-26)|Exostosin(112-396)|Glyco_transf_64(480-725)
tr|A0A1S3JTH4|A0A1S3JTH4_LINUN	TMhelix|Exotosin|GT-A	TMhelix(7-29)|Exostosin(95-379)|Glyco_transf_64(477-723)
tr|A0A1S3KGP8|A0A1S3KGP8_LINUN	TMhelix|Exotosin|GT-A	TMhelix(20-39)|Exostosin(100-379)|Glyco_transf_64(453-694)
tr|A0A1S3PUP8|A0A1S3PUP8_SALSA	TMhelix|Exotosin|GT-A	TMhelix(29-51)|Exostosin(105-386)|Glyco_transf_64(462-679)
tr|A0A1U7QQU9|A0A1U7QQU9_MESAU	TMhelix|Exotosin|GT-A	TMhelix(7-26)|Exostosin(112-396)|Glyco_transf_64(495-711)
tr|A0A1U7SAP4|A0A1U7SAP4_ALLSI	TMhelix|Exotosin|GT-A	TMhelix(24-46)|Exostosin(100-380)|Glyco_transf_64(456-697)
tr|A0A1U8C7B3|A0A1U8C7B3_MESAU	TMhelix|Exotosin|GT-A	TMhelix(24-46)|Exostosin(100-326)|Glyco_transf_64(402-643)
tr|A0A1V4KED0|A0A1V4KED0_PATFA	TMhelix|Exotosin|GT-A	TMhelix(121-143)|Exostosin(197-477)|Glyco_transf_64(553-794)
tr|A0A1V9XZK5|A0A1V9XZK5_9ACAR	TMhelix|Exotosin|GT-A	TMhelix(7-26)|Exostosin(90-379)|Glyco_transf_64(486-770)
tr|A0A1W4UZK7|A0A1W4UZK7_DROFC	TMhelix|Exotosin|GT-A	TMhelix(26-48)|Exostosin(105-380)|Glyco_transf_64(455-696)
tr|A0A1X7VN92|A0A1X7VN92_AMPQE	TMhelix|Exotosin|GT-A	TMhelix(17-36)|Exostosin(95-380)|Glyco_transf_64(456-697)
tr|A0A218VAL5|A0A218VAL5_9PASE	TMhelix|Exotosin|GT-A	TMhelix(24-46)|Exostosin(100-380)|Glyco_transf_64(456-697)
tr|A0A226ENH6|A0A226ENH6_FOLCA	TMhelix|Exotosin|GT-A	TMhelix(7-29)|Exostosin(140-427)|Glyco_transf_64(511-756)
tr|A0A232FJ93|A0A232FJ93_9HYME	TMhelix|Exotosin|GT-A	TMhelix(7-25)|Exostosin(89-372)|Glyco_transf_64(452-680)
tr|A0A2A2J829|A0A2A2J829_9BILA	TMhelix|Exotosin|GT-A	TMhelix(25-44)|Exostosin(140-320)|Glyco_transf_64(467-659)
tr|A0A2A4JMS1|A0A2A4JMS1_HELVI	TMhelix|Exotosin|GT-A	TMhelix(21-43)|Exostosin(102-376)|Glyco_transf_64(450-691)
tr|A0A2A4K6I9|A0A2A4K6I9_HELVI	TMhelix|Exotosin|GT-A	TMhelix(76-98)|Exostosin(247-551)|Glyco_transf_64(713-950)
tr|A0A2B4SZ52|A0A2B4SZ52_STYPI	TMhelix|Exotosin|GT-A	TMhelix(13-35)|Exostosin(187-476)|Glyco_transf_64(630-867)
tr|A0A2D0RV59|A0A2D0RV59_ICTPU	TMhelix|Exotosin|GT-A	TMhelix(24-46)|Exostosin(100-381)|Glyco_transf_64(457-698)
tr|A0A2G8K6L0|A0A2G8K6L0_STIJA	TMhelix|Exotosin|GT-A	TMhelix(63-85)|Exostosin(139-419)|Glyco_transf_64(493-734)
tr|A0A2I4CPL3|A0A2I4CPL3_9TELE	TMhelix|Exotosin|GT-A	TMhelix(24-46)|Exostosin(100-381)|Glyco_transf_64(457-698)
tr|A0A2J7PQE6|A0A2J7PQE6_9NEOP	TMhelix|Exotosin|GT-A	TMhelix(20-42)|Exostosin(98-374)|Glyco_transf_64(448-689)
tr|A0A2J8WFK6|A0A2J8WFK6_PONAB	TMhelix|Exotosin|GT-A	TMhelix(24-46)|Exostosin(100-380)|Glyco_transf_64(456-697)
tr|A0A2K5CH89|A0A2K5CH89_AOTNA	TMhelix|Exotosin|GT-A	TMhelix(7-26)|Exostosin(112-396)|Glyco_transf_64(480-725)
tr|A0A2K5DF05|A0A2K5DF05_AOTNA	TMhelix|Exotosin|GT-A	TMhelix(53-75)|Exostosin(129-409)|Glyco_transf_64(485-726)
tr|A0A2K5J6U0|A0A2K5J6U0_COLAP	TMhelix|Exotosin|GT-A	TMhelix(7-26)|Exostosin(112-396)|Glyco_transf_64(480-725)
tr|A0A2K5KF55|A0A2K5KF55_COLAP	TMhelix|Exotosin|GT-A	TMhelix(57-79)|Exostosin(133-413)|Glyco_transf_64(489-730)
tr|A0A2K5KHT3|A0A2K5KHT3_CERAT	TMhelix|Exotosin|GT-A	TMhelix(57-79)|Exostosin(133-413)|Glyco_transf_64(489-730)
tr|A0A2K5P351|A0A2K5P351_CERAT	TMhelix|Exotosin|GT-A	TMhelix(7-26)|Exostosin(112-396)|Glyco_transf_64(480-725)
tr|A0A2K5PA07|A0A2K5PA07_CEBCA	TMhelix|Exotosin|GT-A	TMhelix(7-26)|Exostosin(112-396)|Glyco_transf_64(480-725)
tr|A0A2K5RTJ6|A0A2K5RTJ6_CEBCA	TMhelix|Exotosin|GT-A	TMhelix(46-68)|Exostosin(122-402)|Glyco_transf_64(478-719)
tr|A0A2K5XZ87|A0A2K5XZ87_MANLE	TMhelix|Exotosin|GT-A	TMhelix(57-79)|Exostosin(133-413)|Glyco_transf_64(489-730)
tr|A0A2K6AXZ7|A0A2K6AXZ7_MACNE	TMhelix|Exotosin|GT-A	TMhelix(57-79)|Exostosin(133-413)|Glyco_transf_64(489-730)
tr|A0A2K6E3M4|A0A2K6E3M4_MACNE	TMhelix|Exotosin|GT-A	TMhelix(7-26)|Exostosin(112-396)|Glyco_transf_64(480-725)
tr|A0A2K6FZ43|A0A2K6FZ43_PROCO	TMhelix|Exotosin|GT-A	TMhelix(7-26)|Exostosin(112-396)|Glyco_transf_64(480-725)
tr|A0A2K6KB61|A0A2K6KB61_RHIBE	TMhelix|Exotosin|GT-A	TMhelix(57-79)|Exostosin(133-413)|Glyco_transf_64(489-730)
tr|A0A2K6MPZ7|A0A2K6MPZ7_RHIBE	TMhelix|Exotosin|GT-A	TMhelix(7-26)|Exostosin(112-396)|Glyco_transf_64(480-725)
tr|A0A2K6PGQ2|A0A2K6PGQ2_RHIRO	TMhelix|Exotosin|GT-A	TMhelix(7-26)|Exostosin(112-396)|Glyco_transf_64(480-725)
tr|A0A2K6RMI5|A0A2K6RMI5_RHIRO	TMhelix|Exotosin|GT-A	TMhelix(47-69)|Exostosin(123-403)|Glyco_transf_64(479-696)
tr|A0A2K6S502|A0A2K6S502_SAIBB	TMhelix|Exotosin|GT-A	TMhelix(33-55)|Exostosin(109-389)|Glyco_transf_64(465-706)
tr|A0A2K6UYX6|A0A2K6UYX6_SAIBB	TMhelix|Exotosin|GT-A	TMhelix(7-26)|Exostosin(112-396)|Glyco_transf_64(480-725)
tr|A0A2R8ZLS5|A0A2R8ZLS5_PANPA	TMhelix|Exotosin|GT-A	TMhelix(7-26)|Exostosin(112-396)|Glyco_transf_64(480-725)
tr|A0JN91|A0JN91_BOVIN	TMhelix|Exotosin|GT-A	TMhelix(24-46)|Exostosin(100-380)|Glyco_transf_64(456-697)
tr|B0KWH0|B0KWH0_CALJA	TMhelix|Exotosin|GT-A	TMhelix(7-26)|Exostosin(112-396)|Glyco_transf_64(480-725)
tr|B0X053|B0X053_CULQU	TMhelix|Exotosin|GT-A	TMhelix(20-42)|Exostosin(116-422)|Glyco_transf_64(496-737)
tr|B3MEZ3|B3MEZ3_DROAN	TMhelix|Exotosin|GT-A	TMhelix(38-60)|Exostosin(117-392)|Glyco_transf_64(467-708)
tr|B4GAJ8|B4GAJ8_DROPE	TMhelix|Exotosin|GT-A	TMhelix(26-48)|Exostosin(105-380)|Glyco_transf_64(455-696)
tr|B4HSK6|B4HSK6_DROSE	TMhelix|Exotosin|GT-A	TMhelix(25-47)|Exostosin(105-380)|Glyco_transf_64(455-696)
tr|B4J686|B4J686_DROGR	TMhelix|Exotosin|GT-A	TMhelix(7-29)|Exostosin(98-387)|Glyco_transf_64(471-731)
tr|B4KMF5|B4KMF5_DROMO	TMhelix|Exotosin|GT-A	TMhelix(23-45)|Exostosin(105-383)|Glyco_transf_64(458-699)
tr|B4KP04|B4KP04_DROMO	TMhelix|Exotosin|GT-A	TMhelix(7-25)|Exostosin(104-393)|Glyco_transf_64(477-738)
tr|B4LLN6|B4LLN6_DROVI	TMhelix|Exotosin|GT-A	TMhelix(7-25)|Exostosin(100-389)|Glyco_transf_64(473-734)
tr|B4LNV8|B4LNV8_DROVI	TMhelix|Exotosin|GT-A	TMhelix(23-45)|Exostosin(105-382)|Glyco_transf_64(457-698)
tr|B4MRE0|B4MRE0_DROWI	TMhelix|Exotosin|GT-A	TMhelix(21-43)|Exostosin(108-391)|Glyco_transf_64(466-707)
tr|B4QHG0|B4QHG0_DROSI	TMhelix|Exotosin|GT-A	TMhelix(25-47)|Exostosin(105-380)|Glyco_transf_64(455-696)
tr|B5FW34|B5FW34_OTOGA	TMhelix|Exotosin|GT-A	TMhelix(7-26)|Exostosin(112-396)|Glyco_transf_64(480-725)
tr|B7P1I7|B7P1I7_IXOSC	TMhelix|Exotosin|GT-A	TMhelix(20-42)|Exostosin(97-372)|Glyco_transf_64(452-693)
tr|C0H9N4|C0H9N4_SALSA	TMhelix|Exotosin|GT-A	TMhelix(29-51)|Exostosin(105-386)|Glyco_transf_64(462-703)
tr|C3Y7H0|C3Y7H0_BRAFL	TMhelix|Exotosin|GT-A	TMhelix(32-54)|Exostosin(109-397)|Glyco_transf_64(471-712)
tr|D6W7Y2|D6W7Y2_TRICA	TMhelix|Exotosin|GT-A	TMhelix(7-24)|Exostosin(81-365)|Glyco_transf_64(446-696)
tr|D6WCJ9|D6WCJ9_TRICA	TMhelix|Exotosin|GT-A	TMhelix(20-42)|Exostosin(99-371)|Glyco_transf_64(444-685)
tr|E0VWK8|E0VWK8_PEDHC	TMhelix|Exotosin|GT-A	TMhelix(13-35)|Exostosin(97-360)|Glyco_transf_64(434-675)
tr|E2QRR1|E2QRR1_CANLF	TMhelix|Exotosin|GT-A	TMhelix(7-26)|Exostosin(112-396)|Glyco_transf_64(480-725)
tr|E2RKC6|E2RKC6_CANLF	TMhelix|Exotosin|GT-A	TMhelix(39-61)|Exostosin(115-395)|Glyco_transf_64(471-712)
tr|E9H106|E9H106_DAPPU	TMhelix|Exotosin|GT-A	TMhelix(32-54)|Exostosin(111-382)|Glyco_transf_64(458-703)
tr|F1QUC2|F1QUC2_DANRE	TMhelix|Exotosin|GT-A	TMhelix(24-46)|Exostosin(100-381)|Glyco_transf_64(457-698)
tr|F1S274|F1S274_PIG	TMhelix|Exotosin|GT-A	TMhelix(7-26)|Exostosin(112-396)|Glyco_transf_64(480-725)
tr|F1SHI1|F1SHI1_PIG	TMhelix|Exotosin|GT-A	TMhelix(24-46)|Exostosin(100-370)|Glyco_transf_64(447-661)
tr|F6PWT3|F6PWT3_CALJA	TMhelix|Exotosin|GT-A	TMhelix(138-160)|Exostosin(214-494)|Glyco_transf_64(570-811)
tr|F6Q0W6|F6Q0W6_CIOIN	TMhelix|Exotosin|GT-A	TMhelix(7-24)|Exostosin(110-395)|Glyco_transf_64(477-733)
tr|F6RQV5|F6RQV5_MONDO	TMhelix|Exotosin|GT-A	TMhelix(24-46)|Exostosin(100-380)|Glyco_transf_64(456-697)
tr|F6SZS9|F6SZS9_XENTR	TMhelix|Exotosin|GT-A	TMhelix(29-51)|Exostosin(105-385)|Glyco_transf_64(461-702)
tr|F6TXL9|F6TXL9_HORSE	TMhelix|Exotosin|GT-A	TMhelix(7-26)|Exostosin(112-396)|Glyco_transf_64(480-725)
tr|F6VVP6|F6VVP6_MONDO	TMhelix|Exotosin|GT-A	TMhelix(7-26)|Exostosin(112-396)|Glyco_transf_64(480-725)
tr|F6W1P9|F6W1P9_HORSE	TMhelix|Exotosin|GT-A	TMhelix(25-47)|Exostosin(101-381)|Glyco_transf_64(457-698)
tr|F7F8Y3|F7F8Y3_MACMU	TMhelix|Exotosin|GT-A	TMhelix(7-26)|Exostosin(112-396)|Glyco_transf_64(480-725)
tr|G1KPS3|G1KPS3_ANOCA	TMhelix|Exotosin|GT-A	TMhelix(24-46)|Exostosin(100-380)|Glyco_transf_64(456-697)
tr|G1NDI8|G1NDI8_MELGA	TMhelix|Exotosin|GT-A	TMhelix(25-47)|Exostosin(101-381)|Glyco_transf_64(457-698)
tr|G1NY82|G1NY82_MYOLU	TMhelix|Exotosin|GT-A	TMhelix(7-26)|Exostosin(110-394)|Glyco_transf_64(478-723)
tr|G1PB84|G1PB84_MYOLU	TMhelix|Exotosin|GT-A	TMhelix(87-109)|Exostosin(163-443)|Glyco_transf_64(519-760)
tr|G1QY81|G1QY81_NOMLE	TMhelix|Exotosin|GT-A	TMhelix(7-26)|Exostosin(112-395)|Glyco_transf_64(479-724)
tr|G1S8J1|G1S8J1_NOMLE	TMhelix|Exotosin|GT-A	TMhelix(57-79)|Exostosin(133-413)|Glyco_transf_64(489-730)
tr|G1SSW5|G1SSW5_RABIT	TMhelix|Exotosin|GT-A	TMhelix(37-59)|Exostosin(113-393)|Glyco_transf_64(469-710)
tr|G3HWY2|G3HWY2_CRIGR	TMhelix|Exotosin|GT-A	TMhelix(7-29)|Exostosin(83-363)|Glyco_transf_64(439-680)
tr|G3NE50|G3NE50_GASAC	TMhelix|Exotosin|GT-A	TMhelix(7-29)|Exostosin(106-391)|Glyco_transf_64(475-719)
tr|G3NV05|G3NV05_GASAC	TMhelix|Exotosin|GT-A	TMhelix(7-26)|Exostosin(95-381)|Glyco_transf_64(466-713)
tr|G3PSK7|G3PSK7_GASAC	TMhelix|Exotosin|GT-A	TMhelix(24-46)|Exostosin(100-381)|Glyco_transf_64(457-698)
tr|G3R5A6|G3R5A6_GORGO	TMhelix|Exotosin|GT-A	TMhelix(57-79)|Exostosin(133-413)|Glyco_transf_64(489-730)
tr|G3T622|G3T622_LOXAF	TMhelix|Exotosin|GT-A	TMhelix(24-46)|Exostosin(100-380)|Glyco_transf_64(456-697)
tr|G3U480|G3U480_LOXAF	TMhelix|Exotosin|GT-A	TMhelix(7-26)|Exostosin(112-396)|Glyco_transf_64(480-725)
tr|G3V901|G3V901_RAT	TMhelix|Exotosin|GT-A	TMhelix(7-26)|Exostosin(112-396)|Glyco_transf_64(480-725)
tr|G4V9E0|G4V9E0_SCHMA	TMhelix|Exotosin|GT-A	TMhelix(7-29)|Exostosin(95-381)|Glyco_transf_64(479-728)
tr|G5AS45|G5AS45_HETGA	TMhelix|Exotosin|GT-A	TMhelix(24-46)|Exostosin(99-379)|Glyco_transf_64(455-696)
tr|G7PQC9|G7PQC9_MACFA	TMhelix|Exotosin|GT-A	TMhelix(39-61)|Exostosin(115-395)|Glyco_transf_64(471-712)
tr|H0VKB4|H0VKB4_CAVPO	TMhelix|Exotosin|GT-A	TMhelix(24-46)|Exostosin(99-379)|Glyco_transf_64(455-696)
tr|H0VMS8|H0VMS8_CAVPO	TMhelix|Exotosin|GT-A	TMhelix(7-26)|Exostosin(112-396)|Glyco_transf_64(480-725)
tr|H0X950|H0X950_OTOGA	TMhelix|Exotosin|GT-A	TMhelix(96-118)|Exostosin(172-452)|Glyco_transf_64(528-770)
tr|H0ZJ15|H0ZJ15_TAEGU	TMhelix|Exotosin|GT-A	TMhelix(25-47)|Exostosin(101-381)|Glyco_transf_64(457-698)
tr|H2KQY8|H2KQY8_CLOSI	TMhelix|Exotosin|GT-A	TMhelix(12-34)|Exostosin(295-491)|Glyco_transf_64(668-905)
tr|H2KRY2|H2KRY2_CLOSI	TMhelix|Exotosin|GT-A	TMhelix(12-34)|Exostosin(318-405)|Glyco_transf_64(540-776)
tr|H2LQ80|H2LQ80_ORYLA	TMhelix|Exotosin|GT-A	TMhelix(24-46)|Exostosin(100-381)|Glyco_transf_64(457-698)
tr|H2M2S6|H2M2S6_ORYLA	TMhelix|Exotosin|GT-A	TMhelix(7-29)|Exostosin(106-391)|Glyco_transf_64(475-719)
tr|H2PR27|H2PR27_PONAB	TMhelix|Exotosin|GT-A	TMhelix(7-26)|Exostosin(112-396)|Glyco_transf_64(480-725)
tr|H2V525|H2V525_TAKRU	TMhelix|Exotosin|GT-A	TMhelix(24-46)|Exostosin(100-381)|Glyco_transf_64(457-698)
tr|H2XW04|H2XW04_CIOIN	TMhelix|Exotosin|GT-A	TMhelix(12-34)|Exostosin(90-370)|Glyco_transf_64(444-660)
tr|H3BD84|H3BD84_LATCH	TMhelix|Exotosin|GT-A	TMhelix(24-46)|Exostosin(100-380)|Glyco_transf_64(456-697)
tr|H3CVH3|H3CVH3_TETNG	TMhelix|Exotosin|GT-A	TMhelix(24-46)|Exostosin(100-381)|Glyco_transf_64(458-699)
tr|H9J2J0|H9J2J0_BOMMO	TMhelix|Exotosin|GT-A	TMhelix(7-26)|Exostosin(82-362)|Glyco_transf_64(472-718)
tr|I3JFZ6|I3JFZ6_ORENI	TMhelix|Exotosin|GT-A	TMhelix(24-46)|Exostosin(100-381)|Glyco_transf_64(457-698)
tr|I3K7F0|I3K7F0_ORENI	TMhelix|Exotosin|GT-A	TMhelix(7-29)|Exostosin(106-391)|Glyco_transf_64(475-720)
tr|I3M4C8|I3M4C8_ICTTR	TMhelix|Exotosin|GT-A	TMhelix(24-46)|Exostosin(100-380)|Glyco_transf_64(456-697)
tr|I3MQ09|I3MQ09_ICTTR	TMhelix|Exotosin|GT-A	TMhelix(7-26)|Exostosin(112-396)|Glyco_transf_64(480-725)
tr|J9JZ05|J9JZ05_ACYPI	TMhelix|Exotosin|GT-A	TMhelix(16-38)|Exostosin(89-358)|Glyco_transf_64(441-682)
tr|K1QCW7|K1QCW7_CRAGI	TMhelix|Exotosin|GT-A	TMhelix(7-29)|Exostosin(87-361)|Glyco_transf_64(436-677)
tr|K1R3L4|K1R3L4_CRAGI	TMhelix|Exotosin|GT-A	TMhelix(7-24)|Exostosin(85-360)|Glyco_transf_64(447-693)
tr|K7DAN3|K7DAN3_PANTR	TMhelix|Exotosin|GT-A	TMhelix(7-26)|Exostosin(112-396)|Glyco_transf_64(480-725)
tr|K7G0Y6|K7G0Y6_PELSI	TMhelix|Exotosin|GT-A	TMhelix(24-46)|Exostosin(100-380)|Glyco_transf_64(457-698)
tr|K7J1Q7|K7J1Q7_NASVI	TMhelix|Exotosin|GT-A	TMhelix(7-25)|Exostosin(89-372)|Glyco_transf_64(452-680)
tr|L5LBS1|L5LBS1_MYODS	TMhelix|Exotosin|GT-A	TMhelix(24-46)|Exostosin(100-380)|Glyco_transf_64(456-697)
tr|L9JE00|L9JE00_TUPCH	TMhelix|Exotosin|GT-A	TMhelix(7-29)|Exostosin(83-402)|Glyco_transf_64(478-719)
tr|M3X7I6|M3X7I6_FELCA	TMhelix|Exotosin|GT-A	TMhelix(53-75)|Exostosin(129-409)|Glyco_transf_64(485-726)
tr|M3XPI7|M3XPI7_MUSPF	TMhelix|Exotosin|GT-A	TMhelix(7-26)|Exostosin(112-396)|Glyco_transf_64(480-725)
tr|M3Y410|M3Y410_MUSPF	TMhelix|Exotosin|GT-A	TMhelix(24-46)|Exostosin(100-380)|Glyco_transf_64(498-739)
tr|M3ZYF5|M3ZYF5_XIPMA	TMhelix|Exotosin|GT-A	TMhelix(24-46)|Exostosin(100-381)|Glyco_transf_64(457-698)
tr|Q291L5|Q291L5_DROPS	TMhelix|Exotosin|GT-A	TMhelix(26-48)|Exostosin(105-380)|Glyco_transf_64(455-696)
tr|Q7PS14|Q7PS14_ANOGA	TMhelix|Exotosin|GT-A	TMhelix(31-53)|Exostosin(124-425)|Glyco_transf_64(499-740)
tr|Q7QDS1|Q7QDS1_ANOGA	TMhelix|Exotosin|GT-A	TMhelix(7-25)|Exostosin(99-390)|Glyco_transf_64(474-721)
tr|T1FP36|T1FP36_HELRO	TMhelix|Exotosin|GT-A	TMhelix(7-25)|Exostosin(76-358)|Glyco_transf_64(430-674)
tr|T1JB76|T1JB76_STRMM	TMhelix|Exotosin|GT-A	TMhelix(13-35)|Exostosin(87-365)|Glyco_transf_64(439-680)
tr|T1JR58|T1JR58_TETUR	TMhelix|Exotosin|GT-A	TMhelix(12-34)|Exostosin(113-417)|Glyco_transf_64(551-776)
tr|U3KCU5|U3KCU5_FICAL	TMhelix|Exotosin|GT-A	TMhelix(24-46)|Exostosin(100-380)|Glyco_transf_64(456-697)
tr|U6P372|U6P372_HAECO	TMhelix|Exotosin|GT-A	TMhelix(5-22)|Exostosin(68-351)|Glyco_transf_64(419-632)
tr|W5JLS5|W5JLS5_ANODA	TMhelix|Exotosin|GT-A	TMhelix(20-42)|Exostosin(100-402)|Glyco_transf_64(477-718)
tr|W5KAZ4|W5KAZ4_ASTMX	TMhelix|Exotosin|GT-A	TMhelix(25-47)|Exostosin(101-382)|Glyco_transf_64(458-699)
tr|W5KSV0|W5KSV0_ASTMX	TMhelix|Exotosin|GT-A	TMhelix(7-26)|Exostosin(102-389)|Glyco_transf_64(473-717)
tr|W5M4K5|W5M4K5_LEPOC	TMhelix|Exotosin|GT-A	TMhelix(35-57)|Exostosin(111-392)|Glyco_transf_64(468-709)
tr|W5MC02|W5MC02_LEPOC	TMhelix|Exotosin|GT-A	TMhelix(7-29)|Exostosin(102-387)|Glyco_transf_64(471-715)
tr|W5NU84|W5NU84_SHEEP	TMhelix|Exotosin|GT-A	TMhelix(43-65)|Exostosin(119-399)|Glyco_transf_64(475-716)
tr|W5PJF2|W5PJF2_SHEEP	TMhelix|Exotosin|GT-A	TMhelix(7-26)|Exostosin(112-398)|Glyco_transf_64(482-727)
tr|W5UJD3|W5UJD3_ICTPU	TMhelix|Exotosin|GT-A	TMhelix(7-26)|Exostosin(103-388)|Glyco_transf_64(472-716)
tr|A0A068Y745|A0A068Y745_ECHMU	TMhelix|Exotosin	TMhelix(23-45)|Exostosin(88-364)
tr|A0A0V0U2Q9|A0A0V0U2Q9_9BILA	TMhelix|Exotosin	TMhelix(13-35)|Exostosin(150-360)
