tr|A0A1J8QIW8|A0A1J8QIW8_9HOMO	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A|GT-A	TMhelix(287-309)|TMhelix(337-359)|TMhelix(372-394)|TMhelix(426-448)|TMhelix(458-477)|UDP-g_GGTase(526-1754)|GT8_HUGT1_C_like(1806-2053)
tr|C4M0W6|C4M0W6_ENTHI	GT-A|GT-A	UDP-g_GGTase(15-555)|GT8_HUGT1_C_like(1001-1251)
tr|C4QVA1|C4QVA1_KOMPG	GT-A|GT-A	UDP-g_GGTase(20-1138)|Glyco_tranf_GTA_type(1174-1407)
tr|C4R603|C4R603_KOMPG	GT-A|GT-A	UDP-g_GGTase(21-1127)|GT8_HUGT1_C_like(1164-1412)
tr|C4Y414|C4Y414_CLAL4	GT-A|GT-A	UDP-g_GGTase(21-1135)|GT8_HUGT1_C_like(1150-1398)
tr|C5DG23|C5DG23_LACTC	GT-A|GT-A	UDP-g_GGTase(58-893)|Glyco_tranf_GTA_type(1085-1282)
tr|C5DV72|C5DV72_ZYGRC	GT-A|GT-A	UDP-g_GGTase(116-938)|Glyco_tranf_GTA_type(1075-1290)
tr|C5FLJ1|C5FLJ1_ARTOC	GT-A|GT-A	UDP-g_GGTase(31-1156)|GT8_HUGT1_C_like(1202-1449)
tr|C5GXH2|C5GXH2_AJEDR	GT-A|GT-A	UDP-g_GGTase(32-1149)|GT8_HUGT1_C_like(1195-1442)
tr|C5M850|C5M850_CANTT	GT-A|GT-A	UDP-g_GGTase(27-1122)|Glyco_tranf_GTA_type(1136-1385)
tr|C7ZLV4|C7ZLV4_NECH7	GT-A|GT-A	UDP-g_GGTase(24-1122)|GT8_HUGT1_C_like(1168-1415)
tr|C9SRD2|C9SRD2_VERA1	GT-A|GT-A	UDP-g_GGTase(25-1124)|GT8_HUGT1_C_like(1169-1416)
tr|D0N7I0|D0N7I0_PHYIT	GT-A|GT-A	UDP-g_GGTase(27-1281)|GT8_HUGT1_C_like(1353-1598)
tr|D2VE03|D2VE03_NAEGR	GT-A|GT-A	UDP-g_GGTase(58-1093)|GT8_HUGT1_C_like(1124-1376)
tr|D3B3Q9|D3B3Q9_POLPP	GT-A|GT-A	UDP-g_GGTase(18-1208)|GT8_HUGT1_C_like(1261-1508)
tr|D4B4N0|D4B4N0_ARTBC	GT-A|GT-A	UDP-g_GGTase(30-1156)|GT8_HUGT1_C_like(1202-1449)
tr|D5GB81|D5GB81_TUBMM	GT-A|GT-A	UDP-g_GGTase(28-1143)|GT8_HUGT1_C_like(1193-1440)
tr|D6WKY8|D6WKY8_TRICA	GT-A|GT-A	UDP-g_GGTase(119-1270)|GT8_HUGT1_C_like(1305-1552)
tr|D7G654|D7G654_ECTSI	GT-A|GT-A	UDP-g_GGTase(492-698)|Glyco_tranf_GTA_type(832-1036)
tr|D7KYS8|D7KYS8_ARALL	GT-A|GT-A	UDP-g_GGTase(30-1241)|GT8_HUGT1_C_like(1303-1550)
tr|D8LZL7|D8LZL7_BLAHO	GT-A|GT-A	UDP-g_GGTase(24-231)|Glyco_tranf_GTA_type(286-543)
tr|D8QH13|D8QH13_SCHCM	GT-A|GT-A	UDP-g_GGTase(22-1165)|GT8_HUGT1_C_like(1213-1460)
tr|E0VWP7|E0VWP7_PEDHC	GT-A|GT-A	UDP-g_GGTase(29-1206)|GT8_HUGT1_C_like(1241-1488)
tr|E1B9R3|E1B9R3_BOVIN	GT-A|GT-A	UDP-g_GGTase(45-1202)|GT8_HUGT1_C_like(1257-1504)
tr|E1BQH9|E1BQH9_CHICK	GT-A|GT-A	UDP-g_GGTase(27-1188)|GT8_HUGT1_C_like(1226-1473)
tr|E1ZQD0|E1ZQD0_CHLVA	GT-A|GT-A	UDP-g_GGTase(40-1093)|GT8_HUGT1_C_like(1187-1408)
tr|E2C511|E2C511_HARSA	GT-A|GT-A	UDP-g_GGTase(63-1180)|GT8_HUGT1_C_like(1217-1464)
tr|E2RR16|E2RR16_CANLF	GT-A|GT-A	UDP-g_GGTase(29-1186)|GT8_HUGT1_C_like(1241-1488)
tr|E3L2G7|E3L2G7_PUCGT	GT-A|GT-A	UDP-g_GGTase(26-1233)|GT8_HUGT1_C_like(1279-1526)
tr|E3LCV1|E3LCV1_CAERE	GT-A|GT-A	UDP-g_GGTase(22-1172)|GT8_HUGT1_C_like(1204-1451)
tr|E3MFI8|E3MFI8_CAERE	GT-A|GT-A	UDP-g_GGTase(6-539)|GT8_HUGT1_C_like(566-823)
tr|E3QHX9|E3QHX9_COLGM	GT-A|GT-A	UDP-g_GGTase(25-1126)|GT8_HUGT1_C_like(1167-1414)
tr|E3RWK7|E3RWK7_PYRTT	GT-A|GT-A	UDP-g_GGTase(28-1139)|GT8_HUGT1_C_like(1202-1449)
tr|E4XW21|E4XW21_OIKDI	GT-A|GT-A	UDP-g_GGTase(22-1028)|GT8_HUGT1_C_like(1074-1307)
tr|E4ZS81|E4ZS81_LEPMJ	GT-A|GT-A	UDP-g_GGTase(29-1140)|GT8_HUGT1_C_like(1203-1450)
tr|E5R0E6|E5R0E6_ARTGP	GT-A|GT-A	UDP-g_GGTase(30-1144)|GT8_HUGT1_C_like(1190-1437)
tr|E6R152|E6R152_CRYGW	GT-A|GT-A	UDP-g_GGTase(21-1183)|GT8_HUGT1_C_like(1228-1475)
tr|E6ZWW8|E6ZWW8_SPORE	GT-A|GT-A	UDP-g_GGTase(32-1287)|GT8_HUGT1_C_like(1356-1603)
tr|E7F6G9|E7F6G9_DANRE	GT-A|GT-A	UDP-g_GGTase(21-1188)|GT8_HUGT1_C_like(1235-1482)
tr|E7M0T3|E7M0T3_YEASV	GT-A|GT-A	UDP-g_GGTase(110-1024)|Glyco_tranf_GTA_type(1095-1309)
tr|E7NMU7|E7NMU7_YEASO	GT-A|GT-A	UDP-g_GGTase(110-1024)|Glyco_tranf_GTA_type(1095-1309)
tr|E9AE73|E9AE73_LEIMA	GT-A|GT-A	UDP-g_GGTase(15-1431)|GT8_HUGT1_C_like(1473-1729)
tr|E9D9R1|E9D9R1_COCPS	GT-A|GT-A	UDP-g_GGTase(30-1151)|GT8_HUGT1_C_like(1196-1443)
tr|E9DVM8|E9DVM8_METAQ	GT-A|GT-A	UDP-g_GGTase(9-1000)|GT8_HUGT1_C_like(1045-1292)
tr|E9EWP5|E9EWP5_METRA	GT-A|GT-A	UDP-g_GGTase(9-1000)|GT8_HUGT1_C_like(1046-1293)
tr|E9GSF3|E9GSF3_DAPPU	GT-A|GT-A	UDP-g_GGTase(33-1184)|GT8_HUGT1_C_like(1222-1469)
tr|E9JAG6|E9JAG6_SOLIN	GT-A|GT-A	UDP-g_GGTase(24-1151)|GT8_HUGT1_C_like(1188-1435)
tr|E9Q4X2|E9Q4X2_MOUSE	GT-A|GT-A	UDP-g_GGTase(24-1181)|GT8_HUGT1_C_like(1219-1466)
tr|F0XRJ5|F0XRJ5_GROCL	GT-A|GT-A	UDP-g_GGTase(13-1140)|GT8_HUGT1_C_like(1187-1440)
tr|F0ZWZ0|F0ZWZ0_DICPU	GT-A|GT-A	UDP-g_GGTase(35-1263)|GT8_HUGT1_C_like(1318-1565)
tr|F1MSL9|F1MSL9_BOVIN	GT-A|GT-A	UDP-g_GGTase(33-1188)|GT8_HUGT1_C_like(1230-1477)
tr|F1PKQ7|F1PKQ7_CANLF	GT-A|GT-A	UDP-g_GGTase(31-1187)|GT8_HUGT1_C_like(1227-1474)
tr|F1R7F6|F1R7F6_DANRE	GT-A|GT-A	UDP-g_GGTase(71-1248)|GT8_HUGT1_C_like(1303-1550)
tr|F1RP50|F1RP50_PIG	GT-A|GT-A	UDP-g_GGTase(140-1296)|GT8_HUGT1_C_like(1335-1582)
tr|F2PIY1|F2PIY1_TRIEC	GT-A|GT-A	UDP-g_GGTase(30-1154)|GT8_HUGT1_C_like(1200-1447)
tr|F2SEE3|F2SEE3_TRIRC	GT-A|GT-A	UDP-g_GGTase(1-530)|GT8_HUGT1_C_like(576-823)
tr|F4NV83|F4NV83_BATDJ	GT-A|GT-A	UDP-g_GGTase(29-1174)|GT8_HUGT1_C_like(1213-1460)
tr|F4QAX5|F4QAX5_CAVFA	GT-A|GT-A	UDP-g_GGTase(27-1182)|GT8_HUGT1_C_like(1247-1494)
tr|F4RHJ0|F4RHJ0_MELLP	GT-A|GT-A	UDP-g_GGTase(2-1174)|GT8_HUGT1_C_like(1218-1465)
tr|F4X2J1|F4X2J1_ACREC	GT-A|GT-A	UDP-g_GGTase(40-1200)|GT8_HUGT1_C_like(1237-1484)
tr|F6H932|F6H932_VITVI	GT-A|GT-A	UDP-g_GGTase(24-1219)|GT8_HUGT1_C_like(1283-1530)
tr|F6RX77|F6RX77_XENTR	GT-A|GT-A	UDP-g_GGTase(22-1174)|GT8_HUGT1_C_like(1229-1476)
tr|F6TI49|F6TI49_HORSE	GT-A|GT-A	UDP-g_GGTase(32-1187)|GT8_HUGT1_C_like(1226-1473)
tr|F6V8T5|F6V8T5_ORNAN	GT-A|GT-A	UDP-g_GGTase(1-1126)|GT8_HUGT1_C_like(1167-1415)
tr|F6X5P8|F6X5P8_HORSE	GT-A|GT-A	UDP-g_GGTase(45-1204)|GT8_HUGT1_C_like(1259-1506)
tr|F6ZBQ2|F6ZBQ2_XENTR	GT-A|GT-A	UDP-g_GGTase(24-1197)|GT8_HUGT1_C_like(1238-1485)
tr|F7B290|F7B290_MONDO	GT-A|GT-A	UDP-g_GGTase(44-1201)|GT8_HUGT1_C_like(1256-1503)
tr|F7CN89|F7CN89_ORNAN	GT-A|GT-A	UDP-g_GGTase(22-1171)|Glyco_tranf_GTA_type(1226-1384)
tr|F7CUX4|F7CUX4_MONDO	GT-A|GT-A	UDP-g_GGTase(36-1195)|GT8_HUGT1_C_like(1235-1482)
tr|F7F4V3|F7F4V3_CALJA	GT-A|GT-A	UDP-g_GGTase(33-1184)|GT8_HUGT1_C_like(1230-1477)
tr|F7VVG4|F7VVG4_SORMK	GT-A|GT-A	UDP-g_GGTase(30-976)|GT8_HUGT1_C_like(992-1239)
tr|F8PL36|F8PL36_SERL3	GT-A|GT-A	UDP-g_GGTase(19-1228)|GT8_HUGT1_C_like(1278-1525)
tr|F9FCH3|F9FCH3_FUSOF	GT-A|GT-A	UDP-g_GGTase(22-1121)|GT8_HUGT1_C_like(1167-1414)
tr|F9XDY5|F9XDY5_ZYMTI	GT-A|GT-A	UDP-g_GGTase(23-1084)|GT8_HUGT1_C_like(1125-1372)
tr|G0MLX6|G0MLX6_CAEBE	GT-A|GT-A	UDP-g_GGTase(3-516)|GT8_HUGT1_C_like(554-802)
tr|G0NL10|G0NL10_CAEBE	GT-A|GT-A	UDP-g_GGTase(22-1170)|GT8_HUGT1_C_like(1202-1449)
tr|G0RKH0|G0RKH0_HYPJQ	GT-A|GT-A	UDP-g_GGTase(25-1127)|GT8_HUGT1_C_like(1172-1419)
tr|G0SB58|G0SB58_CHATD	GT-A|GT-A	UDP-g_GGTase(29-1143)|GT8_HUGT1_C_like(1200-1447)
tr|G0VFN3|G0VFN3_NAUCC	GT-A|GT-A	UDP-g_GGTase(115-951)|Glyco_tranf_GTA_type(1082-1301)
tr|G1K9V9|G1K9V9_ANOCA	GT-A|GT-A	UDP-g_GGTase(33-1191)|GT8_HUGT1_C_like(1226-1442)
tr|G1KDP3|G1KDP3_ANOCA	GT-A|GT-A	UDP-g_GGTase(22-1178)|GT8_HUGT1_C_like(1233-1480)
tr|G1LV80|G1LV80_AILME	GT-A|GT-A	UDP-g_GGTase(27-1183)|GT8_HUGT1_C_like(1223-1470)
tr|G1MH51|G1MH51_AILME	GT-A|GT-A	UDP-g_GGTase(26-1183)|GT8_HUGT1_C_like(1238-1485)
tr|G1PHT8|G1PHT8_MYOLU	GT-A|GT-A	UDP-g_GGTase(29-1186)|GT8_HUGT1_C_like(1241-1488)
tr|G1PNN1|G1PNN1_MYOLU	GT-A|GT-A	UDP-g_GGTase(6-1144)|GT8_HUGT1_C_like(1182-1429)
tr|G1S3W9|G1S3W9_NOMLE	GT-A|GT-A	UDP-g_GGTase(30-1007)|GT8_HUGT1_C_like(1049-1296)
tr|G1TB05|G1TB05_RABIT	GT-A|GT-A	UDP-g_GGTase(1-564)|GT8_HUGT1_C_like(619-866)
tr|G1TE39|G1TE39_RABIT	GT-A|GT-A	UDP-g_GGTase(1-1148)|GT8_HUGT1_C_like(1189-1436)
tr|G1XL04|G1XL04_ARTOA	GT-A|GT-A	UDP-g_GGTase(49-1220)|GT8_HUGT1_C_like(1268-1515)
tr|G2QI71|G2QI71_MYCTT	GT-A|GT-A	UDP-g_GGTase(35-1127)|GT8_HUGT1_C_like(1181-1428)
tr|G2R6Q3|G2R6Q3_THITE	GT-A|GT-A	UDP-g_GGTase(30-1143)|GT8_HUGT1_C_like(1198-1445)
tr|G2WVG8|G2WVG8_VERDV	GT-A|GT-A	UDP-g_GGTase(25-1095)|GT8_HUGT1_C_like(1140-1387)
tr|G2YB95|G2YB95_BOTF4	GT-A|GT-A	UDP-g_GGTase(29-1141)|GT8_HUGT1_C_like(1186-1433)
tr|G3AQG5|G3AQG5_SPAPN	GT-A|GT-A	UDP-g_GGTase(8-1102)|GT8_HUGT1_C_like(1119-1366)
tr|G3AY81|G3AY81_CANTC	GT-A|GT-A	UDP-g_GGTase(24-1091)|GT8_HUGT1_C_like(1107-1355)
tr|G3GS77|G3GS77_CRIGR	GT-A|GT-A	UDP-g_GGTase(173-848)|GT8_HUGT1_C_like(864-1110)
tr|G3H1S2|G3H1S2_CRIGR	GT-A|GT-A	UDP-g_GGTase(12-979)|GT8_HUGT1_C_like(1033-1280)
tr|G3J3J4|G3J3J4_CORMM	GT-A|GT-A	UDP-g_GGTase(23-1121)|GT8_HUGT1_C_like(1167-1414)
tr|G3NJM7|G3NJM7_GASAC	GT-A|GT-A	UDP-g_GGTase(21-1181)|GT8_HUGT1_C_like(1225-1472)
tr|G3P6S0|G3P6S0_GASAC	GT-A|GT-A	UDP-g_GGTase(31-1206)|GT8_HUGT1_C_like(1249-1496)
tr|G3R5H5|G3R5H5_GORGO	GT-A|GT-A	UDP-g_GGTase(33-1189)|GT8_HUGT1_C_like(1231-1478)
tr|G3SP99|G3SP99_LOXAF	GT-A|GT-A	UDP-g_GGTase(21-1178)|GT8_HUGT1_C_like(1233-1480)
tr|G3TG21|G3TG21_LOXAF	GT-A|GT-A	UDP-g_GGTase(33-1192)|GT8_HUGT1_C_like(1231-1479)
tr|G3UU16|G3UU16_MELGA	GT-A|GT-A	UDP-g_GGTase(1-460)|GT8_HUGT1_C_like(504-751)
tr|G3WF40|G3WF40_SARHA	GT-A|GT-A	UDP-g_GGTase(12-1140)|GT8_HUGT1_C_like(1183-1430)
tr|G3XZ10|G3XZ10_ASPNA	GT-A|GT-A	UDP-g_GGTase(30-1038)|GT8_HUGT1_C_like(1087-1334)
tr|G4N7Y8|G4N7Y8_MAGO7	GT-A|GT-A	UDP-g_GGTase(32-1145)|GT8_HUGT1_C_like(1201-1448)
tr|G4TSI7|G4TSI7_SERID	GT-A|GT-A	UDP-g_GGTase(26-1215)|GT8_HUGT1_C_like(1257-1504)
tr|G4UVC8|G4UVC8_NEUT9	GT-A|GT-A	UDP-g_GGTase(30-1144)|GT8_HUGT1_C_like(1192-1439)
tr|G4V8I1|G4V8I1_SCHMA	GT-A|GT-A	UDP-g_GGTase(24-1312)|GT8_HUGT1_C_like(1352-1599)
tr|G4YVL6|G4YVL6_PHYSP	GT-A|GT-A	UDP-g_GGTase(2-1151)|GT8_HUGT1_C_like(1213-1458)
tr|G5B161|G5B161_HETGA	GT-A|GT-A	UDP-g_GGTase(32-1187)|GT8_HUGT1_C_like(1223-1470)
tr|G5C327|G5C327_HETGA	GT-A|GT-A	UDP-g_GGTase(21-1159)|GT8_HUGT1_C_like(1214-1461)
tr|G5EF14|G5EF14_CAEEL	GT-A|GT-A	UDP-g_GGTase(21-1054)|GT8_HUGT1_C_like(1095-1343)
tr|G7E9Q4|G7E9Q4_MIXOS	GT-A|GT-A	UDP-g_GGTase(24-1191)|GT8_HUGT1_C_like(1241-1488)
tr|G7IPG7|G7IPG7_MEDTR	GT-A|GT-A	UDP-g_GGTase(35-1265)|GT8_HUGT1_C_like(1327-1574)
tr|G7PVL7|G7PVL7_MACFA	GT-A|GT-A	UDP-g_GGTase(33-1192)|GT8_HUGT1_C_like(1231-1478)
tr|G7XE64|G7XE64_ASPKW	GT-A|GT-A	UDP-g_GGTase(30-1139)|GT8_HUGT1_C_like(1188-1435)
tr|G8B775|G8B775_CANPC	GT-A|GT-A	UDP-g_GGTase(42-1129)|Glyco_tranf_GTA_type(1144-1393)
tr|G8BWM8|G8BWM8_TETPH	GT-A|GT-A	UDP-g_GGTase(75-1082)|Glyco_tranf_GTA_type(1097-1328)
tr|G8YAU8|G8YAU8_PICSO	GT-A|GT-A	UDP-g_GGTase(35-1159)|GT8_HUGT1_C_like(1192-1440)
tr|G9A059|G9A059_TORDC	GT-A|GT-A	UDP-g_GGTase(99-1001)|Glyco_tranf_GTA_type(1066-1277)
tr|G9N1T3|G9N1T3_HYPVG	GT-A|GT-A	UDP-g_GGTase(25-1122)|GT8_HUGT1_C_like(1168-1415)
tr|G9PA42|G9PA42_HYPAI	GT-A|GT-A	UDP-g_GGTase(25-1124)|GT8_HUGT1_C_like(1170-1417)
tr|H0EUL9|H0EUL9_GLAL7	GT-A|GT-A	UDP-g_GGTase(46-954)|GT8_HUGT1_C_like(999-1246)
tr|H0VJA5|H0VJA5_CAVPO	GT-A|GT-A	UDP-g_GGTase(45-1133)|GT8_HUGT1_C_like(1188-1435)
tr|H0WPZ6|H0WPZ6_OTOGA	GT-A|GT-A	UDP-g_GGTase(30-1191)|GT8_HUGT1_C_like(1231-1478)
tr|H0XAU9|H0XAU9_OTOGA	GT-A|GT-A	UDP-g_GGTase(45-1201)|GT8_HUGT1_C_like(1256-1504)
tr|H0Z5P1|H0Z5P1_TAEGU	GT-A|GT-A	UDP-g_GGTase(24-1181)|GT8_HUGT1_C_like(1236-1483)
tr|H0ZLM7|H0ZLM7_TAEGU	GT-A|GT-A	UDP-g_GGTase(21-1189)|GT8_HUGT1_C_like(1228-1475)
tr|H1V1N7|H1V1N7_COLHI	GT-A|GT-A	UDP-g_GGTase(12-425)|GT8_HUGT1_C_like(466-713)
tr|H2KNG6|H2KNG6_CLOSI	GT-A|GT-A	UDP-g_GGTase(26-1358)|GT8_HUGT1_C_like(1429-1676)
tr|H2MF76|H2MF76_ORYLA	GT-A|GT-A	UDP-g_GGTase(22-1191)|GT8_HUGT1_C_like(1234-1481)
tr|H2MTP2|H2MTP2_ORYLA	GT-A|GT-A	UDP-g_GGTase(22-1194)|GT8_HUGT1_C_like(1237-1484)
tr|H2NK60|H2NK60_PONAB	GT-A|GT-A	UDP-g_GGTase(54-999)|GT8_HUGT1_C_like(1041-1288)
tr|H2P790|H2P790_PONAB	GT-A|GT-A	UDP-g_GGTase(1-1133)|GT8_HUGT1_C_like(1188-1435)
tr|H2Q7Q4|H2Q7Q4_PANTR	GT-A|GT-A	UDP-g_GGTase(33-1189)|GT8_HUGT1_C_like(1231-1478)
tr|H2S0F2|H2S0F2_TAKRU	GT-A|GT-A	UDP-g_GGTase(22-1197)|GT8_HUGT1_C_like(1239-1486)
tr|H2UQ25|H2UQ25_TAKRU	GT-A|GT-A	UDP-g_GGTase(22-1193)|GT8_HUGT1_C_like(1235-1482)
tr|H2XLC6|H2XLC6_CIOIN	GT-A|GT-A	UDP-g_GGTase(31-1197)|GT8_HUGT1_C_like(1266-1513)
tr|H2ZD86|H2ZD86_CIOSA	GT-A|GT-A	UDP-g_GGTase(22-1198)|GT8_HUGT1_C_like(1248-1495)
tr|H3A988|H3A988_LATCH	GT-A|GT-A	UDP-g_GGTase(6-955)|GT8_HUGT1_C_like(998-1245)
tr|H3B5D7|H3B5D7_LATCH	GT-A|GT-A	UDP-g_GGTase(30-1186)|GT8_HUGT1_C_like(1241-1488)
tr|H3C6T3|H3C6T3_TETNG	GT-A|GT-A	UDP-g_GGTase(1-983)|GT8_HUGT1_C_like(1035-1282)
tr|H3D8Z1|H3D8Z1_TETNG	GT-A|GT-A	UDP-g_GGTase(22-1193)|GT8_HUGT1_C_like(1233-1480)
tr|H3DRZ4|H3DRZ4_PRIPA	GT-A|GT-A	UDP-g_GGTase(27-1183)|Glyco_tranf_GTA_type(1222-1426)
tr|H3HC02|H3HC02_PHYRM	GT-A|GT-A	UDP-g_GGTase(2-1152)|GT8_HUGT1_C_like(1214-1459)
tr|H6C4M0|H6C4M0_EXODN	GT-A|GT-A	UDP-g_GGTase(32-1144)|GT8_HUGT1_C_like(1194-1441)
tr|H9JDB5|H9JDB5_BOMMO	GT-A|GT-A	UDP-g_GGTase(16-915)|GT8_HUGT1_C_like(954-1201)
tr|I0Z2K9|I0Z2K9_COCSC	GT-A|GT-A	UDP-g_GGTase(8-1204)|GT8_HUGT1_C_like(1253-1508)
tr|I1CPY1|I1CPY1_RHIO9	GT-A|GT-A	UDP-g_GGTase(24-1174)|GT8_HUGT1_C_like(1223-1470)
tr|I1I4M5|I1I4M5_BRADI	GT-A|GT-A	UDP-g_GGTase(40-1243)|GT8_HUGT1_C_like(1304-1551)
tr|I1KSR4|I1KSR4_SOYBN	GT-A|GT-A	UDP-g_GGTase(32-1261)|GT8_HUGT1_C_like(1321-1568)
tr|I1P2W6|I1P2W6_ORYGL	GT-A|GT-A	UDP-g_GGTase(38-1247)|GT8_HUGT1_C_like(1308-1555)
tr|I1RUP0|I1RUP0_GIBZE	GT-A|GT-A	UDP-g_GGTase(24-1121)|GT8_HUGT1_C_like(1167-1414)
tr|I2G3B3|I2G3B3_USTH4	GT-A|GT-A	UDP-g_GGTase(32-1292)|GT8_HUGT1_C_like(1364-1611)
tr|I2GVU9|I2GVU9_TETBL	GT-A|GT-A	UDP-g_GGTase(113-910)|Glyco_tranf_GTA_type(1080-1280)
tr|I2JRE5|I2JRE5_DEKBR	GT-A|GT-A	UDP-g_GGTase(6-175)|GT8_HUGT1_C_like(244-492)
tr|I3IY77|I3IY77_ORENI	GT-A|GT-A	UDP-g_GGTase(37-1197)|GT8_HUGT1_C_like(1240-1487)
tr|I3JP69|I3JP69_ORENI	GT-A|GT-A	UDP-g_GGTase(22-1183)|GT8_HUGT1_C_like(1224-1471)
tr|I3MF19|I3MF19_ICTTR	GT-A|GT-A	UDP-g_GGTase(33-1189)|GT8_HUGT1_C_like(1227-1474)
tr|I3MKV8|I3MKV8_ICTTR	GT-A|GT-A	UDP-g_GGTase(45-1202)|GT8_HUGT1_C_like(1257-1504)
tr|I4YG78|I4YG78_WALMC	GT-A|GT-A	UDP-g_GGTase(23-1127)|GT8_HUGT1_C_like(1168-1415)
tr|I6NCQ5|I6NCQ5_ERECY	GT-A|GT-A	UDP-g_GGTase(89-880)|Glyco_tranf_GTA_type(1041-1242)
tr|J0DCQ5|J0DCQ5_AURST	GT-A|GT-A	UDP-g_GGTase(23-1217)|GT8_HUGT1_C_like(1262-1505)
tr|J3KK35|J3KK35_COCIM	GT-A|GT-A	UDP-g_GGTase(30-1152)|GT8_HUGT1_C_like(1197-1444)
tr|J3N3C7|J3N3C7_ORYBR	GT-A|GT-A	UDP-g_GGTase(37-1229)|GT8_HUGT1_C_like(1290-1537)
tr|J3NV19|J3NV19_GAGT3	GT-A|GT-A	UDP-g_GGTase(31-1145)|GT8_HUGT1_C_like(1200-1447)
tr|J4HWE7|J4HWE7_9APHY	GT-A|GT-A	UDP-g_GGTase(11-1163)|GT8_HUGT1_C_like(1212-1459)
tr|J4KKN8|J4KKN8_BEAB2	GT-A|GT-A	UDP-g_GGTase(23-1121)|GT8_HUGT1_C_like(1167-1414)
tr|J5S8Z9|J5S8Z9_SACK1	GT-A|GT-A	UDP-g_GGTase(119-932)|Glyco_tranf_GTA_type(1095-1309)
tr|J7S6C5|J7S6C5_KAZNA	GT-A|GT-A	UDP-g_GGTase(104-1017)|Glyco_tranf_GTA_type(1088-1298)
tr|J9FA56|J9FA56_WUCBA	GT-A|GT-A	UDP-g_GGTase(1-539)|GT8_HUGT1_C_like(578-825)
tr|K0KGU7|K0KGU7_WICCF	GT-A|GT-A	UDP-g_GGTase(19-1095)|GT8_HUGT1_C_like(1140-1388)
tr|K0R168|K0R168_THAOC	GT-A|GT-A	UDP-g_GGTase(51-1376)|GT8_HUGT1_C_like(1434-1700)
tr|K1RTD6|K1RTD6_CRAGI	GT-A|GT-A	UDP-g_GGTase(34-1116)|GT8_HUGT1_C_like(1155-1396)
tr|K1VXX1|K1VXX1_TRIAC	GT-A|GT-A	UDP-g_GGTase(23-1053)|GT8_HUGT1_C_like(1089-1336)
tr|K1X2E3|K1X2E3_MARBU	GT-A|GT-A	UDP-g_GGTase(30-1143)|GT8_HUGT1_C_like(1187-1434)
tr|K2RYE5|K2RYE5_MACPH	GT-A|GT-A	UDP-g_GGTase(28-1133)|GT8_HUGT1_C_like(1199-1446)
tr|K3X2B8|K3X2B8_PYTUL	GT-A|GT-A	UDP-g_GGTase(2-1153)|GT8_HUGT1_C_like(1230-1475)
tr|K4A4S7|K4A4S7_SETIT	GT-A|GT-A	UDP-g_GGTase(3-1193)|GT8_HUGT1_C_like(1254-1501)
tr|K4B1X9|K4B1X9_SOLLC	GT-A|GT-A	UDP-g_GGTase(34-1271)|GT8_HUGT1_C_like(1336-1583)
tr|K5V494|K5V494_PHACS	GT-A|GT-A	UDP-g_GGTase(20-1182)|GT8_HUGT1_C_like(1233-1480)
tr|K5WXN8|K5WXN8_AGABU	GT-A|GT-A	UDP-g_GGTase(22-1211)|GT8_HUGT1_C_like(1256-1503)
tr|K7F5W8|K7F5W8_PELSI	GT-A|GT-A	UDP-g_GGTase(1-966)|GT8_HUGT1_C_like(1006-1253)
tr|K7G2J6|K7G2J6_PELSI	GT-A|GT-A	UDP-g_GGTase(22-1178)|GT8_HUGT1_C_like(1233-1480)
tr|K7IP78|K7IP78_NASVI	GT-A|GT-A	UDP-g_GGTase(94-1244)|GT8_HUGT1_C_like(1281-1528)
tr|K8ENH6|K8ENH6_9CHLO	GT-A|GT-A	UDP-g_GGTase(46-1417)|GT8_HUGT1_C_like(1466-1713)
tr|K9FH19|K9FH19_PEND2	GT-A|GT-A	UDP-g_GGTase(30-1117)|GT8_HUGT1_C_like(1165-1412)
tr|L0PBY5|L0PBY5_PNEJ8	GT-A|GT-A	UDP-g_GGTase(2-1119)|GT8_HUGT1_C_like(1171-1418)
tr|L1K2G1|L1K2G1_GUITH	GT-A|GT-A	UDP-g_GGTase(37-1236)|GT8_HUGT1_C_like(1283-1530)
tr|L2FJ25|L2FJ25_COLGN	GT-A|GT-A	UDP-g_GGTase(25-1094)|GT8_HUGT1_C_like(1136-1378)
tr|L5K812|L5K812_PTEAL	GT-A|GT-A	UDP-g_GGTase(41-1198)|GT8_HUGT1_C_like(1253-1500)
tr|L5MEA3|L5MEA3_MYODS	GT-A|GT-A	UDP-g_GGTase(26-1183)|GT8_HUGT1_C_like(1294-1541)
tr|L5MEL8|L5MEL8_MYODS	GT-A|GT-A	UDP-g_GGTase(13-1149)|GT8_HUGT1_C_like(1186-1433)
tr|L8G5Z5|L8G5Z5_PSED2	GT-A|GT-A	UDP-g_GGTase(29-1134)|GT8_HUGT1_C_like(1180-1412)
tr|L8H1D6|L8H1D6_ACACA	GT-A|GT-A	UDP-g_GGTase(38-1182)|GT8_HUGT1_C_like(1277-1524)
tr|L9KI73|L9KI73_TUPCH	GT-A|GT-A	UDP-g_GGTase(2-894)|Glyco_tranf_GTA_type(949-1157)
tr|M0SYI0|M0SYI0_MUSAM	GT-A|GT-A	UDP-g_GGTase(1-558)|GT8_HUGT1_C_like(620-867)
