tr|A0A199UHN5|A0A199UHN5_ANACO	zf-Dof|GT	zf-Dof(87-137)|PLN02829(204-685)
tr|A0A2R6RXS8|A0A2R6RXS8_ACTCH	TMhelix|GT	TMhelix(20-42)|PLN02769(1-624)
tr|A0A2R6RYL1|A0A2R6RYL1_ACTCH	TMhelix|GT	TMhelix(37-59)|PLN02870(1-531)
tr|A0A2R6WQR1|A0A2R6WQR1_MARPO	TMhelix|GT	TMhelix(21-43)|PLN02742(1-544)
tr|A0A2R6X4S4|A0A2R6X4S4_MARPO	TMhelix|GT	TMhelix(20-42)|PLN02742(1-539)
tr|A0A2R6XCU1|A0A2R6XCU1_MARPO	TMhelix|GT	TMhelix(37-59)|PLN02870(1-532)
tr|A9SF48|A9SF48_PHYPA	TMhelix|GT	TMhelix(48-67)|PLN02742(30-563)
tr|B6SVS0|B6SVS0_MAIZE	TMhelix|GT	TMhelix(23-45)|PLN02742(24-542)
tr|B6U4L9|B6U4L9_MAIZE	TMhelix|GT	TMhelix(24-46)|PLN02742(25-543)
tr|B7ZXA9|B7ZXA9_MAIZE	TMhelix|GT	TMhelix(38-60)|PLN02870(1-533)
tr|B8AJR4|B8AJR4_ORYSI	TMhelix|GT	TMhelix(26-45)|PLN02742(8-541)
tr|B8AQV7|B8AQV7_ORYSI	TMhelix|GT	TMhelix(74-96)|PLN02870(1-543)
tr|B8BIT8|B8BIT8_ORYSI	TMhelix|GT	TMhelix(20-42)|PLN02769(1-642)
tr|B8BP15|B8BP15_ORYSI	TMhelix|GT	TMhelix(21-43)|PLN02769(46-659)
tr|B9I2T7|B9I2T7_POPTR	TMhelix|GT	TMhelix(19-41)|PLN02742(1-535)
tr|B9IK47|B9IK47_POPTR	TMhelix|GT	TMhelix(40-62)|PLN02870(1-535)
tr|B9RLK0|B9RLK0_RICCO	TMhelix|GT	TMhelix(19-41)|PLN02742(1-535)
tr|B9SJB0|B9SJB0_RICCO	TMhelix|GT	TMhelix(46-68)|PLN02870(1-540)
tr|C5WWL3|C5WWL3_SORBI	TMhelix|GT	TMhelix(24-46)|PLN02742(25-543)
tr|C5X3R0|C5X3R0_SORBI	TMhelix|GT	TMhelix(92-114)|PLN02829(284-786)
tr|C5YQE9|C5YQE9_SORBI	TMhelix|GT	TMhelix(38-60)|PLN02870(1-533)
tr|C5YR34|C5YR34_SORBI	TMhelix|GT	TMhelix(24-46)|PLN02769(19-654)
tr|C5YZW0|C5YZW0_SORBI	TMhelix|GT	TMhelix(21-43)|PLN02769(15-637)
tr|D7KGF5|D7KGF5_ARALL	TMhelix|GT	TMhelix(20-42)|PLN02742(1-537)
tr|D7L4K4|D7L4K4_ARALL	TMhelix|GT	TMhelix(21-43)|PLN02742(3-536)
tr|D7LAJ8|D7LAJ8_ARALL	TMhelix|GT	TMhelix(38-60)|PLN02870(1-533)
tr|D7LBQ2|D7LBQ2_ARALL	TMhelix|GT	TMhelix(19-41)|PLN02769(13-616)
tr|D7M7C9|D7M7C9_ARALL	TMhelix|GT	TMhelix(82-104)|PLN02870(45-573)
tr|D8SK68|D8SK68_SELML	TMhelix|GT	TMhelix(37-59)|PLN02870(1-531)
tr|F2CTI0|F2CTI0_HORVV	TMhelix|GT	TMhelix(66-88)|PLN02870(1-564)
tr|F2DH61|F2DH61_HORVV	TMhelix|GT	TMhelix(21-43)|PLN02742(6-538)
tr|F6GTE5|F6GTE5_VITVI	TMhelix|GT	TMhelix(16-38)|PLN02742(1-535)
tr|F6H5M6|F6H5M6_VITVI	TMhelix|GT	TMhelix(38-60)|PLN02870(1-534)
tr|F6HMQ3|F6HMQ3_VITVI	TMhelix|GT	TMhelix(21-43)|PLN02769(11-613)
tr|G7IKA2|G7IKA2_MEDTR	TMhelix|GT	TMhelix(20-42)|PLN02742(1-533)
tr|G7IPF3|G7IPF3_MEDTR	TMhelix|GT	TMhelix(21-43)|PLN02742(1-509)
tr|G7KLT9|G7KLT9_MEDTR	TMhelix|GT	TMhelix(38-60)|PLN02870(1-533)
tr|G7L462|G7L462_MEDTR	TMhelix|GT	TMhelix(43-65)|PLN02870(1-523)
tr|I1H4M2|I1H4M2_BRADI	TMhelix|GT	TMhelix(21-43)|PLN02742(6-539)
tr|I1H874|I1H874_BRADI	TMhelix|GT	TMhelix(61-83)|PLN02870(1-559)
tr|I1IH65|I1IH65_BRADI	TMhelix|GT	TMhelix(38-60)|PLN02870(1-533)
tr|I1IUW6|I1IUW6_BRADI	TMhelix|GT	TMhelix(20-42)|PLN02769(1-632)
tr|I1JWL9|I1JWL9_SOYBN	TMhelix|GT	TMhelix(20-37)|PLN02742(1-531)
tr|I1KD40|I1KD40_SOYBN	TMhelix|GT	TMhelix(20-39)|PLN02742(1-531)
tr|I1KWC6|I1KWC6_SOYBN	TMhelix|GT	TMhelix(43-65)|PLN02870(1-538)
tr|I1M3W5|I1M3W5_SOYBN	TMhelix|GT	TMhelix(20-37)|PLN02742(1-533)
tr|I1MT93|I1MT93_SOYBN	TMhelix|GT	TMhelix(16-38)|PLN02742(1-536)
tr|I1N4I2|I1N4I2_SOYBN	TMhelix|GT	TMhelix(44-66)|PLN02870(1-539)
tr|I1P8T8|I1P8T8_ORYGL	TMhelix|GT	TMhelix(74-96)|PLN02870(1-572)
tr|I1PC93|I1PC93_ORYGL	TMhelix|GT	TMhelix(26-45)|PLN02742(8-541)
tr|I1R3K0|I1R3K0_ORYGL	TMhelix|GT	TMhelix(21-43)|PLN02769(48-660)
tr|I1R924|I1R924_ORYGL	TMhelix|GT	TMhelix(57-79)|PLN02870(1-552)
tr|J3LPS2|J3LPS2_ORYBR	TMhelix|GT	TMhelix(25-44)|PLN02742(8-541)
tr|J3N5N4|J3N5N4_ORYBR	TMhelix|GT	TMhelix(25-47)|PLN02769(48-661)
tr|J3NAY3|J3NAY3_ORYBR	TMhelix|GT	TMhelix(25-47)|PLN02769(48-644)
tr|J3NEG6|J3NEG6_ORYBR	TMhelix|GT	TMhelix(13-35)|PLN02870(1-510)
tr|K3Y5R4|K3Y5R4_SETIT	TMhelix|GT	TMhelix(28-50)|PLN02769(15-666)
tr|K3Y5W0|K3Y5W0_SETIT	TMhelix|GT	TMhelix(99-121)|PLN02742(78-633)
tr|K3Z4J8|K3Z4J8_SETIT	TMhelix|GT	TMhelix(21-43)|PLN02769(18-626)
tr|K3Z597|K3Z597_SETIT	TMhelix|GT	TMhelix(38-60)|PLN02870(1-533)
tr|K3ZHM8|K3ZHM8_SETIT	TMhelix|GT	TMhelix(28-50)|PLN02769(15-666)
tr|K4A7U9|K4A7U9_SETIT	TMhelix|GT	TMhelix(59-81)|PLN02870(1-557)
tr|K4A828|K4A828_SETIT	TMhelix|GT	TMhelix(29-48)|PLN02742(13-546)
tr|K4B738|K4B738_SOLLC	TMhelix|GT	TMhelix(39-61)|PLN02870(1-533)
tr|K4BC18|K4BC18_SOLLC	TMhelix|GT	TMhelix(40-62)|PLN02870(1-534)
tr|K4BET4|K4BET4_SOLLC	TMhelix|GT	TMhelix(41-63)|PLN02870(1-536)
tr|K4BKY3|K4BKY3_SOLLC	TMhelix|GT	TMhelix(16-38)|PLN02742(1-536)
tr|K4BT40|K4BT40_SOLLC	TMhelix|GT	TMhelix(20-37)|PLN02742(1-534)
tr|K4D1Q7|K4D1Q7_SOLLC	TMhelix|GT	TMhelix(12-34)|PLN02769(210-694)
tr|K7KNE6|K7KNE6_SOYBN	TMhelix|GT	TMhelix(16-38)|PLN02742(1-536)
tr|K7LGC2|K7LGC2_SOYBN	TMhelix|GT	TMhelix(28-50)|PLN02769(16-637)
tr|K7LXL0|K7LXL0_SOYBN	TMhelix|GT	TMhelix(38-60)|PLN02870(1-533)
tr|K7MTY9|K7MTY9_SOYBN	TMhelix|GT	TMhelix(28-50)|PLN02769(16-626)
tr|K7MW71|K7MW71_SOYBN	TMhelix|GT	TMhelix(38-60)|PLN02870(1-540)
tr|M0S7P4|M0S7P4_MUSAM	TMhelix|GT	TMhelix(38-60)|PLN02870(1-533)
tr|M0SF07|M0SF07_MUSAM	TMhelix|GT	TMhelix(16-38)|PLN02742(1-482)
tr|M0SRE3|M0SRE3_MUSAM	TMhelix|GT	TMhelix(38-60)|PLN02870(1-533)
tr|M0SU23|M0SU23_MUSAM	TMhelix|GT	TMhelix(38-60)|PLN02870(1-502)
tr|M0SUU5|M0SUU5_MUSAM	TMhelix|GT	TMhelix(30-52)|PLN02870(1-491)
tr|M0TUB1|M0TUB1_MUSAM	TMhelix|GT	TMhelix(16-38)|PLN02742(1-513)
tr|M0U9Z8|M0U9Z8_MUSAM	TMhelix|GT	TMhelix(27-49)|PLN02769(15-534)
tr|M0ZM36|M0ZM36_SOLTU	TMhelix|GT	TMhelix(40-62)|PLN02870(1-534)
tr|M1CAG2|M1CAG2_SOLTU	TMhelix|GT	TMhelix(16-38)|PLN02742(1-536)
tr|M1CBE2|M1CBE2_SOLTU	TMhelix|GT	TMhelix(20-37)|PLN02742(1-534)
tr|M1CCS7|M1CCS7_SOLTU	TMhelix|GT	TMhelix(39-61)|PLN02870(1-533)
tr|M4C7A3|M4C7A3_BRARP	TMhelix|GT	TMhelix(21-43)|PLN02769(16-618)
tr|M4C9Z6|M4C9Z6_BRARP	TMhelix|GT	TMhelix(35-57)|PLN02870(1-530)
tr|M4CLK4|M4CLK4_BRARP	TMhelix|GT	TMhelix(16-38)|PLN02769(11-628)
tr|M4CQ12|M4CQ12_BRARP	TMhelix|GT	TMhelix(38-60)|PLN02870(1-533)
tr|M4CWU9|M4CWU9_BRARP	TMhelix|GT	TMhelix(29-51)|PLN02870(1-523)
tr|M4DFG6|M4DFG6_BRARP	TMhelix|GT	TMhelix(21-38)|PLN02742(3-538)
tr|M4DJ74|M4DJ74_BRARP	TMhelix|GT	TMhelix(12-34)|PLN02742(13-526)
tr|M4DKS9|M4DKS9_BRARP	TMhelix|GT	TMhelix(17-39)|PLN02769(12-610)
tr|M4E416|M4E416_BRARP	TMhelix|GT	TMhelix(41-63)|PLN02870(1-535)
tr|M4FDH8|M4FDH8_BRARP	TMhelix|GT	TMhelix(38-60)|PLN02870(1-533)
tr|M5WBI9|M5WBI9_PRUPE	TMhelix|GT	TMhelix(16-38)|PLN02742(1-534)
tr|M5XHB4|M5XHB4_PRUPE	TMhelix|GT	TMhelix(38-60)|PLN02870(1-533)
tr|M7YF97|M7YF97_TRIUA	TMhelix|GT	TMhelix(158-177)|PLN02742(141-690)
tr|M7YRJ8|M7YRJ8_TRIUA	TMhelix|GT	TMhelix(38-60)|PLN02870(1-533)
tr|Q10Q30|Q10Q30_ORYSJ	TMhelix|GT	TMhelix(74-96)|PLN02870(1-572)
tr|Q2QN55|Q2QN55_ORYSJ	TMhelix|GT	TMhelix(57-79)|PLN02870(1-552)
tr|Q2RB54|Q2RB54_ORYSJ	TMhelix|GT	TMhelix(20-42)|PLN02769(1-642)
tr|Q75IZ5|Q75IZ5_ORYSJ	TMhelix|GT	TMhelix(26-45)|PLN02742(8-541)
tr|S8CAA9|S8CAA9_9LAMI	TMhelix|GT	TMhelix(16-38)|PLN02742(1-525)
tr|S8E7C4|S8E7C4_9LAMI	TMhelix|GT	TMhelix(43-65)|PLN02870(4-538)
tr|S8EBX6|S8EBX6_9LAMI	TMhelix|GT	TMhelix(45-67)|PLN02870(1-543)
tr|U5DBK5|U5DBK5_AMBTC	TMhelix|GT	TMhelix(16-38)|PLN02742(1-535)
tr|V7AHA8|V7AHA8_PHAVU	TMhelix|GT	TMhelix(20-37)|PLN02742(1-534)
tr|V7AXJ9|V7AXJ9_PHAVU	TMhelix|GT	TMhelix(19-41)|PLN02742(1-533)
tr|V7B0Z9|V7B0Z9_PHAVU	TMhelix|GT	TMhelix(40-62)|PLN02870(1-535)
tr|V7B270|V7B270_PHAVU	TMhelix|GT	TMhelix(20-42)|PLN02769(1-699)
tr|V7BXW2|V7BXW2_PHAVU	TMhelix|GT	TMhelix(20-37)|PLN02742(1-533)
tr|V7BZH8|V7BZH8_PHAVU	TMhelix|GT	TMhelix(38-60)|PLN02870(1-534)
tr|V7CD63|V7CD63_PHAVU	TMhelix|GT	TMhelix(16-38)|PLN02742(1-536)
tr|W1NW99|W1NW99_AMBTC	TMhelix|GT	TMhelix(39-61)|PLN02870(1-533)
tr|W5EBY4|W5EBY4_WHEAT	TMhelix|GT	TMhelix(21-43)|PLN02742(6-538)
tr|W5F8R6|W5F8R6_WHEAT	TMhelix|GT	TMhelix(21-43)|PLN02769(1-642)
tr|W5G1A1|W5G1A1_WHEAT	TMhelix|GT	TMhelix(38-60)|PLN02870(1-533)
tr|A0A1J7HEC4|A0A1J7HEC4_LUPAN	Thioredoxin_like|DEP|DUF547|PLN02910	Thioredoxin_like(100-172)|DEP(212-290)|DUF547(367-494)|PLN02910(581-1106)
tr|J3MZH4|J3MZH4_ORYBR	Staygreen|TMhelix|PLN02910	Staygreen(121-248)|TMhelix(338-360)|PLN02910(401-1001)
tr|A0A2G3DE07|A0A2G3DE07_CAPCH	RVT_2|RNase_HI_RT_Ty1|PLN02910	RVT_2(126-291)|RNase_HI_RT_Ty1(340-459)|PLN02910(502-1138)
tr|A0A2G3D9B3|A0A2G3D9B3_CAPCH	RNase_HI_RT_Ty1|TMhelix|GT	RNase_HI_RT_Ty1(16-82)|TMhelix(187-209)|PLN02870(145-681)
tr|A0A0D3GL21|A0A0D3GL21_9ORYZ	Protein_Kinase|PLN02910	STKc_IRAK(99-378)|PLN02910(422-967)
tr|A0A0E0E6L4|A0A0E0E6L4_9ORYZ	Protein_Kinase|PLN02910	STKc_IRAK(99-378)|PLN02910(441-994)
tr|A0A0E0HVS8|A0A0E0HVS8_ORYNI	Protein_Kinase|PLN02910	STKc_IRAK(99-378)|PLN02910(422-982)
tr|A0A0E0Q2V6|A0A0E0Q2V6_ORYRU	Protein_Kinase|PLN02910	STKc_IRAK(99-378)|PLN02910(422-994)
tr|A0A2G2W9A4|A0A2G2W9A4_CAPBA	Protein_Kinase|PLN02910	STKc_IRAK(87-364)|PLN02910(439-1057)
tr|A0A2G3BWB0|A0A2G3BWB0_CAPCH	Protein_Kinase|PLN02910	STKc_IRAK(107-384)|PLN02910(434-1076)
tr|A0A2J6K190|A0A2J6K190_LACSA	Protein_Kinase|PLN02910	STKc_IRAK(93-368)|PLN02910(440-1062)
tr|B8B2L6|B8B2L6_ORYSI	Protein_Kinase|PLN02910	STKc_IRAK(99-378)|PLN02910(440-942)
tr|A0A0E0IMS1|A0A0E0IMS1_ORYNI	PLN02910|Protein_Kinase	PLN02910(36-305)|STKc_IRAK(529-799)
tr|A0A1Q3AX51|A0A1Q3AX51_CEPFO	PLN02910|PPR_2|PPR_2|PLN03218	PLN02910(2-598)|PPR_2(755-804)|PPR_2(790-839)|PLN03218(848-1339)
tr|A0A2H5P1A9|A0A2H5P1A9_CITUN	PLN02910|PLN03077|TMhelix|TMhelix|TMhelix|TMhelix|2A060601|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	PLN02910(45-665)|PLN03077(663-1318)|TMhelix(1585-1607)|TMhelix(1670-1692)|TMhelix(1937-1959)|TMhelix(1966-1988)|2A060601(1349-2620)|TMhelix(2003-2025)|TMhelix(2080-2102)|TMhelix(2150-2172)|TMhelix(2430-2452)|TMhelix(2457-2479)|TMhelix(2486-2508)|TMhelix(2555-2577)|TMhelix(2597-2619)
tr|A0A067FY10|A0A067FY10_CITSI	PLN02910|PLN03077	PLN02910(45-664)|PLN03077(675-1378)
tr|A0A0D3H9B1|A0A0D3H9B1_9ORYZ	PLN02910|PLN02910|Protein_Kinase	PLN02910(37-637)|PLN02910(772-1304)|STKc_IRAK(1423-1693)
sp|Q0WQD2|GAUT3_ARATH	PLN02910	PLN02910(36-680)
sp|Q9ZPZ1|GAUT2_ARATH	PLN02910	PLN02910(31-528)
tr|A0A061E2L0|A0A061E2L0_THECC	PLN02910	PLN02910(6-666)
tr|A0A067L0P4|A0A067L0P4_JATCU	PLN02910	PLN02910(38-669)
tr|A0A072TP90|A0A072TP90_MEDTR	PLN02910	PLN02910(40-597)
tr|A0A0D3GKR9|A0A0D3GKR9_9ORYZ	PLN02910	PLN02910(28-587)
tr|A0A0E0AEA2|A0A0E0AEA2_9ORYZ	PLN02910	PLN02910(28-588)
tr|A0A0E0AEN1|A0A0E0AEN1_9ORYZ	PLN02910	PLN02910(34-645)
tr|A0A0E0E6A4|A0A0E0E6A4_9ORYZ	PLN02910	PLN02910(28-588)
tr|A0A0E0HVB2|A0A0E0HVB2_ORYNI	PLN02910	PLN02910(28-588)
tr|A0A0E0LFW0|A0A0E0LFW0_ORYPU	PLN02910	PLN02910(1-460)
tr|A0A0E0M6X4|A0A0E0M6X4_ORYPU	PLN02910	PLN02910(56-681)
tr|A0A0E0Q2K5|A0A0E0Q2K5_ORYRU	PLN02910	PLN02910(28-588)
tr|A0A0E0QY50|A0A0E0QY50_ORYRU	PLN02910	PLN02910(1-503)
tr|A0A0P0X171|A0A0P0X171_ORYSJ	PLN02910	PLN02910(1-503)
tr|A0A0P0XTD9|A0A0P0XTD9_ORYSJ	PLN02910	PLN02910(1-416)
tr|A0A103XCP3|A0A103XCP3_CYNCS	PLN02910	PLN02910(71-676)
tr|A0A103XSG6|A0A103XSG6_CYNCS	PLN02910	PLN02910(54-658)
tr|A0A151RPM2|A0A151RPM2_CAJCA	PLN02910	PLN02910(11-571)
tr|A0A151TB25|A0A151TB25_CAJCA	PLN02910	PLN02910(2-596)
tr|A0A151UCA0|A0A151UCA0_CAJCA	PLN02910	PLN02910(40-634)
tr|A0A166DMS8|A0A166DMS8_DAUCA	PLN02910	PLN02910(19-641)
tr|A0A176WKJ6|A0A176WKJ6_MARPO	PLN02910	PLN02910(70-679)
tr|A0A199UE66|A0A199UE66_ANACO	PLN02910	PLN02910(2-370)
tr|A0A199UKD6|A0A199UKD6_ANACO	PLN02910	PLN02910(38-521)
tr|A0A199VGU1|A0A199VGU1_ANACO	PLN02910	PLN02910(17-556)
tr|A0A199W3Z9|A0A199W3Z9_ANACO	PLN02910	PLN02910(3-520)
tr|A0A1D5X801|A0A1D5X801_WHEAT	PLN02910	PLN02910(61-585)
tr|A0A1D5XV13|A0A1D5XV13_WHEAT	PLN02910	PLN02910(63-628)
tr|A0A1D6BJU3|A0A1D6BJU3_WHEAT	PLN02910	PLN02910(67-688)
tr|A0A1D6C2T8|A0A1D6C2T8_WHEAT	PLN02910	PLN02910(68-689)
tr|A0A1D6GK94|A0A1D6GK94_MAIZE	PLN02910	PLN02910(184-699)
tr|A0A1D6GWS4|A0A1D6GWS4_MAIZE	PLN02910	PLN02910(90-688)
tr|A0A1D6SEV5|A0A1D6SEV5_WHEAT	PLN02910	PLN02910(56-686)
tr|A0A1E5VRU0|A0A1E5VRU0_9POAL	PLN02910	PLN02910(3-590)
tr|A0A1J7H3M3|A0A1J7H3M3_LUPAN	PLN02910	PLN02910(12-602)
tr|A0A1J7HNR8|A0A1J7HNR8_LUPAN	PLN02910	PLN02910(1-450)
tr|A0A1R3JW88|A0A1R3JW88_COCAP	PLN02910	PLN02910(1-616)
tr|A0A1S2XRY5|A0A1S2XRY5_CICAR	PLN02910	PLN02910(72-664)
tr|A0A1S2YAM8|A0A1S2YAM8_CICAR	PLN02910	PLN02910(53-665)
tr|A0A1S2YW74|A0A1S2YW74_CICAR	PLN02910	PLN02910(78-669)
tr|A0A1S3T942|A0A1S3T942_VIGRR	PLN02910	PLN02910(142-664)
tr|A0A1S3U551|A0A1S3U551_VIGRR	PLN02910	PLN02910(66-679)
tr|A0A1S3VY07|A0A1S3VY07_VIGRR	PLN02910	PLN02910(151-676)
tr|A0A1S3YID8|A0A1S3YID8_TOBAC	PLN02910	PLN02910(43-679)
tr|A0A1S4BWS6|A0A1S4BWS6_TOBAC	PLN02910	PLN02910(43-679)
tr|A0A1U7VJD3|A0A1U7VJD3_NICSY	PLN02910	PLN02910(43-679)
tr|A0A1U8LQ83|A0A1U8LQ83_GOSHI	PLN02910	PLN02910(1-457)
tr|A0A1U8M8H9|A0A1U8M8H9_GOSHI	PLN02910	PLN02910(43-683)
tr|A0A1Z5S5H0|A0A1Z5S5H0_SORBI	PLN02910	PLN02910(71-588)
tr|A0A200PQW2|A0A200PQW2_9MAGN	PLN02910	PLN02910(109-754)
tr|A0A251MZJ1|A0A251MZJ1_PRUPE	PLN02910	PLN02910(101-702)
tr|A0A251SP19|A0A251SP19_HELAN	PLN02910	PLN02910(89-682)
tr|A0A251SPM6|A0A251SPM6_HELAN	PLN02910	PLN02910(14-527)
tr|A0A251SY60|A0A251SY60_HELAN	PLN02910	PLN02910(52-563)
tr|A0A251VC65|A0A251VC65_HELAN	PLN02910	PLN02910(20-613)
tr|A0A287MZZ7|A0A287MZZ7_HORVV	PLN02910	PLN02910(106-619)
tr|A0A287S0I5|A0A287S0I5_HORVV	PLN02910	PLN02910(167-744)
tr|A0A2G2XVL2|A0A2G2XVL2_CAPAN	PLN02910	PLN02910(5-645)
tr|A0A2G3AGQ6|A0A2G3AGQ6_CAPAN	PLN02910	PLN02910(41-566)
tr|A0A2G3BDI1|A0A2G3BDI1_CAPCH	PLN02910	PLN02910(24-449)
tr|A0A2G9HB86|A0A2G9HB86_9LAMI	PLN02910	PLN02910(1-680)
tr|A0A2H3XBP2|A0A2H3XBP2_PHODC	PLN02910	PLN02910(55-686)
tr|A0A2H3Z6F7|A0A2H3Z6F7_PHODC	PLN02910	PLN02910(30-544)
tr|A0A2H3Z6G4|A0A2H3Z6G4_PHODC	PLN02910	PLN02910(72-670)
tr|A0A2H9ZSD1|A0A2H9ZSD1_9ASPA	PLN02910	PLN02910(108-718)
tr|A0A2I0AX11|A0A2I0AX11_9ASPA	PLN02910	PLN02910(27-551)
tr|A0A2I0AYW0|A0A2I0AYW0_9ASPA	PLN02910	PLN02910(138-638)
tr|A0A2I4GCH0|A0A2I4GCH0_9ROSI	PLN02910	PLN02910(46-685)
tr|A0A2J6LG94|A0A2J6LG94_LACSA	PLN02910	PLN02910(83-677)
tr|A0A2K2AXM6|A0A2K2AXM6_POPTR	PLN02910	PLN02910(12-682)
tr|A0A2K3NZY6|A0A2K3NZY6_TRIPR	PLN02910	PLN02910(51-666)
tr|A0A2K3PGT7|A0A2K3PGT7_TRIPR	PLN02910	PLN02910(11-615)
tr|A0A2P4HVN7|A0A2P4HVN7_QUESU	PLN02910	PLN02910(1-527)
tr|A0A2P4LV00|A0A2P4LV00_QUESU	PLN02910	PLN02910(62-656)
tr|A0A2P5B8E4|A0A2P5B8E4_PARAD	PLN02910	PLN02910(2-596)
tr|A0A2P5EWK2|A0A2P5EWK2_9ROSA	PLN02910	PLN02910(2-596)
tr|A0A2P5SFW7|A0A2P5SFW7_GOSBA	PLN02910	PLN02910(67-688)
tr|A0A2P6PTC4|A0A2P6PTC4_ROSCH	PLN02910	PLN02910(70-699)
tr|A0A2R6QI04|A0A2R6QI04_ACTCH	PLN02910	PLN02910(11-690)
tr|A0A2R6R721|A0A2R6R721_ACTCH	PLN02910	PLN02910(71-690)
tr|A0A2R6R9G2|A0A2R6R9G2_ACTCH	PLN02910	PLN02910(1-454)
tr|A2Z6E3|A2Z6E3_ORYSI	PLN02910	PLN02910(75-676)
tr|B4F8V6|B4F8V6_MAIZE	PLN02910	PLN02910(72-588)
tr|B8B2H2|B8B2H2_ORYSI	PLN02910	PLN02910(28-588)
tr|B9T6M7|B9T6M7_RICCO	PLN02910	PLN02910(1-642)
tr|D7LEI9|D7LEI9_ARALL	PLN02910	PLN02910(28-532)
tr|D7MEX7|D7MEX7_ARALL	PLN02910	PLN02910(1-680)
tr|D8QW91|D8QW91_SELML	PLN02910	PLN02910(13-532)
tr|D8REL9|D8REL9_SELML	PLN02910	PLN02910(9-524)
tr|D8RI59|D8RI59_SELML	PLN02910	PLN02910(9-524)
tr|D8SAM0|D8SAM0_SELML	PLN02910	PLN02910(13-532)
tr|F6I0S4|F6I0S4_VITVI	PLN02910	PLN02910(1-635)
tr|G7JBP7|G7JBP7_MEDTR	PLN02910	PLN02910(50-663)
tr|I1GPG9|I1GPG9_BRADI	PLN02910	PLN02910(69-589)
tr|I1GV71|I1GV71_BRADI	PLN02910	PLN02910(65-714)
tr|I1L6S2|I1L6S2_SOYBN	PLN02910	PLN02910(71-664)
tr|I1Q5G4|I1Q5G4_ORYGL	PLN02910	PLN02910(28-600)
tr|J3MHK5|J3MHK5_ORYBR	PLN02910	PLN02910(60-584)
tr|J3MHT7|J3MHT7_ORYBR	PLN02910	PLN02910(10-612)
tr|K4A7H1|K4A7H1_SETIT	PLN02910	PLN02910(28-589)
tr|K4AZD8|K4AZD8_SOLLC	PLN02910	PLN02910(36-540)
tr|K4B482|K4B482_SOLLC	PLN02910	PLN02910(41-677)
tr|K4CYN8|K4CYN8_SOLLC	PLN02910	PLN02910(1-456)
tr|K7KCB5|K7KCB5_SOYBN	PLN02910	PLN02910(96-666)
tr|K7KNQ7|K7KNQ7_SOYBN	PLN02910	PLN02910(54-662)
tr|K7L0E0|K7L0E0_SOYBN	PLN02910	PLN02910(95-665)
tr|K7MU28|K7MU28_SOYBN	PLN02910	PLN02910(71-664)
tr|M0RQ60|M0RQ60_MUSAM	PLN02910	PLN02910(2-594)
tr|M0U336|M0U336_MUSAM	PLN02910	PLN02910(39-628)
tr|M0U747|M0U747_MUSAM	PLN02910	PLN02910(18-585)
tr|M1B698|M1B698_SOLTU	PLN02910	PLN02910(44-680)
tr|M4EXM3|M4EXM3_BRARP	PLN02910	PLN02910(43-661)
tr|M7YS95|M7YS95_TRIUA	PLN02910	PLN02910(1-507)
tr|M7Z2N0|M7Z2N0_TRIUA	PLN02910	PLN02910(73-635)
tr|M7ZI62|M7ZI62_TRIUA	PLN02910	PLN02910(12-587)
tr|Q0J045|Q0J045_ORYSJ	PLN02910	PLN02910(4-462)
tr|S8CEM0|S8CEM0_9LAMI	PLN02910	PLN02910(2-606)
tr|S8DTA4|S8DTA4_9LAMI	PLN02910	PLN02910(89-610)
tr|V7AQP2|V7AQP2_PHAVU	PLN02910	PLN02910(29-671)
tr|V7AXF7|V7AXF7_PHAVU	PLN02910	PLN02910(39-650)
tr|V7B229|V7B229_PHAVU	PLN02910	PLN02910(73-665)
tr|W1NKH1|W1NKH1_AMBTC	PLN02910	PLN02910(76-684)
tr|W1PC06|W1PC06_AMBTC	PLN02910	PLN02910(1-399)
tr|W5EQY3|W5EQY3_WHEAT	PLN02910	PLN02910(63-585)
tr|A0A1E5VTE3|A0A1E5VTE3_9POAL	PLN02867|CIA30	PLN02867(48-512)|CIA30(557-742)
tr|A0A0D3ETK3|A0A0D3ETK3_9ORYZ	PLN02867	PLN02867(1-549)
tr|A0A0D9YEF6|A0A0D9YEF6_9ORYZ	PLN02867	PLN02867(1-521)
tr|A0A0E0FSK5|A0A0E0FSK5_ORYNI	PLN02867	PLN02867(1-549)
tr|A0A0E0JNH3|A0A0E0JNH3_ORYPU	PLN02867	PLN02867(1-520)
tr|A0A0E0N1Y3|A0A0E0N1Y3_ORYRU	PLN02867	PLN02867(1-521)
tr|A0A0R0L326|A0A0R0L326_SOYBN	PLN02867	PLN02867(1-457)
tr|A0A164W5Z1|A0A164W5Z1_DAUCA	PLN02867	PLN02867(5-452)
tr|A0A1D5V9L6|A0A1D5V9L6_WHEAT	PLN02867	PLN02867(1-524)
tr|A0A1D6NDF8|A0A1D6NDF8_MAIZE	PLN02867	PLN02867(62-546)
tr|A0A1R3GS13|A0A1R3GS13_9ROSI	PLN02867	PLN02867(1-363)
tr|A0A2G9G677|A0A2G9G677_9LAMI	PLN02867	PLN02867(1-407)
tr|A0A2G9HV02|A0A2G9HV02_9LAMI	PLN02867	PLN02867(1-399)
