tr|A0A1B0EX43|A0A1B0EX43_PHLPP	WD40|GT-A|Clathrin|RING_Ubox	WD40(40-241)|Galactosyl_T(511-693)|Clathrin(913-1043)|RING_Ubox(1127-1180)
sp|Q9LM60|B3GT5_ARATH	GT	PLN03193(5-393)
sp|Q9MAP8|B3GT6_ARATH	GT	PLN03193(7-399)
tr|A0A059LDS0|A0A059LDS0_9CHLO	GT	PLN03193(15-255)
tr|A0A059LIT4|A0A059LIT4_9CHLO	GT	PLN03193(3-288)
tr|A0A061EA29|A0A061EA29_THECC	GT	PLN03193(1-389)
tr|A0A061F615|A0A061F615_THECC	GT	PLN03193(1-406)
tr|A0A061F7C1|A0A061F7C1_THECC	GT	PLN03193(88-336)
tr|A0A061FJ43|A0A061FJ43_THECC	GT	PLN03193(17-410)
tr|A0A061GQK5|A0A061GQK5_THECC	GT	PLN03193(16-333)
tr|A0A067D181|A0A067D181_CITSI	GT	PLN03193(1-234)
tr|A0A067F9F3|A0A067F9F3_CITSI	GT	PLN03193(1-407)
tr|A0A067GB13|A0A067GB13_CITSI	GT	PLN03193(2-314)
tr|A0A067GLW8|A0A067GLW8_CITSI	GT	PLN03193(3-264)
tr|A0A067JFR6|A0A067JFR6_JATCU	GT	PLN03193(1-303)
tr|A0A067JMN8|A0A067JMN8_JATCU	GT	PLN03193(4-403)
tr|A0A067KKF9|A0A067KKF9_JATCU	GT	PLN03193(9-398)
tr|A0A067KMP8|A0A067KMP8_JATCU	GT	PLN03193(16-334)
tr|A0A067KSM4|A0A067KSM4_JATCU	GT	PLN03193(1-404)
tr|A0A072VEH9|A0A072VEH9_MEDTR	GT	PLN03193(22-336)
tr|A0A0D3F135|A0A0D3F135_9ORYZ	GT	PLN03193(1-403)
tr|A0A0D3F6K5|A0A0D3F6K5_9ORYZ	GT	PLN03193(1-398)
tr|A0A0D3FKP3|A0A0D3FKP3_9ORYZ	GT	PLN03193(16-355)
tr|A0A0D3GD13|A0A0D3GD13_9ORYZ	GT	PLN03193(4-255)
tr|A0A0D3H7L1|A0A0D3H7L1_9ORYZ	GT	PLN03193(17-393)
tr|A0A0D9YMP5|A0A0D9YMP5_9ORYZ	GT	PLN03193(1-401)
tr|A0A0D9YTU9|A0A0D9YTU9_9ORYZ	GT	PLN03193(1-398)
tr|A0A0D9Z9U9|A0A0D9Z9U9_9ORYZ	GT	PLN03193(16-355)
tr|A0A0E0A5B5|A0A0E0A5B5_9ORYZ	GT	PLN03193(99-362)
tr|A0A0E0B3R7|A0A0E0B3R7_9ORYZ	GT	PLN03193(17-393)
tr|A0A0E0CB15|A0A0E0CB15_9ORYZ	GT	PLN03193(1-319)
tr|A0A0E0CG28|A0A0E0CG28_9ORYZ	GT	PLN03193(1-400)
tr|A0A0E0DKS0|A0A0E0DKS0_9ORYZ	GT	PLN03193(3-397)
tr|A0A0E0DX79|A0A0E0DX79_9ORYZ	GT	PLN03193(98-362)
tr|A0A0E0E5C6|A0A0E0E5C6_9ORYZ	GT	PLN03193(1-370)
tr|A0A0E0EH57|A0A0E0EH57_9ORYZ	GT	PLN03193(46-390)
tr|A0A0E0ESV2|A0A0E0ESV2_9ORYZ	GT	PLN03193(17-393)
tr|A0A0E0G8H4|A0A0E0G8H4_ORYNI	GT	PLN03193(1-398)
tr|A0A0E0H2K4|A0A0E0H2K4_ORYNI	GT	PLN03193(16-394)
tr|A0A0E0HL44|A0A0E0HL44_ORYNI	GT	PLN03193(99-362)
tr|A0A0E0HUK9|A0A0E0HUK9_ORYNI	GT	PLN03193(1-395)
tr|A0A0E0IKU5|A0A0E0IKU5_ORYNI	GT	PLN03193(17-393)
tr|A0A0E0JRR0|A0A0E0JRR0_ORYPU	GT	PLN03193(56-458)
tr|A0A0E0JVW8|A0A0E0JVW8_ORYPU	GT	PLN03193(1-412)
tr|A0A0E0K1D1|A0A0E0K1D1_ORYPU	GT	PLN03193(113-509)
tr|A0A0E0LEP8|A0A0E0LEP8_ORYPU	GT	PLN03193(1-395)
tr|A0A0E0M1X5|A0A0E0M1X5_ORYPU	GT	PLN03193(1-393)
tr|A0A0E0N5R9|A0A0E0N5R9_ORYRU	GT	PLN03193(32-405)
tr|A0A0E0NA99|A0A0E0NA99_ORYRU	GT	PLN03193(1-403)
tr|A0A0E0NGK6|A0A0E0NGK6_ORYRU	GT	PLN03193(2-379)
tr|A0A0E0NXH5|A0A0E0NXH5_ORYRU	GT	PLN03193(16-355)
tr|A0A0E0PTR6|A0A0E0PTR6_ORYRU	GT	PLN03193(99-362)
tr|A0A0E0Q1N5|A0A0E0Q1N5_ORYRU	GT	PLN03193(1-395)
tr|A0A0E0QS86|A0A0E0QS86_ORYRU	GT	PLN03193(17-393)
tr|A0A0P0VKK2|A0A0P0VKK2_ORYSJ	GT	PLN03193(28-387)
tr|A0A0P0WMP1|A0A0P0WMP1_ORYSJ	GT	PLN03193(30-410)
tr|A0A0R0FGB5|A0A0R0FGB5_SOYBN	GT	PLN03193(14-308)
tr|A0A103YCR6|A0A103YCR6_CYNCS	GT	PLN03193(2-443)
tr|A0A118JVH2|A0A118JVH2_CYNCS	GT	PLN03193(81-306)
tr|A0A151RLC6|A0A151RLC6_CAJCA	GT	PLN03193(14-332)
tr|A0A151SU19|A0A151SU19_CAJCA	GT	PLN03193(1-397)
tr|A0A151TP28|A0A151TP28_CAJCA	GT	PLN03193(9-377)
tr|A0A162A694|A0A162A694_DAUCA	GT	PLN03193(1-369)
tr|A0A164VAY7|A0A164VAY7_DAUCA	GT	PLN03193(1-363)
tr|A0A165X1N1|A0A165X1N1_DAUCA	GT	PLN03193(1-367)
tr|A0A165Z761|A0A165Z761_DAUCA	GT	PLN03193(1-373)
tr|A0A166GFA1|A0A166GFA1_DAUCA	GT	PLN03193(26-310)
tr|A0A194YH88|A0A194YH88_SORBI	GT	PLN03193(93-346)
tr|A0A199VLJ6|A0A199VLJ6_ANACO	GT	PLN03193(101-338)
tr|A0A199VXW2|A0A199VXW2_ANACO	GT	PLN03193(1-440)
tr|A0A199W6Y4|A0A199W6Y4_ANACO	GT	PLN03193(2-391)
tr|A0A1B6QCV0|A0A1B6QCV0_SORBI	GT	PLN03193(6-394)
tr|A0A1D5RY58|A0A1D5RY58_WHEAT	GT	PLN03193(21-395)
tr|A0A1D5S8E7|A0A1D5S8E7_WHEAT	GT	PLN03193(21-395)
tr|A0A1D5T029|A0A1D5T029_WHEAT	GT	PLN03193(21-395)
tr|A0A1D5VDJ6|A0A1D5VDJ6_WHEAT	GT	PLN03193(13-424)
tr|A0A1D5WAR6|A0A1D5WAR6_WHEAT	GT	PLN03193(27-402)
tr|A0A1D5WE26|A0A1D5WE26_WHEAT	GT	PLN03193(27-351)
tr|A0A1D5YGC0|A0A1D5YGC0_WHEAT	GT	PLN03193(1-426)
tr|A0A1D5ZKV8|A0A1D5ZKV8_WHEAT	GT	PLN03193(1-395)
tr|A0A1D6AKV4|A0A1D6AKV4_WHEAT	GT	PLN03193(2-394)
tr|A0A1D6B9T3|A0A1D6B9T3_WHEAT	GT	PLN03193(2-394)
tr|A0A1D6BIL3|A0A1D6BIL3_WHEAT	GT	PLN03193(23-380)
tr|A0A1D6BZK2|A0A1D6BZK2_WHEAT	GT	PLN03193(154-340)
tr|A0A1D6C0M7|A0A1D6C0M7_WHEAT	GT	PLN03193(94-347)
tr|A0A1D6CHK8|A0A1D6CHK8_WHEAT	GT	PLN03193(94-347)
tr|A0A1D6G7M2|A0A1D6G7M2_MAIZE	GT	PLN03193(26-421)
tr|A0A1D6I5P8|A0A1D6I5P8_MAIZE	GT	PLN03193(6-414)
tr|A0A1D6LEC8|A0A1D6LEC8_MAIZE	GT	PLN03193(25-435)
tr|A0A1D6LLB5|A0A1D6LLB5_MAIZE	GT	PLN03193(93-345)
tr|A0A1D6SDD0|A0A1D6SDD0_WHEAT	GT	PLN03193(46-400)
tr|A0A1E5VAP1|A0A1E5VAP1_9POAL	GT	PLN03193(3-397)
tr|A0A1E5VQQ6|A0A1E5VQQ6_9POAL	GT	PLN03193(25-385)
tr|A0A1E5VZA0|A0A1E5VZA0_9POAL	GT	PLN03193(6-390)
tr|A0A1I8CSJ6|A0A1I8CSJ6_9BILA	GT	PLN03133(47-289)
tr|A0A1J6JN78|A0A1J6JN78_NICAT	GT	PLN03193(5-398)
tr|A0A1J6K7D1|A0A1J6K7D1_NICAT	GT	PLN03193(10-249)
tr|A0A1J7GC80|A0A1J7GC80_LUPAN	GT	PLN03193(98-333)
tr|A0A1J7GRM4|A0A1J7GRM4_LUPAN	GT	PLN03193(17-334)
tr|A0A1J7HFR8|A0A1J7HFR8_LUPAN	GT	PLN03193(74-324)
tr|A0A1Q3AXR3|A0A1Q3AXR3_CEPFO	GT	PLN03193(9-335)
tr|A0A1Q3B8F5|A0A1Q3B8F5_CEPFO	GT	PLN03193(68-332)
tr|A0A1Q3BYF0|A0A1Q3BYF0_CEPFO	GT	PLN03193(1-406)
tr|A0A1R3GUA7|A0A1R3GUA7_COCAP	GT	PLN03193(16-333)
tr|A0A1R3HPQ6|A0A1R3HPQ6_9ROSI	GT	PLN03193(1-303)
tr|A0A1R3IQL3|A0A1R3IQL3_9ROSI	GT	PLN03193(2-397)
tr|A0A1R3J7G6|A0A1R3J7G6_9ROSI	GT	PLN03193(16-352)
tr|A0A1R3KBI9|A0A1R3KBI9_9ROSI	GT	PLN03193(1-404)
tr|A0A1R3KKN9|A0A1R3KKN9_COCAP	GT	PLN03193(1-318)
tr|A0A1S2Y4N2|A0A1S2Y4N2_CICAR	GT	PLN03193(16-334)
tr|A0A1S2YL95|A0A1S2YL95_CICAR	GT	PLN03193(7-387)
tr|A0A1S3AUM7|A0A1S3AUM7_CUCME	GT	PLN03193(41-405)
tr|A0A1S3BCH8|A0A1S3BCH8_CUCME	GT	PLN03193(9-393)
tr|A0A1S3BCY2|A0A1S3BCY2_CUCME	GT	PLN03193(14-336)
tr|A0A1S3CAF0|A0A1S3CAF0_CUCME	GT	PLN03193(9-375)
tr|A0A1S3TIP1|A0A1S3TIP1_VIGRR	GT	PLN03193(7-392)
tr|A0A1S3UGQ6|A0A1S3UGQ6_VIGRR	GT	PLN03193(9-332)
tr|A0A1S3UHI0|A0A1S3UHI0_VIGRR	GT	PLN03193(1-381)
tr|A0A1S3YTX5|A0A1S3YTX5_TOBAC	GT	PLN03193(18-409)
tr|A0A1S3Z9X9|A0A1S3Z9X9_TOBAC	GT	PLN03193(53-443)
tr|A0A1S3ZBK4|A0A1S3ZBK4_TOBAC	GT	PLN03193(21-239)
tr|A0A1S3ZR54|A0A1S3ZR54_TOBAC	GT	PLN03193(5-394)
tr|A0A1S4C876|A0A1S4C876_TOBAC	GT	PLN03193(53-315)
tr|A0A1S4DBD0|A0A1S4DBD0_TOBAC	GT	PLN03193(5-398)
tr|A0A1S4DH25|A0A1S4DH25_TOBAC	GT	PLN03193(55-450)
tr|A0A1S4DIQ6|A0A1S4DIQ6_TOBAC	GT	PLN03193(5-398)
tr|A0A1S4DT68|A0A1S4DT68_CUCME	GT	PLN03193(1-369)
tr|A0A1U7V5W6|A0A1U7V5W6_NICSY	GT	PLN03193(52-447)
tr|A0A1U7WGA7|A0A1U7WGA7_NICSY	GT	PLN03193(5-397)
tr|A0A1U7WQL5|A0A1U7WQL5_NICSY	GT	PLN03193(5-398)
tr|A0A1U7ZC34|A0A1U7ZC34_NELNU	GT	PLN03193(23-339)
tr|A0A1U8EHQ9|A0A1U8EHQ9_CAPAN	GT	PLN03193(3-396)
tr|A0A1U8EVS5|A0A1U8EVS5_CAPAN	GT	PLN03193(65-344)
tr|A0A1U8FM18|A0A1U8FM18_CAPAN	GT	PLN03193(5-409)
tr|A0A1U8GA76|A0A1U8GA76_CAPAN	GT	PLN03193(10-409)
tr|A0A1U8HXW6|A0A1U8HXW6_GOSHI	GT	PLN03193(4-399)
tr|A0A1U8J4U8|A0A1U8J4U8_GOSHI	GT	PLN03193(87-335)
tr|A0A1U8JHS2|A0A1U8JHS2_GOSHI	GT	PLN03193(1-440)
tr|A0A1U8JQC9|A0A1U8JQC9_GOSHI	GT	PLN03193(5-391)
tr|A0A1U8KKG1|A0A1U8KKG1_GOSHI	GT	PLN03193(1-405)
tr|A0A1U8KKT8|A0A1U8KKT8_GOSHI	GT	PLN03193(1-406)
tr|A0A1U8KL97|A0A1U8KL97_GOSHI	GT	PLN03193(84-338)
tr|A0A1U8KML5|A0A1U8KML5_GOSHI	GT	PLN03193(84-338)
tr|A0A1U8KU71|A0A1U8KU71_GOSHI	GT	PLN03193(1-405)
tr|A0A1U8L0H6|A0A1U8L0H6_GOSHI	GT	PLN03193(1-406)
tr|A0A1U8L2Y0|A0A1U8L2Y0_GOSHI	GT	PLN03193(2-378)
tr|A0A1U8LRK0|A0A1U8LRK0_GOSHI	GT	PLN03193(17-343)
tr|A0A1U8LUZ7|A0A1U8LUZ7_GOSHI	GT	PLN03193(13-399)
tr|A0A1U8M0M1|A0A1U8M0M1_GOSHI	GT	PLN03193(1-403)
tr|A0A1U8MQ59|A0A1U8MQ59_GOSHI	GT	PLN03193(16-347)
tr|A0A1U8N3Q4|A0A1U8N3Q4_GOSHI	GT	PLN03193(1-403)
tr|A0A1U8NIV5|A0A1U8NIV5_GOSHI	GT	PLN03193(16-334)
tr|A0A1U8PE63|A0A1U8PE63_GOSHI	GT	PLN03193(1-399)
tr|A0A1U8PUX1|A0A1U8PUX1_GOSHI	GT	PLN03193(4-334)
tr|A0A1U8Q3U6|A0A1U8Q3U6_NELNU	GT	PLN03193(1-294)
tr|A0A1W0W0V3|A0A1W0W0V3_SORBI	GT	PLN03193(16-443)
tr|A0A1X7YEW3|A0A1X7YEW3_MAIZE	GT	PLN03193(2-422)
tr|A0A1Z5RN66|A0A1Z5RN66_SORBI	GT	PLN03193(2-396)
tr|A0A200Q2K4|A0A200Q2K4_9MAGN	GT	PLN03193(17-407)
tr|A0A212EUF8|A0A212EUF8_DANPL	GT	PLN03133(45-274)
tr|A0A218WM81|A0A218WM81_PUNGR	GT	PLN03193(13-390)
tr|A0A218X584|A0A218X584_PUNGR	GT	PLN03193(1-361)
tr|A0A218X994|A0A218X994_PUNGR	GT	PLN03193(1-401)
tr|A0A218XUI8|A0A218XUI8_PUNGR	GT	PLN03193(9-384)
tr|A0A251T594|A0A251T594_HELAN	GT	PLN03193(6-282)
tr|A0A251TBB0|A0A251TBB0_HELAN	GT	PLN03193(1-406)
tr|A0A251VA47|A0A251VA47_HELAN	GT	PLN03193(9-390)
tr|A0A251VBH3|A0A251VBH3_HELAN	GT	PLN03193(20-260)
tr|A0A251VE39|A0A251VE39_HELAN	GT	PLN03193(2-388)
tr|A0A287G004|A0A287G004_HORVV	GT	PLN03193(21-395)
tr|A0A287RLP4|A0A287RLP4_HORVV	GT	PLN03193(90-485)
tr|A0A287U629|A0A287U629_HORVV	GT	PLN03193(87-469)
tr|A0A2G2V1N4|A0A2G2V1N4_CAPBA	GT	PLN03193(10-409)
tr|A0A2G2VJA9|A0A2G2VJA9_CAPBA	GT	PLN03193(140-505)
tr|A0A2G2VMW0|A0A2G2VMW0_CAPBA	GT	PLN03193(65-344)
tr|A0A2G2X598|A0A2G2X598_CAPBA	GT	PLN03193(42-219)
tr|A0A2G2XN19|A0A2G2XN19_CAPBA	GT	PLN03193(5-394)
tr|A0A2G2XUS3|A0A2G2XUS3_CAPAN	GT	PLN03193(1-324)
tr|A0A2G2YAM5|A0A2G2YAM5_CAPAN	GT	PLN03193(10-396)
tr|A0A2G2ZY76|A0A2G2ZY76_CAPAN	GT	PLN03193(1-308)
tr|A0A2G3B4X2|A0A2G3B4X2_CAPCH	GT	PLN03193(10-396)
tr|A0A2G3B971|A0A2G3B971_CAPCH	GT	PLN03193(65-344)
tr|A0A2G3B9M2|A0A2G3B9M2_CAPCH	GT	PLN03193(3-396)
tr|A0A2G3C2Y7|A0A2G3C2Y7_CAPCH	GT	PLN03193(5-409)
tr|A0A2G3CU92|A0A2G3CU92_CAPCH	GT	PLN03193(1-283)
tr|A0A2G3DAE4|A0A2G3DAE4_CAPCH	GT	PLN03193(10-409)
tr|A0A2G3DEB3|A0A2G3DEB3_CAPCH	GT	PLN03193(5-394)
tr|A0A2G9GA52|A0A2G9GA52_9LAMI	GT	PLN03193(6-411)
tr|A0A2G9HIN9|A0A2G9HIN9_9LAMI	GT	PLN03193(6-411)
tr|A0A2G9I2N7|A0A2G9I2N7_9LAMI	GT	PLN03193(29-279)
tr|A0A2H3X489|A0A2H3X489_PHODC	GT	PLN03193(14-234)
tr|A0A2H3ZIK4|A0A2H3ZIK4_PHODC	GT	PLN03193(1-304)
tr|A0A2H5N407|A0A2H5N407_CITUN	GT	PLN03193(1-235)
tr|A0A2H5NND0|A0A2H5NND0_CITUN	GT	PLN03193(41-411)
tr|A0A2H5P242|A0A2H5P242_CITUN	GT	PLN03193(1-407)
tr|A0A2I0A0S8|A0A2I0A0S8_9ASPA	GT	PLN03193(1-399)
tr|A0A2I4ELU5|A0A2I4ELU5_9ROSI	GT	PLN03193(1-397)
tr|A0A2I4ES32|A0A2I4ES32_9ROSI	GT	PLN03193(16-334)
tr|A0A2I4EXZ9|A0A2I4EXZ9_9ROSI	GT	PLN03193(11-403)
tr|A0A2I4EYE6|A0A2I4EYE6_9ROSI	GT	PLN03193(1-403)
tr|A0A2I4FR96|A0A2I4FR96_9ROSI	GT	PLN03193(6-392)
tr|A0A2I4FX81|A0A2I4FX81_9ROSI	GT	PLN03193(16-334)
tr|A0A2I4GX34|A0A2I4GX34_9ROSI	GT	PLN03193(1-407)
tr|A0A2I4HWN8|A0A2I4HWN8_9ROSI	GT	PLN03193(1-407)
tr|A0A2J6KPV2|A0A2J6KPV2_LACSA	GT	PLN03193(1-406)
tr|A0A2J6KXD1|A0A2J6KXD1_LACSA	GT	PLN03193(76-332)
tr|A0A2J6LCT5|A0A2J6LCT5_LACSA	GT	PLN03193(3-407)
tr|A0A2J6M3W3|A0A2J6M3W3_LACSA	GT	PLN03193(2-392)
tr|A0A2J6M6P2|A0A2J6M6P2_LACSA	GT	PLN03193(2-355)
tr|A0A2J6MF41|A0A2J6MF41_LACSA	GT	PLN03193(69-327)
tr|A0A2J8A6X7|A0A2J8A6X7_9CHLO	GT	PLN03193(304-585)
tr|A0A2K1KGF9|A0A2K1KGF9_PHYPA	GT	PLN03193(12-395)
tr|A0A2K1WUR5|A0A2K1WUR5_POPTR	GT	PLN03193(17-335)
tr|A0A2K2A8C2|A0A2K2A8C2_POPTR	GT	PLN03193(15-335)
tr|A0A2K2BFY5|A0A2K2BFY5_POPTR	GT	PLN03193(6-393)
tr|A0A2K3LAS5|A0A2K3LAS5_TRIPR	GT	PLN03193(1-316)
tr|A0A2K3PKI2|A0A2K3PKI2_TRIPR	GT	PLN03193(121-483)
tr|A0A2P4GMH0|A0A2P4GMH0_QUESU	GT	PLN03193(6-386)
tr|A0A2P4GW02|A0A2P4GW02_QUESU	GT	PLN03193(1-404)
tr|A0A2P4I6V2|A0A2P4I6V2_QUESU	GT	PLN03193(76-337)
tr|A0A2P4KFC5|A0A2P4KFC5_QUESU	GT	PLN03193(1-359)
tr|A0A2P4N206|A0A2P4N206_QUESU	GT	PLN03193(16-334)
tr|A0A2P5B690|A0A2P5B690_PARAD	GT	PLN03193(79-287)
tr|A0A2P5BRW6|A0A2P5BRW6_PARAD	GT	PLN03193(1-403)
tr|A0A2P5D395|A0A2P5D395_9ROSA	GT	PLN03193(6-319)
tr|A0A2P5DDF1|A0A2P5DDF1_PARAD	GT	PLN03193(7-334)
tr|A0A2P5DTK7|A0A2P5DTK7_PARAD	GT	PLN03193(6-319)
tr|A0A2P5EWE8|A0A2P5EWE8_9ROSA	GT	PLN03193(7-334)
tr|A0A2P5F2E4|A0A2P5F2E4_9ROSA	GT	PLN03193(1-403)
tr|A0A2P5FBH3|A0A2P5FBH3_9ROSA	GT	PLN03193(37-435)
tr|A0A2P5Q4J1|A0A2P5Q4J1_GOSBA	GT	PLN03193(1-386)
tr|A0A2P5Q9Y4|A0A2P5Q9Y4_GOSBA	GT	PLN03193(2-292)
tr|A0A2P5QBE3|A0A2P5QBE3_GOSBA	GT	PLN03193(4-379)
tr|A0A2P5QCL6|A0A2P5QCL6_GOSBA	GT	PLN03193(87-335)
tr|A0A2P5QKL6|A0A2P5QKL6_GOSBA	GT	PLN03193(1-389)
tr|A0A2P5R478|A0A2P5R478_GOSBA	GT	PLN03193(1-406)
tr|A0A2P5RA36|A0A2P5RA36_GOSBA	GT	PLN03193(5-391)
tr|A0A2P5RDS2|A0A2P5RDS2_GOSBA	GT	PLN03193(1-480)
tr|A0A2P5RIY6|A0A2P5RIY6_GOSBA	GT	PLN03193(60-312)
tr|A0A2P5SDN9|A0A2P5SDN9_GOSBA	GT	PLN03193(19-357)
tr|A0A2P6P4A0|A0A2P6P4A0_ROSCH	GT	PLN03193(13-405)
tr|A0A2P6PKA7|A0A2P6PKA7_ROSCH	GT	PLN03193(6-416)
tr|A0A2P6PXQ3|A0A2P6PXQ3_ROSCH	GT	PLN03193(7-332)
tr|A0A2P6QCG7|A0A2P6QCG7_ROSCH	GT	PLN03193(4-407)
tr|A0A2R6PTA5|A0A2R6PTA5_ACTCH	GT	PLN03193(1-405)
tr|A0A2R6QLU2|A0A2R6QLU2_ACTCH	GT	PLN03193(1-405)
tr|A0A2R6QMW0|A0A2R6QMW0_ACTCH	GT	PLN03193(10-410)
tr|A0A2R6QZE4|A0A2R6QZE4_ACTCH	GT	PLN03193(14-343)
tr|A0A2R6XNR2|A0A2R6XNR2_MARPO	GT	PLN03193(2-374)
tr|A2X194|A2X194_ORYSI	GT	PLN03193(1-400)
tr|A2X685|A2X685_ORYSI	GT	PLN03193(1-398)
tr|A2Y9J9|A2Y9J9_ORYSI	GT	PLN03193(99-362)
tr|A9RXF7|A9RXF7_PHYPA	GT	PLN03193(20-397)
tr|A9TM47|A9TM47_PHYPA	GT	PLN03193(11-396)
tr|B8AYH6|B8AYH6_ORYSI	GT	PLN03193(21-401)
tr|B8B1G4|B8B1G4_ORYSI	GT	PLN03193(1-395)
tr|B8BCJ5|B8BCJ5_ORYSI	GT	PLN03193(17-393)
tr|B9H790|B9H790_POPTR	GT	PLN03193(10-399)
tr|B9RCM9|B9RCM9_RICCO	GT	PLN03193(23-346)
tr|B9RJC3|B9RJC3_RICCO	GT	PLN03193(9-394)
tr|B9RXK5|B9RXK5_RICCO	GT	PLN03193(1-388)
tr|B9SDX5|B9SDX5_RICCO	GT	PLN03193(1-374)
tr|B9SV83|B9SV83_RICCO	GT	PLN03193(17-238)
tr|C0PH20|C0PH20_MAIZE	GT	PLN03193(2-396)
tr|C5XVH3|C5XVH3_SORBI	GT	PLN03193(1-402)
tr|C5YM29|C5YM29_SORBI	GT	PLN03193(25-379)
tr|D7FNA5|D7FNA5_ECTSI	GT	PLN03193(64-209)
tr|D7KIE0|D7KIE0_ARALL	GT	PLN03193(7-399)
tr|D7KII7|D7KII7_ARALL	GT	PLN03193(7-393)
tr|D7KKY8|D7KKY8_ARALL	GT	PLN03193(4-392)
tr|D7KUN0|D7KUN0_ARALL	GT	PLN03193(6-392)
tr|D7MAR5|D7MAR5_ARALL	GT	PLN03193(8-335)
tr|D7MEK9|D7MEK9_ARALL	GT	PLN03193(1-407)
tr|D7T7Y8|D7T7Y8_VITVI	GT	PLN03193(1-405)
tr|D8R8Z1|D8R8Z1_SELML	GT	PLN03193(1-267)
tr|D8TG58|D8TG58_SELML	GT	PLN03193(1-276)
tr|E0CRD4|E0CRD4_VITVI	GT	PLN03193(5-393)
tr|E1Z2M9|E1Z2M9_CHLVA	GT	PLN03193(235-468)
tr|E1ZQD7|E1ZQD7_CHLVA	GT	PLN03193(9-207)
tr|F6GVX6|F6GVX6_VITVI	GT	PLN03193(2-388)
tr|G7JRD7|G7JRD7_MEDTR	GT	PLN03193(7-380)
tr|I0YN79|I0YN79_COCSC	GT	PLN03193(48-270)
tr|I0YZA6|I0YZA6_COCSC	GT	PLN03193(48-270)
tr|I0Z0C7|I0Z0C7_COCSC	GT	PLN03193(159-514)
tr|I1H0W5|I1H0W5_BRADI	GT	PLN03193(94-347)
tr|I1HJ66|I1HJ66_BRADI	GT	PLN03193(21-401)
tr|I1HTX8|I1HTX8_BRADI	GT	PLN03193(26-395)
tr|I1HXJ9|I1HXJ9_BRADI	GT	PLN03193(20-408)
tr|I1IAR0|I1IAR0_BRADI	GT	PLN03193(2-395)
tr|I1IQN1|I1IQN1_BRADI	GT	PLN03193(15-397)
tr|I1NXJ7|I1NXJ7_ORYGL	GT	PLN03193(1-400)
tr|I1P1F9|I1P1F9_ORYGL	GT	PLN03193(1-398)
tr|I1QPG7|I1QPG7_ORYGL	GT	PLN03193(17-393)
tr|J3L9U8|J3L9U8_ORYBR	GT	PLN03193(1-405)
tr|J3LDZ9|J3LDZ9_ORYBR	GT	PLN03193(2-396)
tr|J3MBE9|J3MBE9_ORYBR	GT	PLN03193(100-353)
tr|J3MGW0|J3MGW0_ORYBR	GT	PLN03193(1-397)
tr|J3MPV7|J3MPV7_ORYBR	GT	PLN03193(6-356)
tr|J3MY10|J3MY10_ORYBR	GT	PLN03193(19-392)
tr|K3XXR9|K3XXR9_SETIT	GT	PLN03193(93-346)
tr|K3YI43|K3YI43_SETIT	GT	PLN03193(25-376)
tr|K3YT32|K3YT32_SETIT	GT	PLN03193(13-396)
tr|K3ZE44|K3ZE44_SETIT	GT	PLN03193(20-398)
tr|K3ZU28|K3ZU28_SETIT	GT	PLN03193(23-392)
tr|K4CHE6|K4CHE6_SOLLC	GT	PLN03193(4-408)
tr|K4CJX9|K4CJX9_SOLLC	GT	PLN03193(65-344)
tr|K4CMC6|K4CMC6_SOLLC	GT	PLN03193(5-394)
tr|K4D848|K4D848_SOLLC	GT	PLN03193(3-392)
tr|K4DHB7|K4DHB7_SOLLC	GT	PLN03193(8-259)
tr|K7LFM9|K7LFM9_SOYBN	GT	PLN03193(7-379)
tr|K7LS88|K7LS88_SOYBN	GT	PLN03193(7-375)
tr|K7U7W4|K7U7W4_MAIZE	GT	PLN03193(1-402)
tr|M0SUJ8|M0SUJ8_MUSAM	GT	PLN03193(1-401)
tr|M0T0Y0|M0T0Y0_MUSAM	GT	PLN03193(17-400)
tr|M0TDG6|M0TDG6_MUSAM	GT	PLN03193(1-406)
tr|M0TNP5|M0TNP5_MUSAM	GT	PLN03193(51-393)
tr|M0XCD0|M0XCD0_HORVV	GT	PLN03193(1-400)
tr|M0YM44|M0YM44_HORVV	GT	PLN03193(1-395)
tr|M1AWT1|M1AWT1_SOLTU	GT	PLN03193(51-313)
tr|M1C148|M1C148_SOLTU	GT	PLN03193(4-408)
tr|M1CP39|M1CP39_SOLTU	GT	PLN03193(1-390)
tr|M1CVB5|M1CVB5_SOLTU	GT	PLN03193(1-325)
tr|M1CVZ9|M1CVZ9_SOLTU	GT	PLN03193(5-394)
tr|M1D676|M1D676_SOLTU	GT	PLN03193(3-393)
tr|M4D149|M4D149_BRARP	GT	PLN03193(7-392)
tr|M4D1S2|M4D1S2_BRARP	GT	PLN03193(1-406)
tr|M4D4C0|M4D4C0_BRARP	GT	PLN03193(8-338)
tr|M4D742|M4D742_BRARP	GT	PLN03193(9-393)
tr|M4DFX2|M4DFX2_BRARP	GT	PLN03193(26-396)
tr|M4DIR6|M4DIR6_BRARP	GT	PLN03193(9-388)
tr|M4DRD8|M4DRD8_BRARP	GT	PLN03193(1-377)
tr|M4ERD3|M4ERD3_BRARP	GT	PLN03193(4-330)
tr|M4Y1F6|M4Y1F6_GOSHI	GT	PLN03193(87-335)
tr|M5W5B8|M5W5B8_PRUPE	GT	PLN03193(2-399)
