tr|F0YCC4|F0YCC4_AURAN	Unknown	DUF563(212-324)
tr|A0A182PJL2|A0A182PJL2_9DIPT	GT-A	Galactosyl_T(90-249)
tr|A0A182PXV8|A0A182PXV8_9DIPT	GT-A	Galactosyl_T(2-131)
tr|A0A182Q148|A0A182Q148_9DIPT	GT-A	Galactosyl_T(69-200)
tr|A0A182QFF1|A0A182QFF1_9DIPT	GT-A	Galactosyl_T(275-483)
tr|A0A182R5G5|A0A182R5G5_ANOFN	GT-A	Galactosyl_T(78-209)
tr|A0A182R9D0|A0A182R9D0_ANOFN	GT-A	Galactosyl_T(237-451)
tr|A0A182TYQ7|A0A182TYQ7_9DIPT	GT-A	Galactosyl_T(2-161)
tr|A0A182U2I2|A0A182U2I2_9DIPT	GT-A	Fringe(191-406)
tr|A0A182V9Z0|A0A182V9Z0_ANOME	GT-A	Galactosyl_T(2-131)
tr|A0A182VV38|A0A182VV38_9DIPT	GT-A	Fringe(239-453)
tr|A0A182W982|A0A182W982_9DIPT	GT-A	Galactosyl_T(68-199)
tr|A0A182XCL8|A0A182XCL8_ANOQN	GT-A	Fringe(243-458)
tr|A0A182XD86|A0A182XD86_ANOQN	GT-A	Galactosyl_T(2-161)
tr|A0A182XGX3|A0A182XGX3_ANOQN	GT-A	Galactosyl_T(79-238)
tr|A0A182Y5P9|A0A182Y5P9_ANOST	GT-A	Fringe(217-431)
tr|A0A195BQ02|A0A195BQ02_9HYME	GT-A	Galactosyl_T(243-450)
tr|A0A195CEY8|A0A195CEY8_9HYME	GT-A	Galactosyl_T(280-487)
tr|A0A195F3T2|A0A195F3T2_9HYME	GT-A	Galactosyl_T(228-435)
tr|A0A1A6GM55|A0A1A6GM55_NEOLE	GT-A	Galactosyl_T(204-366)
tr|A0A1A6GZS5|A0A1A6GZS5_NEOLE	GT-A	Galactosyl_T(107-248)
tr|A0A1A9UIV0|A0A1A9UIV0_GLOAU	GT-A	Galactosyl_T(118-273)
tr|A0A1A9UNK7|A0A1A9UNK7_GLOAU	GT-A	Galactosyl_T(323-537)
tr|A0A1A9W866|A0A1A9W866_9MUSC	GT-A	Galactosyl_T(106-235)
tr|A0A1A9YDW7|A0A1A9YDW7_GLOFF	GT-A	Galactosyl_T(346-560)
tr|A0A1A9YJJ5|A0A1A9YJJ5_GLOFF	GT-A	Galactosyl_T(123-275)
tr|A0A1A9ZHR4|A0A1A9ZHR4_GLOPL	GT-A	Galactosyl_T(124-279)
tr|A0A1B0A5L4|A0A1B0A5L4_GLOPL	GT-A	Galactosyl_T(323-537)
tr|A0A1B0BP62|A0A1B0BP62_9MUSC	GT-A	Galactosyl_T(123-278)
tr|A0A1B0BZI9|A0A1B0BZI9_9MUSC	GT-A	Galactosyl_T(323-537)
tr|A0A1B0D6K6|A0A1B0D6K6_PHLPP	GT-A	Galactosyl_T(77-240)
tr|A0A1B0FDU4|A0A1B0FDU4_GLOMM	GT-A	Galactosyl_T(323-549)
tr|A0A1B0GEX2|A0A1B0GEX2_GLOMM	GT-A	Galactosyl_T(124-279)
tr|A0A1D5QQ31|A0A1D5QQ31_MACMU	GT-A	Galactosyl_T(280-483)
tr|A0A1G1J351|A0A1G1J351_9BACT	GT-A	Galactosyl_T(6-217)
tr|A0A1I7RNN9|A0A1I7RNN9_BURXY	GT-A	Galactosyl_T(229-435)
tr|A0A1I7RXX4|A0A1I7RXX4_BURXY	GT-A	Galactosyl_T(7-195)
tr|A0A1I7RZ97|A0A1I7RZ97_BURXY	GT-A	Galactosyl_T(102-234)
tr|A0A1I7T7Y0|A0A1I7T7Y0_9PELO	GT-A	Galactosyl_T(140-339)
tr|A0A1I7TDY6|A0A1I7TDY6_9PELO	GT-A	Galactosyl_T(55-174)
tr|A0A1I7TMF9|A0A1I7TMF9_9PELO	GT-A	Galactosyl_T(106-274)
tr|A0A1I7VT04|A0A1I7VT04_LOALO	GT-A	Galactosyl_T(173-377)
tr|A0A1I7XQT2|A0A1I7XQT2_HETBA	GT-A	Galactosyl_T(17-123)
tr|A0A1I7ZIR2|A0A1I7ZIR2_9BILA	GT-A	Galactosyl_T(233-437)
tr|A0A1I8C527|A0A1I8C527_9BILA	GT-A	Galactosyl_T(63-232)
tr|A0A1I8C548|A0A1I8C548_9BILA	GT-A	Galactosyl_T(134-218)
tr|A0A1I8C687|A0A1I8C687_9BILA	GT-A	Galactosyl_T(40-208)
tr|A0A1I8CIX4|A0A1I8CIX4_9BILA	GT-A	Galactosyl_T(33-168)
tr|A0A1I8CKP2|A0A1I8CKP2_9BILA	GT-A	Galactosyl_T(322-454)
tr|A0A1I8CM78|A0A1I8CM78_9BILA	GT-A	Galactosyl_T(81-209)
tr|A0A1I8CXM2|A0A1I8CXM2_9BILA	GT-A	Galactosyl_T(39-212)
tr|A0A1I8D0A6|A0A1I8D0A6_9BILA	GT-A	Galactosyl_T(62-159)
tr|A0A1I8FTL5|A0A1I8FTL5_9PLAT	GT-A	Galactosyl_T(134-276)
tr|A0A1I8FTS0|A0A1I8FTS0_9PLAT	GT-A	Galactosyl_T(19-232)
tr|A0A1I8FTT9|A0A1I8FTT9_9PLAT	GT-A	Galactosyl_T(160-231)
tr|A0A1I8HG51|A0A1I8HG51_9PLAT	GT-A	Galactosyl_T(146-251)
tr|A0A1I8HKP2|A0A1I8HKP2_9PLAT	GT-A	Galactosyl_T(95-248)
tr|A0A1I8I582|A0A1I8I582_9PLAT	GT-A	Galactosyl_T(77-269)
tr|A0A1I8I5Y1|A0A1I8I5Y1_9PLAT	GT-A	Galactosyl_T(77-249)
tr|A0A1I8I8L8|A0A1I8I8L8_9PLAT	GT-A	Galactosyl_T(76-268)
tr|A0A1I8IB95|A0A1I8IB95_9PLAT	GT-A	Galactosyl_T(146-251)
tr|A0A1I8IM60|A0A1I8IM60_9PLAT	GT-A	Galactosyl_T(129-260)
tr|A0A1I8IXM9|A0A1I8IXM9_9PLAT	GT-A	Galactosyl_T(129-260)
tr|A0A1I8IXN8|A0A1I8IXN8_9PLAT	GT-A	Galactosyl_T(94-212)
tr|A0A1I8J077|A0A1I8J077_9PLAT	GT-A	Galactosyl_T(210-439)
tr|A0A1I8J1E8|A0A1I8J1E8_9PLAT	GT-A	Galactosyl_T(160-231)
tr|A0A1I8J2M7|A0A1I8J2M7_9PLAT	GT-A	Galactosyl_T(160-231)
tr|A0A1I8J2X5|A0A1I8J2X5_9PLAT	GT-A	Galactosyl_T(19-195)
tr|A0A1I8MCZ6|A0A1I8MCZ6_MUSDO	GT-A	Galactosyl_T(84-229)
tr|A0A1I8P1E9|A0A1I8P1E9_STOCA	GT-A	Galactosyl_T(118-236)
tr|A0A1I8PW32|A0A1I8PW32_STOCA	GT-A	Galactosyl_T(416-644)
tr|A0A1J1HJM1|A0A1J1HJM1_9DIPT	GT-A	Galactosyl_T(180-387)
tr|A0A1J1IJA9|A0A1J1IJA9_9DIPT	GT-A	Galactosyl_T(64-140)
tr|A0A1J4MBA7|A0A1J4MBA7_9CRYT	GT-A	Galactosyl_T(288-540)
tr|A0A1J6IQN6|A0A1J6IQN6_NICAT	GT-A	DUF604(167-408)
tr|A0A1J7I557|A0A1J7I557_9PEZI	GT-A	Galactosyl_T(167-416)
tr|A0A1L8H9Z4|A0A1L8H9Z4_XENLA	GT-A	Galactosyl_T(63-146)
tr|A0A1L8HAI0|A0A1L8HAI0_XENLA	GT-A	Galactosyl_T(264-443)
tr|A0A1L9TYD5|A0A1L9TYD5_9EURO	GT-A	Galactosyl_T(235-363)
tr|A0A1Q9DPJ2|A0A1Q9DPJ2_SYMMI	GT-A	Galactosyl_T(104-183)
tr|A0A1R3JYW0|A0A1R3JYW0_9ROSI	GT-A	DUF604(180-431)
tr|A0A1S2YN14|A0A1S2YN14_CICAR	GT-A	DUF604(178-431)
tr|A0A1S3EID0|A0A1S3EID0_CICAR	GT-A	DUF604(191-416)
tr|A0A1S3FFS1|A0A1S3FFS1_DIPOR	GT-A	Galactosyl_T(107-248)
tr|A0A1S3FHF6|A0A1S3FHF6_DIPOR	GT-A	Galactosyl_T(85-226)
tr|A0A1S3G1P0|A0A1S3G1P0_DIPOR	GT-A	Galactosyl_T(207-373)
tr|A0A1S3JQ64|A0A1S3JQ64_LINUN	GT-A	Galactosyl_T(89-206)
tr|A0A1S3JQU5|A0A1S3JQU5_LINUN	GT-A	Galactosyl_T(87-204)
tr|A0A1S3KGT6|A0A1S3KGT6_LINUN	GT-A	Galactosyl_T(16-164)
tr|A0A1S3LBM8|A0A1S3LBM8_SALSA	GT-A	Galactosyl_T(110-224)
tr|A0A1S3RAN1|A0A1S3RAN1_SALSA	GT-A	Galactosyl_T(163-264)
tr|A0A1S3S2J0|A0A1S3S2J0_SALSA	GT-A	Galactosyl_T(70-160)
tr|A0A1S3SXH4|A0A1S3SXH4_SALSA	GT-A	Galactosyl_T(264-509)
tr|A0A1S3WA87|A0A1S3WA87_ERIEU	GT-A	Galactosyl_T(265-468)
tr|A0A1U7T5Y0|A0A1U7T5Y0_TARSY	GT-A	Galactosyl_T(301-504)
tr|A0A1U7TMY2|A0A1U7TMY2_TARSY	GT-A	Galactosyl_T(107-248)
tr|A0A1U8CFT6|A0A1U8CFT6_MESAU	GT-A	Galactosyl_T(253-443)
tr|A0A1U8CRS5|A0A1U8CRS5_MESAU	GT-A	Galactosyl_T(203-344)
tr|A0A1U8DG94|A0A1U8DG94_ALLSI	GT-A	Galactosyl_T(313-580)
tr|A0A1V4K9Q3|A0A1V4K9Q3_PATFA	GT-A	Galactosyl_T(278-481)
tr|A0A1W0X625|A0A1W0X625_HYPDU	GT-A	Galactosyl_T(57-191)
tr|A0A1W4UTT4|A0A1W4UTT4_DROFC	GT-A	Galactosyl_T(274-375)
tr|A0A1W4UY80|A0A1W4UY80_DROFC	GT-A	Galactosyl_T(399-500)
tr|A0A1W4V662|A0A1W4V662_DROFC	GT-A	Galactosyl_T(172-335)
tr|A0A1W4V7N5|A0A1W4V7N5_DROFC	GT-A	Galactosyl_T(97-254)
tr|A0A1W4VXA3|A0A1W4VXA3_DROFC	GT-A	Fringe(277-483)
tr|A0A1W4W5Z4|A0A1W4W5Z4_DROFC	GT-A	Galactosyl_T(68-227)
tr|A0A1W4W663|A0A1W4W663_DROFC	GT-A	Galactosyl_T(93-161)
tr|A0A1W4W668|A0A1W4W668_DROFC	GT-A	Galactosyl_T(77-227)
tr|A0A1Y3AQ70|A0A1Y3AQ70_EURMA	GT-A	Galactosyl_T(39-202)
tr|A0A212EVJ2|A0A212EVJ2_DANPL	GT-A	Galactosyl_T(273-476)
tr|A0A218V776|A0A218V776_9PASE	GT-A	Galactosyl_T(278-481)
tr|A0A225UX85|A0A225UX85_9STRA	GT-A	Galactosyl_T(56-274)
tr|A0A225WY61|A0A225WY61_9STRA	GT-A	Galactosyl_T(97-295)
tr|A0A226E9F2|A0A226E9F2_FOLCA	GT-A	Galactosyl_T(89-212)
tr|A0A226MS21|A0A226MS21_CALSU	GT-A	Galactosyl_T(126-309)
tr|A0A226PNY5|A0A226PNY5_COLVI	GT-A	Galactosyl_T(173-376)
tr|A0A231MEQ9|A0A231MEQ9_9EURO	GT-A	Galactosyl_T(147-358)
tr|A0A232EZJ6|A0A232EZJ6_9HYME	GT-A	Galactosyl_T(100-271)
tr|A0A232F9P2|A0A232F9P2_9HYME	GT-A	Galactosyl_T(237-442)
tr|A0A261BNS0|A0A261BNS0_9PELO	GT-A	Galactosyl_T(106-274)
tr|A0A286ZJT7|A0A286ZJT7_PIG	GT-A	Galactosyl_T(115-256)
tr|A0A2A2J5Y5|A0A2A2J5Y5_9BILA	GT-A	Galactosyl_T(135-303)
tr|A0A2A2J9F1|A0A2A2J9F1_9BILA	GT-A	Galactosyl_T(46-201)
tr|A0A2A2LB88|A0A2A2LB88_9BILA	GT-A	Galactosyl_T(12-180)
tr|A0A2A2LBE6|A0A2A2LBE6_9BILA	GT-A	Galactosyl_T(12-187)
tr|A0A2A2LLQ1|A0A2A2LLQ1_9BILA	GT-A	Galactosyl_T(12-180)
tr|A0A2A4IZ94|A0A2A4IZ94_HELVI	GT-A	Galactosyl_T(400-607)
tr|A0A2A4J603|A0A2A4J603_HELVI	GT-A	Galactosyl_T(52-181)
tr|A0A2C9JDZ1|A0A2C9JDZ1_BIOGL	GT-A	Galactosyl_T(116-265)
tr|A0A2C9JSC0|A0A2C9JSC0_BIOGL	GT-A	Galactosyl_T(6-165)
tr|A0A2C9JUW5|A0A2C9JUW5_BIOGL	GT-A	Galactosyl_T(214-363)
tr|A0A2C9K6Q1|A0A2C9K6Q1_BIOGL	GT-A	Galactosyl_T(118-288)
tr|A0A2C9KRF8|A0A2C9KRF8_BIOGL	GT-A	Galactosyl_T(55-146)
tr|A0A2D0SWK1|A0A2D0SWK1_ICTPU	GT-A	Galactosyl_T(266-466)
tr|A0A2G2UWG1|A0A2G2UWG1_CAPBA	GT-A	DUF604(144-397)
tr|A0A2G3BAA3|A0A2G3BAA3_CAPCH	GT-A	DUF604(144-397)
tr|A0A2G5U6Z5|A0A2G5U6Z5_9PELO	GT-A	Galactosyl_T(23-130)
tr|A0A2G9GJ17|A0A2G9GJ17_9LAMI	GT-A	DUF604(164-415)
tr|A0A2H2IB97|A0A2H2IB97_CAEJA	GT-A	Galactosyl_T(223-422)
tr|A0A2I1C4B0|A0A2I1C4B0_9EURO	GT-A	Galactosyl_T(159-357)
tr|A0A2I2GAK2|A0A2I2GAK2_9EURO	GT-A	Galactosyl_T(221-347)
tr|A0A2I2U568|A0A2I2U568_FELCA	GT-A	Galactosyl_T(232-435)
tr|A0A2I2ZFP8|A0A2I2ZFP8_GORGO	GT-A	Galactosyl_T(107-248)
tr|A0A2I3SVU6|A0A2I3SVU6_PANTR	GT-A	Galactosyl_T(153-187)
tr|A0A2I4ATE7|A0A2I4ATE7_9TELE	GT-A	Galactosyl_T(259-462)
tr|A0A2I4BPD6|A0A2I4BPD6_9TELE	GT-A	Fringe(264-467)
tr|A0A2I4C3A0|A0A2I4C3A0_9TELE	GT-A	Galactosyl_T(160-280)
tr|A0A2I4C4M8|A0A2I4C4M8_9TELE	GT-A	Galactosyl_T(70-160)
tr|A0A2J6R7R9|A0A2J6R7R9_9HELO	GT-A	Galactosyl_T(175-230)
tr|A0A2J7QE06|A0A2J7QE06_9NEOP	GT-A	Galactosyl_T(240-445)
tr|A0A2K3LCS7|A0A2K3LCS7_TRIPR	GT-A	Galactosyl_T(58-253)
tr|A0A2K5II06|A0A2K5II06_COLAP	GT-A	Galactosyl_T(107-221)
tr|A0A2K5JUM1|A0A2K5JUM1_COLAP	GT-A	Galactosyl_T(246-449)
tr|A0A2K5LJL6|A0A2K5LJL6_CERAT	GT-A	Galactosyl_T(107-221)
tr|A0A2K5N349|A0A2K5N349_CERAT	GT-A	Galactosyl_T(346-549)
tr|A0A2K5QQ48|A0A2K5QQ48_CEBCA	GT-A	Galactosyl_T(266-469)
tr|A0A2K5YRQ4|A0A2K5YRQ4_MANLE	GT-A	Galactosyl_T(255-458)
tr|A0A2K6BGM6|A0A2K6BGM6_MACNE	GT-A	Galactosyl_T(115-256)
tr|A0A2K6CH44|A0A2K6CH44_MACNE	GT-A	Galactosyl_T(284-487)
tr|A0A2K6EI99|A0A2K6EI99_PROCO	GT-A	Galactosyl_T(245-448)
tr|A0A2K6F4X2|A0A2K6F4X2_PROCO	GT-A	Galactosyl_T(107-248)
tr|A0A2K6KTC6|A0A2K6KTC6_RHIBE	GT-A	Galactosyl_T(271-474)
tr|A0A2K6M5K0|A0A2K6M5K0_RHIBE	GT-A	Galactosyl_T(173-209)
tr|A0A2K6MQ87|A0A2K6MQ87_RHIBE	GT-A	Galactosyl_T(115-256)
tr|A0A2K6NXF8|A0A2K6NXF8_RHIRO	GT-A	Galactosyl_T(115-256)
tr|A0A2K6QKD1|A0A2K6QKD1_RHIRO	GT-A	Galactosyl_T(173-209)
tr|A0A2K6RDT6|A0A2K6RDT6_RHIRO	GT-A	Fringe(255-458)
tr|A0A2K6TPD0|A0A2K6TPD0_SAIBB	GT-A	Fringe(418-621)
tr|A0A2P5D487|A0A2P5D487_PARAD	GT-A	DUF604(224-477)
tr|A0A2P6KUF7|A0A2P6KUF7_NEPCL	GT-A	Galactosyl_T(104-256)
tr|A0A2R2MQB4|A0A2R2MQB4_LINUN	GT-A	Galactosyl_T(86-256)
tr|A0A2R8QKB9|A0A2R8QKB9_DANRE	GT-A	Galactosyl_T(169-292)
tr|A0A2R9A3F3|A0A2R9A3F3_PANPA	GT-A	Fringe(240-443)
tr|A0T4F5|A0T4F5_CAEEL	GT-A	Galactosyl_T(130-246)
tr|A1CVY1|A1CVY1_NEOFI	GT-A	Galactosyl_T(231-357)
tr|A3KQK4|A3KQK4_DANRE	GT-A	Galactosyl_T(70-160)
tr|A7RPZ6|A7RPZ6_NEMVE	GT-A	Galactosyl_T(102-184)
tr|A7S4P9|A7S4P9_NEMVE	GT-A	Fringe(216-420)
tr|A8X9D7|A8X9D7_CAEBR	GT-A	Galactosyl_T(226-419)
tr|A8XSM1|A8XSM1_CAEBR	GT-A	Galactosyl_T(106-274)
tr|A9UPC2|A9UPC2_MONBE	GT-A	Galactosyl_T(218-282)
tr|B3M5E2|B3M5E2_DROAN	GT-A	Galactosyl_T(76-228)
tr|B3MLA3|B3MLA3_DROAN	GT-A	Galactosyl_T(92-253)
tr|B3MLA4|B3MLA4_DROAN	GT-A	Galactosyl_T(400-456)
tr|B3MLA6|B3MLA6_DROAN	GT-A	Galactosyl_T(117-239)
tr|B3MMR1|B3MMR1_DROAN	GT-A	Fringe(285-490)
tr|B4GVK8|B4GVK8_DROPE	GT-A	Galactosyl_T(43-175)
tr|B4HBN0|B4HBN0_DROPE	GT-A	Galactosyl_T(71-201)
tr|B4HBX7|B4HBX7_DROPE	GT-A	Galactosyl_T(94-253)
tr|B4HVL2|B4HVL2_DROSE	GT-A	Galactosyl_T(68-227)
tr|B4I1P5|B4I1P5_DROSE	GT-A	Fringe(269-475)
tr|B4I2R4|B4I2R4_DROSE	GT-A	Galactosyl_T(91-212)
tr|B4I2R5|B4I2R5_DROSE	GT-A	Galactosyl_T(400-458)
tr|B4IXB2|B4IXB2_DROGR	GT-A	Galactosyl_T(73-196)
tr|B4JC30|B4JC30_DROGR	GT-A	Fringe(249-455)
tr|B4JJ28|B4JJ28_DROGR	GT-A	Galactosyl_T(80-209)
tr|B4JZE5|B4JZE5_DROGR	GT-A	Galactosyl_T(54-207)
tr|B4JZE6|B4JZE6_DROGR	GT-A	Galactosyl_T(69-222)
tr|B4JZE9|B4JZE9_DROGR	GT-A	Galactosyl_T(340-461)
tr|B4K227|B4K227_DROGR	GT-A	Galactosyl_T(69-222)
tr|B4K2C1|B4K2C1_DROGR	GT-A	Galactosyl_T(33-207)
tr|B4K3Z9|B4K3Z9_DROGR	GT-A	Galactosyl_T(67-220)
tr|B4KGH3|B4KGH3_DROMO	GT-A	Fringe(306-512)
tr|B4KWH9|B4KWH9_DROMO	GT-A	Galactosyl_T(71-194)
tr|B4LEF0|B4LEF0_DROVI	GT-A	Galactosyl_T(73-196)
tr|B4LR84|B4LR84_DROVI	GT-A	Fringe(284-490)
tr|B4LUX8|B4LUX8_DROVI	GT-A	Galactosyl_T(146-209)
tr|B4LUY1|B4LUY1_DROVI	GT-A	Galactosyl_T(68-195)
tr|B4ML47|B4ML47_DROWI	GT-A	Galactosyl_T(71-236)
tr|B4MUY6|B4MUY6_DROWI	GT-A	Fringe(298-506)
tr|B4N004|B4N004_DROWI	GT-A	Galactosyl_T(102-231)
tr|B4N005|B4N005_DROWI	GT-A	Galactosyl_T(104-233)
tr|B4N006|B4N006_DROWI	GT-A	Galactosyl_T(103-232)
tr|B4N007|B4N007_DROWI	GT-A	Galactosyl_T(98-258)
tr|B4N008|B4N008_DROWI	GT-A	Galactosyl_T(93-226)
tr|B4N009|B4N009_DROWI	GT-A	Galactosyl_T(101-256)
tr|B4Q464|B4Q464_DROSI	GT-A	Fringe(247-453)
tr|B4Q8L5|B4Q8L5_DROSI	GT-A	Galactosyl_T(91-215)
tr|B4Q8L6|B4Q8L6_DROSI	GT-A	Galactosyl_T(400-458)
tr|B4QLG9|B4QLG9_DROSI	GT-A	Galactosyl_T(68-227)
tr|B5DJV5|B5DJV5_DROPS	GT-A	Galactosyl_T(94-253)
tr|B5DPL8|B5DPL8_DROPS	GT-A	Galactosyl_T(85-201)
tr|B7GA94|B7GA94_PHATC	GT-A	Galactosyl_T(218-395)
tr|B7GA96|B7GA96_PHATC	GT-A	Galactosyl_T(289-454)
tr|B7PBB8|B7PBB8_IXOSC	GT-A	Galactosyl_T(21-151)
tr|B7PX04|B7PX04_IXOSC	GT-A	Galactosyl_T(94-297)
tr|C3XR34|C3XR34_BRAFL	GT-A	Galactosyl_T(87-177)
tr|C3YDH0|C3YDH0_BRAFL	GT-A	Galactosyl_T(272-433)
tr|C3YYX3|C3YYX3_BRAFL	GT-A	Galactosyl_T(17-188)
tr|D0NA61|D0NA61_PHYIT	GT-A	Galactosyl_T(97-330)
tr|D6X0V6|D6X0V6_TRICA	GT-A	Galactosyl_T(228-409)
tr|D7FPY5|D7FPY5_ECTSI	GT-A	Galactosyl_T(157-292)
tr|E2A0W8|E2A0W8_CAMFO	GT-A	Galactosyl_T(217-423)
tr|E2BDC3|E2BDC3_HARSA	GT-A	Galactosyl_T(98-251)
tr|E2BUP1|E2BUP1_HARSA	GT-A	Galactosyl_T(154-363)
tr|E2RF40|E2RF40_CANLF	GT-A	Galactosyl_T(107-248)
tr|E3LUF8|E3LUF8_CAERE	GT-A	Galactosyl_T(224-423)
tr|E3LZA8|E3LZA8_CAERE	GT-A	Galactosyl_T(106-274)
tr|E3M6X5|E3M6X5_CAERE	GT-A	Galactosyl_T(65-172)
tr|E3NN61|E3NN61_CAERE	GT-A	Galactosyl_T(65-172)
tr|E5S9F1|E5S9F1_TRISP	GT-A	Galactosyl_T(2-157)
tr|E9G8V0|E9G8V0_DAPPU	GT-A	Galactosyl_T(12-172)
tr|E9G8V1|E9G8V1_DAPPU	GT-A	Galactosyl_T(2-160)
tr|E9G8V2|E9G8V2_DAPPU	GT-A	Galactosyl_T(30-157)
tr|E9G964|E9G964_DAPPU	GT-A	Galactosyl_T(94-223)
tr|E9GAJ4|E9GAJ4_DAPPU	GT-A	Galactosyl_T(60-176)
tr|E9GCY0|E9GCY0_DAPPU	GT-A	Galactosyl_T(52-212)
tr|E9GEI2|E9GEI2_DAPPU	GT-A	Galactosyl_T(14-136)
tr|E9GEJ1|E9GEJ1_DAPPU	GT-A	Galactosyl_T(17-139)
tr|E9GEJ7|E9GEJ7_DAPPU	GT-A	Galactosyl_T(17-140)
tr|E9GP57|E9GP57_DAPPU	GT-A	Galactosyl_T(108-268)
tr|E9GQR8|E9GQR8_DAPPU	GT-A	Galactosyl_T(99-227)
tr|E9GVG7|E9GVG7_DAPPU	GT-A	Galactosyl_T(19-146)
tr|E9H5R1|E9H5R1_DAPPU	GT-A	Galactosyl_T(16-177)
tr|E9HC97|E9HC97_DAPPU	GT-A	Galactosyl_T(6-177)
tr|E9J2Z0|E9J2Z0_SOLIN	GT-A	Galactosyl_T(192-419)
tr|F1MKA0|F1MKA0_BOVIN	GT-A	Galactosyl_T(177-380)
tr|F1P3A0|F1P3A0_CHICK	GT-A	Galactosyl_T(278-481)
tr|F1PXZ7|F1PXZ7_CANLF	GT-A	Galactosyl_T(325-528)
tr|F1RSS9|F1RSS9_PIG	GT-A	Galactosyl_T(265-473)
tr|F4W4X9|F4W4X9_ACREC	GT-A	Galactosyl_T(339-546)
tr|F6HIL0|F6HIL0_VITVI	GT-A	DUF604(176-428)
tr|F6SVA7|F6SVA7_HORSE	GT-A	Galactosyl_T(107-248)
tr|F6WHV9|F6WHV9_HORSE	GT-A	Galactosyl_T(225-445)
tr|F6YYH5|F6YYH5_XENTR	GT-A	Galactosyl_T(28-178)
tr|F7ABL1|F7ABL1_CIOIN	GT-A	Galactosyl_T(217-438)
tr|F7AKT4|F7AKT4_ORNAN	GT-A	Galactosyl_T(99-155)
tr|F7ALQ4|F7ALQ4_XENTR	GT-A	Galactosyl_T(29-174)
tr|F7ALR3|F7ALR3_XENTR	GT-A	Galactosyl_T(28-178)
tr|F7AYY5|F7AYY5_XENTR	GT-A	Fringe(265-468)
tr|F7B5V6|F7B5V6_XENTR	GT-A	Galactosyl_T(33-183)
tr|F7BZW9|F7BZW9_ORNAN	GT-A	Galactosyl_T(272-484)
tr|F7CY00|F7CY00_XENTR	GT-A	Galactosyl_T(33-183)
tr|F7G0B6|F7G0B6_MONDO	GT-A	Galactosyl_T(271-470)
tr|F7IFJ4|F7IFJ4_CALJA	GT-A	Galactosyl_T(265-468)
tr|G0MKS9|G0MKS9_CAEBE	GT-A	Galactosyl_T(106-274)
tr|G0MXJ2|G0MXJ2_CAEBE	GT-A	Galactosyl_T(232-431)
tr|G0NE82|G0NE82_CAEBE	GT-A	Galactosyl_T(41-174)
tr|G0NE84|G0NE84_CAEBE	GT-A	Galactosyl_T(17-150)
tr|G0NTX4|G0NTX4_CAEBE	GT-A	Galactosyl_T(28-194)
tr|G0P7F4|G0P7F4_CAEBE	GT-A	Galactosyl_T(22-151)
tr|G0PH97|G0PH97_CAEBE	GT-A	Galactosyl_T(233-432)
tr|G1KDA7|G1KDA7_ANOCA	GT-A	Galactosyl_T(337-543)
tr|G1LQ97|G1LQ97_AILME	GT-A	Galactosyl_T(241-444)
tr|G1MD47|G1MD47_AILME	GT-A	Galactosyl_T(107-248)
tr|G1NQB5|G1NQB5_MELGA	GT-A	Galactosyl_T(213-416)
tr|G1PJU5|G1PJU5_MYOLU	GT-A	Galactosyl_T(213-419)
tr|G1QJC3|G1QJC3_NOMLE	GT-A	Galactosyl_T(264-467)
tr|G1S1W3|G1S1W3_NOMLE	GT-A	Galactosyl_T(107-248)
tr|G1T852|G1T852_RABIT	GT-A	Galactosyl_T(260-463)
tr|G1TN73|G1TN73_RABIT	GT-A	Galactosyl_T(107-248)
tr|G3N492|G3N492_GASAC	GT-A	Galactosyl_T(79-225)
tr|G3PC34|G3PC34_GASAC	GT-A	Galactosyl_T(262-465)
tr|G3PZG4|G3PZG4_GASAC	GT-A	Galactosyl_T(136-232)
tr|G3QBA2|G3QBA2_GASAC	GT-A	Galactosyl_T(179-376)
tr|G3QK31|G3QK31_GORGO	GT-A	Fringe(243-446)
tr|G3SL14|G3SL14_LOXAF	GT-A	Galactosyl_T(107-248)
tr|G3SVG1|G3SVG1_LOXAF	GT-A	Galactosyl_T(217-416)
tr|G3VWJ0|G3VWJ0_SARHA	GT-A	Galactosyl_T(164-250)
tr|G3WWG9|G3WWG9_SARHA	GT-A	Galactosyl_T(311-509)
tr|G4VAU1|G4VAU1_SCHMA	GT-A	Galactosyl_T(144-220)
tr|G5AAD3|G5AAD3_PHYSP	GT-A	Galactosyl_T(78-276)
tr|G5AS23|G5AS23_HETGA	GT-A	Galactosyl_T(162-246)
tr|G5B2P0|G5B2P0_HETGA	GT-A	Galactosyl_T(165-368)
tr|G5BFK3|G5BFK3_HETGA	GT-A	Galactosyl_T(100-165)
tr|G5BZF1|G5BZF1_HETGA	GT-A	Galactosyl_T(94-186)
tr|G5C348|G5C348_HETGA	GT-A	Galactosyl_T(72-216)
tr|G5ECT3|G5ECT3_CAEEL	GT-A	Galactosyl_T(33-129)
tr|G7PVZ0|G7PVZ0_MACFA	GT-A	Galactosyl_T(241-444)
tr|H0VA57|H0VA57_CAVPO	GT-A	Galactosyl_T(242-445)
tr|H0X4B2|H0X4B2_OTOGA	GT-A	Galactosyl_T(241-444)
tr|H0X7U7|H0X7U7_OTOGA	GT-A	Galactosyl_T(107-221)
