tr|B9S7N5|B9S7N5_RICCO	WRN_exo|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	WRN_exo(39-220)|GT8_Glycogenin(271-517)|TMhelix(534-556)|TMhelix(605-627)|TMhelix(642-664)|TMhelix(702-724)|TMhelix(728-750)
tr|A0A2G9H5Z3|A0A2G9H5Z3_9LAMI	GT-A	GT8_Glycogenin(206-442)
tr|A0A2G9HDG0|A0A2G9HDG0_9LAMI	GT-A	PLN00176(1-340)
tr|A0A2G9I0I5|A0A2G9I0I5_9LAMI	GT-A	PLN00176(20-339)
tr|A0A2G9I5R2|A0A2G9I5R2_9LAMI	GT-A	PLN00176(1-334)
tr|A0A2G9I669|A0A2G9I669_9LAMI	GT-A	GT8_Glycogenin(293-537)
tr|A0A2G9S671|A0A2G9S671_LITCT	GT-A	GT8_Glycogenin(1-256)
tr|A0A2H0RJ15|A0A2H0RJ15_9BACT	GT-A	Glyco_tranf_GTA_type(36-252)
tr|A0A2H0ZGS5|A0A2H0ZGS5_CANAR	GT-A	GT8_Glycogenin(4-250)
tr|A0A2H2IL38|A0A2H2IL38_CAEJA	GT-A	GT8_Glycogenin(3-249)
tr|A0A2H2INF8|A0A2H2INF8_CAEJA	GT-A	GT8_Glycogenin(3-238)
tr|A0A2H2ZX89|A0A2H2ZX89_9HYPO	GT-A	GT8_Glycogenin(7-298)
tr|A0A2H3C5N6|A0A2H3C5N6_9AGAR	GT-A	GT8_Glycogenin(6-287)
tr|A0A2H3ED12|A0A2H3ED12_ARMGA	GT-A	GT8_Glycogenin(6-287)
tr|A0A2H3EXA0|A0A2H3EXA0_9HELO	GT-A	GT8_Glycogenin(77-367)
tr|A0A2H3EXA9|A0A2H3EXA9_9HELO	GT-A	Glyco_tranf_GTA_type(12-217)
tr|A0A2H3FA45|A0A2H3FA45_9HELO	GT-A	GT8_Glycogenin(12-301)
tr|A0A2H3FFF2|A0A2H3FFF2_9HELO	GT-A	GT8_Glycogenin(90-364)
tr|A0A2H3GNH0|A0A2H3GNH0_FUSOX	GT-A	GT8_Glycogenin(9-300)
tr|A0A2H3HB15|A0A2H3HB15_FUSOX	GT-A	GT8_Glycogenin(16-311)
tr|A0A2H3HDQ4|A0A2H3HDQ4_FUSOX	GT-A	GT8_Glycogenin(13-304)
tr|A0A2H3HSQ1|A0A2H3HSQ1_FUSOX	GT-A	GT8_Glycogenin(9-249)
tr|A0A2H3I5U4|A0A2H3I5U4_9EURO	GT-A	GT8_Glycogenin(7-276)
tr|A0A2H3ILQ9|A0A2H3ILQ9_9EURO	GT-A	GT8_Glycogenin(8-246)
tr|A0A2H3IQX6|A0A2H3IQX6_9EURO	GT-A	GT8_Glycogenin(12-300)
tr|A0A2H3IU53|A0A2H3IU53_WOLCO	GT-A	GT8_Glycogenin(6-286)
tr|A0A2H3SS17|A0A2H3SS17_FUSOX	GT-A	GT8_Glycogenin(16-311)
tr|A0A2H3T6A8|A0A2H3T6A8_FUSOX	GT-A	GT8_Glycogenin(9-249)
tr|A0A2H3THS3|A0A2H3THS3_FUSOX	GT-A	GT8_Glycogenin(13-304)
tr|A0A2H3TT81|A0A2H3TT81_FUSOX	GT-A	GT8_Glycogenin(9-300)
tr|A0A2H3X9T0|A0A2H3X9T0_PHODC	GT-A	Glyco_tranf_GTA_type(1-266)
tr|A0A2H3XBB9|A0A2H3XBB9_PHODC	GT-A	PLN00176(1-347)
tr|A0A2H3XP71|A0A2H3XP71_PHODC	GT-A	GT8_Glycogenin(317-562)
tr|A0A2H3YM91|A0A2H3YM91_PHODC	GT-A	PLN00176(1-337)
tr|A0A2H3YP63|A0A2H3YP63_PHODC	GT-A	PLN00176(1-353)
tr|A0A2H3ZEF6|A0A2H3ZEF6_PHODC	GT-A	PLN00176(1-335)
tr|A0A2H3ZX23|A0A2H3ZX23_PHODC	GT-A	GT8_Glycogenin(310-551)
tr|A0A2H3ZXZ3|A0A2H3ZXZ3_PHODC	GT-A	GT8_Glycogenin(317-561)
tr|A0A2H5EX87|A0A2H5EX87_9RHOB	GT-A	GT8_Glycogenin(35-282)
tr|A0A2H5N5U4|A0A2H5N5U4_CITUN	GT-A	PLN00176(3-313)
tr|A0A2H5N7L3|A0A2H5N7L3_CITUN	GT-A	PLN00176(14-329)
tr|A0A2H5N8Q6|A0A2H5N8Q6_CITUN	GT-A	PLN00176(1-336)
tr|A0A2H5NXQ1|A0A2H5NXQ1_CITUN	GT-A	PLN00176(2-337)
tr|A0A2H5PI37|A0A2H5PI37_CITUN	GT-A	Glyco_tranf_GTA_type(143-308)
tr|A0A2H5QEY6|A0A2H5QEY6_CITUN	GT-A	PLN00176(78-416)
tr|A0A2H5QT47|A0A2H5QT47_CITUN	GT-A	Glyco_tranf_GTA_type(18-213)
tr|A0A2H5QV53|A0A2H5QV53_CITUN	GT-A	GT8_Glycogenin(18-254)
tr|A0A2H5TJ76|A0A2H5TJ76_RHIID	GT-A	Glyco_tranf_GTA_type(6-307)
tr|A0A2I0AG78|A0A2I0AG78_9ASPA	GT-A	GT8_Glycogenin(275-520)
tr|A0A2I0AGL3|A0A2I0AGL3_9ASPA	GT-A	PLN00176(59-405)
tr|A0A2I0AI21|A0A2I0AI21_9ASPA	GT-A	GT8_Glycogenin(422-647)
tr|A0A2I0B7K7|A0A2I0B7K7_9ASPA	GT-A	GT8_Glycogenin(137-381)
tr|A0A2I0RNR7|A0A2I0RNR7_9PEZI	GT-A	Glyco_tranf_GTA_type(168-423)
tr|A0A2I0RUA3|A0A2I0RUA3_9PEZI	GT-A	GT8_Glycogenin(18-301)
tr|A0A2I0S5S4|A0A2I0S5S4_9PEZI	GT-A	Glyco_tranf_GTA_type(58-301)
tr|A0A2I1BXP7|A0A2I1BXP7_9EURO	GT-A	GT8_Glycogenin(29-324)
tr|A0A2I1H346|A0A2I1H346_9GLOM	GT-A	Glyco_tranf_GTA_type(6-307)
tr|A0A2I1H350|A0A2I1H350_9GLOM	GT-A	Glyco_tranf_GTA_type(6-307)
tr|A0A2I2F424|A0A2I2F424_9EURO	GT-A	GT8_Glycogenin(13-305)
tr|A0A2I2GFR7|A0A2I2GFR7_9EURO	GT-A	GT8_Glycogenin(10-285)
tr|A0A2I2U4H5|A0A2I2U4H5_FELCA	GT-A	GT8_Glycogenin(19-269)
tr|A0A2I2UMJ4|A0A2I2UMJ4_FELCA	GT-A	GT8_Glycogenin(28-279)
tr|A0A2I2ZD02|A0A2I2ZD02_GORGO	GT-A	GT8_Glycogenin(37-288)
tr|A0A2I2ZGN6|A0A2I2ZGN6_GORGO	GT-A	GT8_Glycogenin(9-258)
tr|A0A2I2ZW17|A0A2I2ZW17_GORGO	GT-A	GT8_Glycogenin(4-214)
tr|A0A2I3H2M8|A0A2I3H2M8_NOMLE	GT-A	GT8_Glycogenin(4-197)
tr|A0A2I3HUG5|A0A2I3HUG5_NOMLE	GT-A	GT8_Glycogenin(32-285)
tr|A0A2I3SYS9|A0A2I3SYS9_PANTR	GT-A	GT8_Glycogenin(9-258)
tr|A0A2I3T5G4|A0A2I3T5G4_PANTR	GT-A	GT8_Glycogenin(37-288)
tr|A0A2I3TSP8|A0A2I3TSP8_PANTR	GT-A	GT8_Glycogenin(4-227)
tr|A0A2I4AQ41|A0A2I4AQ41_9TELE	GT-A	GT8_Glycogenin(4-252)
tr|A0A2I4BXS7|A0A2I4BXS7_9TELE	GT-A	GT8_Glycogenin(34-285)
tr|A0A2I4D7B6|A0A2I4D7B6_9TELE	GT-A	GT8_Glycogenin(5-245)
tr|A0A2I4E4B3|A0A2I4E4B3_9ROSI	GT-A	PLN00176(1-335)
tr|A0A2I4EA37|A0A2I4EA37_9ROSI	GT-A	PLN00176(1-334)
tr|A0A2I4EA57|A0A2I4EA57_9ROSI	GT-A	PLN00176(1-334)
tr|A0A2I4EAS0|A0A2I4EAS0_9ROSI	GT-A	PLN00176(1-341)
tr|A0A2I4EDD9|A0A2I4EDD9_9ROSI	GT-A	PLN00176(1-345)
tr|A0A2I4EXV7|A0A2I4EXV7_9ROSI	GT-A	PLN00176(47-385)
tr|A0A2I4GI30|A0A2I4GI30_9ROSI	GT-A	GT8_Glycogenin(293-534)
tr|A0A2I4H5G5|A0A2I4H5G5_9ROSI	GT-A	PLN00176(1-334)
tr|A0A2I4HC53|A0A2I4HC53_9ROSI	GT-A	PLN00176(1-345)
tr|A0A2J5HJC6|A0A2J5HJC6_9EURO	GT-A	GT8_Glycogenin(13-301)
tr|A0A2J6K5S9|A0A2J6K5S9_LACSA	GT-A	GT8_Glycogenin(246-482)
tr|A0A2J6K8F9|A0A2J6K8F9_LACSA	GT-A	GT8_Glycogenin(278-522)
tr|A0A2J6KWH2|A0A2J6KWH2_LACSA	GT-A	PLN00176(1-333)
tr|A0A2J6LG90|A0A2J6LG90_LACSA	GT-A	PLN00176(1-339)
tr|A0A2J6LKV5|A0A2J6LKV5_LACSA	GT-A	GT8_Glycogenin(226-471)
tr|A0A2J6LL91|A0A2J6LL91_LACSA	GT-A	GT8_Glycogenin(299-541)
tr|A0A2J6Q520|A0A2J6Q520_9HELO	GT-A	Glyco_tranf_GTA_type(116-372)
tr|A0A2J6QC92|A0A2J6QC92_9HELO	GT-A	GT8_Glycogenin(13-301)
tr|A0A2J6S0B7|A0A2J6S0B7_9HELO	GT-A	GT8_Glycogenin(16-297)
tr|A0A2J6S3F4|A0A2J6S3F4_9HELO	GT-A	GT8_Glycogenin(12-301)
tr|A0A2J6SJ75|A0A2J6SJ75_9HELO	GT-A	Glyco_tranf_GTA_type(116-372)
tr|A0A2J6T1V3|A0A2J6T1V3_9HELO	GT-A	GT8_Glycogenin(14-308)
tr|A0A2J6TAM1|A0A2J6TAM1_9HELO	GT-A	Glyco_tranf_GTA_type(8-289)
tr|A0A2J6TS37|A0A2J6TS37_9HELO	GT-A	GT8_Glycogenin(13-301)
tr|A0A2K0VW15|A0A2K0VW15_GIBNY	GT-A	GT8_Glycogenin(9-300)
tr|A0A2K0WEI7|A0A2K0WEI7_GIBNY	GT-A	GT8_Glycogenin(16-311)
tr|A0A2K0WR86|A0A2K0WR86_GIBNY	GT-A	GT8_Glycogenin(9-249)
tr|A0A2K0WW97|A0A2K0WW97_GIBNY	GT-A	GT8_Glycogenin(13-304)
tr|A0A2K1R4T4|A0A2K1R4T4_POPTR	GT-A	Glyco_tranf_GTA_type(1-238)
tr|A0A2K1XU51|A0A2K1XU51_POPTR	GT-A	PLN00176(1-336)
tr|A0A2K1XZT7|A0A2K1XZT7_POPTR	GT-A	GT8_Glycogenin(140-376)
tr|A0A2K1ZSK9|A0A2K1ZSK9_POPTR	GT-A	GT8_Glycogenin(304-549)
tr|A0A2K2A9W0|A0A2K2A9W0_POPTR	GT-A	PLN00176(1-334)
tr|A0A2K2AAZ8|A0A2K2AAZ8_POPTR	GT-A	GT8_Glycogenin(257-493)
tr|A0A2K2ACC0|A0A2K2ACC0_POPTR	GT-A	GT8_Glycogenin(328-573)
tr|A0A2K3LJG1|A0A2K3LJG1_TRIPR	GT-A	Glyco_tranf_GTA_type(1-186)
tr|A0A2K3LZ18|A0A2K3LZ18_TRIPR	GT-A	GT8_Glycogenin(2-221)
tr|A0A2K3M5E7|A0A2K3M5E7_TRIPR	GT-A	GT8_Glycogenin(11-256)
tr|A0A2K3MGB6|A0A2K3MGB6_TRIPR	GT-A	Glyco_tranf_GTA_type(1-262)
tr|A0A2K3MXU8|A0A2K3MXU8_TRIPR	GT-A	GT8_Glycogenin(242-490)
tr|A0A2K3NMM2|A0A2K3NMM2_TRIPR	GT-A	GT8_Glycogenin(242-482)
tr|A0A2K3P336|A0A2K3P336_TRIPR	GT-A	GT8_Glycogenin(234-479)
tr|A0A2K3P8T3|A0A2K3P8T3_TRIPR	GT-A	PLN00176(1-339)
tr|A0A2K3PRJ1|A0A2K3PRJ1_TRIPR	GT-A	GT8_Glycogenin(14-258)
tr|A0A2K3QC74|A0A2K3QC74_9HYPO	GT-A	GT8_Glycogenin(53-345)
tr|A0A2K5DG69|A0A2K5DG69_AOTNA	GT-A	GT8_Glycogenin(35-286)
tr|A0A2K5F049|A0A2K5F049_AOTNA	GT-A	GT8_Glycogenin(4-254)
tr|A0A2K5IZ51|A0A2K5IZ51_COLAP	GT-A	GT8_Glycogenin(37-288)
tr|A0A2K5JGD3|A0A2K5JGD3_COLAP	GT-A	GT8_Glycogenin(9-258)
tr|A0A2K5LXM9|A0A2K5LXM9_CERAT	GT-A	GT8_Glycogenin(4-213)
tr|A0A2K5MT54|A0A2K5MT54_CERAT	GT-A	GT8_Glycogenin(4-211)
tr|A0A2K5NLG1|A0A2K5NLG1_CERAT	GT-A	GT8_Glycogenin(37-288)
tr|A0A2K5NM51|A0A2K5NM51_CERAT	GT-A	GT8_Glycogenin(9-258)
tr|A0A2K5NR29|A0A2K5NR29_CERAT	GT-A	Glyco_tranf_GTA_type(4-211)
tr|A0A2K5PDF2|A0A2K5PDF2_CEBCA	GT-A	GT8_Glycogenin(4-254)
tr|A0A2K5PUW0|A0A2K5PUW0_CEBCA	GT-A	GT8_Glycogenin(6-214)
tr|A0A2K5PYS7|A0A2K5PYS7_CEBCA	GT-A	GT8_Glycogenin(4-159)
tr|A0A2K5Y765|A0A2K5Y765_MANLE	GT-A	GT8_Glycogenin(2-252)
tr|A0A2K5ZJA9|A0A2K5ZJA9_MANLE	GT-A	GT8_Glycogenin(37-288)
tr|A0A2K5ZNX0|A0A2K5ZNX0_MANLE	GT-A	Glyco_tranf_GTA_type(4-212)
tr|A0A2K6BD16|A0A2K6BD16_MACNE	GT-A	GT8_Glycogenin(9-258)
tr|A0A2K6CS56|A0A2K6CS56_MACNE	GT-A	GT8_Glycogenin(37-288)
tr|A0A2K6G9M9|A0A2K6G9M9_PROCO	GT-A	GT8_Glycogenin(4-254)
tr|A0A2K6KIV0|A0A2K6KIV0_RHIBE	GT-A	GT8_Glycogenin(4-207)
tr|A0A2K6M5L7|A0A2K6M5L7_RHIBE	GT-A	GT8_Glycogenin(15-224)
tr|A0A2K6MJX2|A0A2K6MJX2_RHIBE	GT-A	GT8_Glycogenin(4-254)
tr|A0A2K6PHN2|A0A2K6PHN2_RHIRO	GT-A	GT8_Glycogenin(4-207)
tr|A0A2K6Q3W3|A0A2K6Q3W3_RHIRO	GT-A	GT8_Glycogenin(37-288)
tr|A0A2K6Q6K9|A0A2K6Q6K9_RHIRO	GT-A	GT8_Glycogenin(9-258)
tr|A0A2K6S470|A0A2K6S470_SAIBB	GT-A	GT8_Glycogenin(27-278)
tr|A0A2K6V1N8|A0A2K6V1N8_SAIBB	GT-A	GT8_Glycogenin(64-314)
tr|A0A2K9F1M0|A0A2K9F1M0_9RHOB	GT-A	GT8_Glycogenin(15-260)
tr|A0A2K9MFZ4|A0A2K9MFZ4_9RHOB	GT-A	Glyco_tranf_GTA_type(4-260)
tr|A0A2L0PJ33|A0A2L0PJ33_VITS1	GT-A	Glyco_tranf_GTA_type(15-268)
tr|A0A2L0WDJ8|A0A2L0WDJ8_9RHIZ	GT-A	Glyco_tranf_GTA_type(7-286)
tr|A0A2N3N5I4|A0A2N3N5I4_9PEZI	GT-A	GT8_Glycogenin(167-458)
tr|A0A2N5S856|A0A2N5S856_9BASI	GT-A	GT8_Glycogenin(4-276)
tr|A0A2N5TUV4|A0A2N5TUV4_9BASI	GT-A	GT8_Glycogenin(4-276)
tr|A0A2N6NHE9|A0A2N6NHE9_BEABA	GT-A	GT8_Glycogenin(16-314)
tr|A0A2P4H659|A0A2P4H659_QUESU	GT-A	Glyco_tranf_GTA_type(146-387)
tr|A0A2P4HJ16|A0A2P4HJ16_QUESU	GT-A	GT8_Glycogenin(9-298)
tr|A0A2P4IQJ9|A0A2P4IQJ9_QUESU	GT-A	PLN00176(1-337)
tr|A0A2P4K5W6|A0A2P4K5W6_QUESU	GT-A	GT8_Glycogenin(9-297)
tr|A0A2P4LCJ1|A0A2P4LCJ1_QUESU	GT-A	Glyco_tranf_GTA_type(147-385)
tr|A0A2P4LHM8|A0A2P4LHM8_QUESU	GT-A	PLN00176(1-336)
tr|A0A2P4LS38|A0A2P4LS38_QUESU	GT-A	PLN00176(1-340)
tr|A0A2P4M484|A0A2P4M484_QUESU	GT-A	PLN00176(43-354)
tr|A0A2P4M4J5|A0A2P4M4J5_QUESU	GT-A	PLN00176(1-326)
tr|A0A2P4MCD1|A0A2P4MCD1_QUESU	GT-A	GT8_Glycogenin(136-364)
tr|A0A2P4MFF0|A0A2P4MFF0_QUESU	GT-A	GT8_Glycogenin(18-303)
tr|A0A2P4MLS2|A0A2P4MLS2_QUESU	GT-A	Glyco_tranf_GTA_type(1-261)
tr|A0A2P4MUA2|A0A2P4MUA2_QUESU	GT-A	PLN00176(1-336)
tr|A0A2P4MUA8|A0A2P4MUA8_QUESU	GT-A	PLN00176(1-331)
tr|A0A2P4MUE1|A0A2P4MUE1_QUESU	GT-A	PLN00176(2-318)
tr|A0A2P4NAZ7|A0A2P4NAZ7_QUESU	GT-A	GT8_Glycogenin(273-508)
tr|A0A2P4TC01|A0A2P4TC01_BAMTH	GT-A	GT8_Glycogenin(1-251)
tr|A0A2P4ZFV8|A0A2P4ZFV8_9HYPO	GT-A	GT8_Glycogenin(9-249)
tr|A0A2P5AZS6|A0A2P5AZS6_9ROSA	GT-A	PLN00176(1-349)
tr|A0A2P5B568|A0A2P5B568_9ROSA	GT-A	GT8_Glycogenin(301-538)
tr|A0A2P5BBG0|A0A2P5BBG0_PARAD	GT-A	PLN00176(1-335)
tr|A0A2P5CL54|A0A2P5CL54_PARAD	GT-A	PLN00176(1-340)
tr|A0A2P5CV83|A0A2P5CV83_PARAD	GT-A	PLN00176(12-333)
tr|A0A2P5D8M9|A0A2P5D8M9_PARAD	GT-A	PLN00176(1-341)
tr|A0A2P5DSZ2|A0A2P5DSZ2_PARAD	GT-A	GT8_Glycogenin(297-534)
tr|A0A2P5E833|A0A2P5E833_9ROSA	GT-A	PLN00176(1-341)
tr|A0A2P5F5S3|A0A2P5F5S3_9ROSA	GT-A	PLN00176(12-333)
tr|A0A2P5FME3|A0A2P5FME3_9ROSA	GT-A	PLN00176(1-334)
tr|A0A2P5HLH0|A0A2P5HLH0_9PEZI	GT-A	GT8_Glycogenin(39-331)
tr|A0A2P5HRS7|A0A2P5HRS7_9PEZI	GT-A	GT8_Glycogenin(9-248)
tr|A0A2P5QLI3|A0A2P5QLI3_GOSBA	GT-A	GT8_Glycogenin(257-502)
tr|A0A2P5QWB3|A0A2P5QWB3_GOSBA	GT-A	PLN00176(2-332)
tr|A0A2P5RDM1|A0A2P5RDM1_GOSBA	GT-A	PLN00176(1-342)
tr|A0A2P5RFZ0|A0A2P5RFZ0_GOSBA	GT-A	GT8_Glycogenin(106-343)
tr|A0A2P5RRM9|A0A2P5RRM9_GOSBA	GT-A	PLN00176(2-320)
tr|A0A2P5RRX7|A0A2P5RRX7_GOSBA	GT-A	PLN00176(1-337)
tr|A0A2P5RYT3|A0A2P5RYT3_GOSBA	GT-A	GT8_Glycogenin(193-438)
tr|A0A2P5SLG3|A0A2P5SLG3_GOSBA	GT-A	PLN00176(1-330)
tr|A0A2P5SPZ1|A0A2P5SPZ1_GOSBA	GT-A	PLN00176(1-338)
tr|A0A2P5SPZ5|A0A2P5SPZ5_GOSBA	GT-A	PLN00176(2-328)
tr|A0A2P5SQ36|A0A2P5SQ36_GOSBA	GT-A	PLN00176(1-338)
tr|A0A2P6K399|A0A2P6K399_NEPCL	GT-A	GT8_Glycogenin(6-163)
tr|A0A2P6KMI2|A0A2P6KMI2_NEPCL	GT-A	GT8_Glycogenin(474-760)
tr|A0A2P6L6U6|A0A2P6L6U6_NEPCL	GT-A	GT8_Glycogenin(21-232)
tr|A0A2P6PWN6|A0A2P6PWN6_ROSCH	GT-A	PLN00176(4-316)
tr|A0A2P6QZC1|A0A2P6QZC1_ROSCH	GT-A	PLN00176(11-328)
tr|A0A2P6R3W8|A0A2P6R3W8_ROSCH	GT-A	PLN00176(2-340)
tr|A0A2P6R7M6|A0A2P6R7M6_ROSCH	GT-A	PLN00176(1-340)
tr|A0A2P6R7Q1|A0A2P6R7Q1_ROSCH	GT-A	PLN00176(1-338)
tr|A0A2P6RFA6|A0A2P6RFA6_ROSCH	GT-A	PLN00176(1-341)
tr|A0A2P6TQ71|A0A2P6TQ71_CHLSO	GT-A	Glyco_tranf_GTA_type(123-353)
tr|A0A2P6TUI0|A0A2P6TUI0_CHLSO	GT-A	Glyco_tranf_GTA_type(31-245)
tr|A0A2P6VBI2|A0A2P6VBI2_9CHLO	GT-A	Glyco_tranf_GTA_type(51-245)
tr|A0A2P6VEZ1|A0A2P6VEZ1_9CHLO	GT-A	GT8_Glycogenin(38-290)
tr|A0A2P8NFS4|A0A2P8NFS4_9RHIZ	GT-A	Glyco_tranf_GTA_type(6-254)
tr|A0A2R2MJS7|A0A2R2MJS7_LINUN	GT-A	GT8_Glycogenin(10-260)
tr|A0A2R2ML40|A0A2R2ML40_LINUN	GT-A	GT8_Glycogenin(10-260)
tr|A0A2R5GQU3|A0A2R5GQU3_9STRA	GT-A	Glyco_tranf_GTA_type(94-357)
tr|A0A2R5GSH7|A0A2R5GSH7_9STRA	GT-A	Glyco_tranf_GTA_type(242-413)
tr|A0A2R6P3I4|A0A2R6P3I4_ACTCH	GT-A	PLN00176(2-328)
tr|A0A2R6PVU7|A0A2R6PVU7_ACTCH	GT-A	PLN00176(12-324)
tr|A0A2R6Q1H1|A0A2R6Q1H1_ACTCH	GT-A	PLN00176(1-330)
tr|A0A2R6QL65|A0A2R6QL65_ACTCH	GT-A	GT8_Glycogenin(257-493)
tr|A0A2R6QR60|A0A2R6QR60_ACTCH	GT-A	PLN00176(2-329)
tr|A0A2R6R155|A0A2R6R155_ACTCH	GT-A	Glyco_tranf_GTA_type(1-282)
tr|A0A2R6RBK4|A0A2R6RBK4_ACTCH	GT-A	GT8_Glycogenin(264-495)
tr|A0A2R6RDK4|A0A2R6RDK4_ACTCH	GT-A	PLN00176(1-331)
tr|A0A2R6RF28|A0A2R6RF28_ACTCH	GT-A	PLN00176(1-331)
tr|A0A2R6RJS8|A0A2R6RJS8_ACTCH	GT-A	GT8_Glycogenin(289-534)
tr|A0A2R6XT79|A0A2R6XT79_MARPO	GT-A	Glyco_tranf_GTA_type(40-311)
tr|A0A2R8APX8|A0A2R8APX8_9RHOB	GT-A	Glyco_tranf_GTA_type(4-278)
tr|A0A2R8BYX4|A0A2R8BYX4_9RHOB	GT-A	Glyco_tranf_GTA_type(4-263)
tr|A0A2R8ZCK8|A0A2R8ZCK8_PANPA	GT-A	GT8_Glycogenin(4-227)
tr|A0A2R9ASR4|A0A2R9ASR4_PANPA	GT-A	GT8_Glycogenin(9-258)
tr|A0A2R9CGA2|A0A2R9CGA2_PANPA	GT-A	GT8_Glycogenin(37-288)
tr|A0A2S5ITX4|A0A2S5ITX4_9MICC	GT-A	GT8_Glycogenin(2-274)
tr|A0A2S6BDY0|A0A2S6BDY0_9RHIZ	GT-A	Glyco_tranf_GTA_type(8-287)
tr|A0A2S9I6C4|A0A2S9I6C4_9GAMM	GT-A	GT8_Glycogenin(2-274)
tr|A0A2T0JVQ3|A0A2T0JVQ3_9RHIZ	GT-A	Glyco_tranf_GTA_type(7-284)
tr|A0A2T0RR41|A0A2T0RR41_9RHOB	GT-A	Glyco_tranf_GTA_type(16-281)
tr|A0A2T0WTM7|A0A2T0WTM7_9RHOB	GT-A	GT8_Glycogenin(14-266)
tr|A0A2T4JNJ1|A0A2T4JNJ1_9RHOB	GT-A	GT8_Glycogenin(12-254)
tr|A0A2T5B614|A0A2T5B614_MYCDI	GT-A	Glyco_tranf_GTA_type(5-280)
tr|A0A2T5HWN0|A0A2T5HWN0_9RHOB	GT-A	Glyco_tranf_GTA_type(86-199)
tr|A0A2T6AJT1|A0A2T6AJT1_9FLAO	GT-A	Glyco_tranf_GTA_type(7-240)
tr|A0A2T6ARL0|A0A2T6ARL0_9RHOB	GT-A	GT8_Glycogenin(17-265)
tr|A1B5V0|A1B5V0_PARDP	GT-A	Glyco_tranf_GTA_type(2-258)
tr|A1C8Q1|A1C8Q1_ASPCL	GT-A	GT8_Glycogenin(16-311)
tr|A1CN23|A1CN23_ASPCL	GT-A	Glyco_tranf_GTA_type(28-243)
tr|A1CVJ5|A1CVJ5_NEOFI	GT-A	Glyco_tranf_GTA_type(48-305)
tr|A1D472|A1D472_NEOFI	GT-A	GT8_Glycogenin(30-255)
tr|A1DAM2|A1DAM2_NEOFI	GT-A	GT8_Glycogenin(37-332)
tr|A1DKW3|A1DKW3_NEOFI	GT-A	Glyco_tranf_GTA_type(84-350)
tr|A2E1H9|A2E1H9_TRIVA	GT-A	Glyco_tranf_GTA_type(52-296)
tr|A2ERC5|A2ERC5_TRIVA	GT-A	Glyco_tranf_GTA_type(44-196)
tr|A2FZB1|A2FZB1_TRIVA	GT-A	Glyco_tranf_GTA_type(52-297)
tr|A2QXX9|A2QXX9_ASPNC	GT-A	GT8_Glycogenin(16-307)
tr|A2XG08|A2XG08_ORYSI	GT-A	PLN00176(1-341)
tr|A2YQ42|A2YQ42_ORYSI	GT-A	PLN00176(1-327)
tr|A3K1G1|A3K1G1_9RHOB	GT-A	GT8_Glycogenin(3-247)
tr|A3LQ29|A3LQ29_PICST	GT-A	GT8_Glycogenin(4-250)
tr|A4PBN5|A4PBN5_WHEAT	GT-A	PLN00176(1-323)
tr|A4WTY2|A4WTY2_RHOS5	GT-A	GT8_Glycogenin(13-259)
tr|A5DB99|A5DB99_PICGU	GT-A	Glyco_tranf_GTA_type(4-323)
tr|A5DLS6|A5DLS6_PICGU	GT-A	GT8_Glycogenin(3-235)
tr|A5DVM4|A5DVM4_LODEL	GT-A	Glyco_tranf_GTA_type(3-379)
tr|A5DZB1|A5DZB1_LODEL	GT-A	GT8_Glycogenin(7-245)
tr|A6R2I4|A6R2I4_AJECN	GT-A	GT8_Glycogenin(18-290)
tr|A7E6G9|A7E6G9_SCLS1	GT-A	GT8_Glycogenin(13-295)
tr|A7F8Q3|A7F8Q3_SCLS1	GT-A	Glyco_tranf_GTA_type(98-361)
tr|A7RJM0|A7RJM0_NEMVE	GT-A	GT8_Glycogenin(34-279)
tr|A7S1D1|A7S1D1_NEMVE	GT-A	GT8_Glycogenin(121-370)
tr|A7S5W4|A7S5W4_NEMVE	GT-A	Glyco_tranf_GTA_type(47-321)
tr|A7SRP6|A7SRP6_NEMVE	GT-A	GT8_Glycogenin(9-261)
tr|A7TGP4|A7TGP4_VANPO	GT-A	GT8_Glycogenin(10-276)
tr|A7TGP8|A7TGP8_VANPO	GT-A	Glyco_tranf_GTA_type(205-443)
tr|A7UR69|A7UR69_ANOGA	GT-A	GT8_Glycogenin(4-253)
tr|A8Q9N1|A8Q9N1_MALGO	GT-A	Glyco_tranf_GTA_type(1-255)
tr|A8XHE6|A8XHE6_CAEBR	GT-A	GT8_Glycogenin(3-243)
tr|A9D128|A9D128_HOEPD	GT-A	Glyco_tranf_GTA_type(1-284)
tr|A9PA68|A9PA68_POPTR	GT-A	PLN00176(1-338)
tr|A9PBH8|A9PBH8_POPTR	GT-A	PLN00176(1-336)
tr|A9RPM7|A9RPM7_PHYPA	GT-A	GT8_Glycogenin(238-482)
tr|A9UWB6|A9UWB6_MONBE	GT-A	GT8_Glycogenin(3-225)
tr|B0CQH6|B0CQH6_LACBS	GT-A	GT8_Glycogenin(7-279)
tr|B0CRB8|B0CRB8_LACBS	GT-A	GT8_Glycogenin(5-254)
tr|B0DLS7|B0DLS7_LACBS	GT-A	Glyco_tranf_GTA_type(88-306)
tr|B2B5U2|B2B5U2_PODAN	GT-A	GT8_Glycogenin(10-249)
