tr|A0A1X7NV23|A0A1X7NV23_AZOLI	TPR_11|GT-A	TPR_11(25-57)|Glyco_transf_17(312-418)
tr|A0A2E9KWI1|A0A2E9KWI1_9SPIR	GT-A	Glyco_transf_17(4-112)
tr|A0A2G1QH74|A0A2G1QH74_9RHIZ	GT-A	Glyco_transf_17(5-118)
tr|A0A2G5H9Y8|A0A2G5H9Y8_CERBT	GT-A	Glyco_transf_17(58-303)
tr|A0A2G8SNZ1|A0A2G8SNZ1_9APHY	GT-A	Glyco_transf_17(4-323)
tr|A0A2H2ZVQ9|A0A2H2ZVQ9_9HYPO	GT-A	Glyco_transf_17(67-357)
tr|A0A2H3D911|A0A2H3D911_ARMGA	GT-A	Glyco_transf_17(4-361)
tr|A0A2H3H2G9|A0A2H3H2G9_FUSOX	GT-A	Glyco_transf_17(60-363)
tr|A0A2H3TFR8|A0A2H3TFR8_FUSOX	GT-A	Glyco_transf_17(56-361)
tr|A0A2H3THG2|A0A2H3THG2_FUSOX	GT-A	Glyco_transf_17(60-363)
tr|A0A2H3YWW3|A0A2H3YWW3_PHODC	GT-A	Glyco_transf_17(28-362)
tr|A0A2I0RHE1|A0A2I0RHE1_9PEZI	GT-A	Glyco_transf_17(7-318)
tr|A0A2I0RY55|A0A2I0RY55_9PEZI	GT-A	Glyco_transf_17(59-351)
tr|A0A2I3HIN4|A0A2I3HIN4_NOMLE	GT-A	Glyco_transf_17(179-476)
tr|A0A2J6KRU5|A0A2J6KRU5_LACSA	GT-A	Glyco_transf_17(9-356)
tr|A0A2J6QK38|A0A2J6QK38_9HELO	GT-A	Glyco_transf_17(7-271)
tr|A0A2J6RSN0|A0A2J6RSN0_9HELO	GT-A	Glyco_transf_17(78-374)
tr|A0A2J6T0N5|A0A2J6T0N5_9HELO	GT-A	Glyco_transf_17(78-373)
tr|A0A2J7Q525|A0A2J7Q525_9NEOP	GT-A	Glyco_transf_17(151-310)
tr|A0A2K0WHI7|A0A2K0WHI7_GIBNY	GT-A	Glyco_transf_17(60-363)
tr|A0A2K3LE51|A0A2K3LE51_TRIPR	GT-A	Glyco_transf_17(1-332)
tr|A0A2K3QJQ2|A0A2K3QJQ2_9HYPO	GT-A	Glyco_transf_17(98-317)
tr|A0A2K5C1X9|A0A2K5C1X9_AOTNA	GT-A	Glyco_transf_17(201-498)
tr|A0A2K5HR89|A0A2K5HR89_COLAP	GT-A	Glyco_transf_17(99-369)
tr|A0A2K5P941|A0A2K5P941_CEBCA	GT-A	Glyco_transf_17(201-498)
tr|A0A2K5XPS4|A0A2K5XPS4_MANLE	GT-A	Glyco_transf_17(201-498)
tr|A0A2K6EQE6|A0A2K6EQE6_PROCO	GT-A	Glyco_transf_17(201-498)
tr|A0A2K6N465|A0A2K6N465_RHIBE	GT-A	Glyco_transf_17(201-484)
tr|A0A2K6NM20|A0A2K6NM20_RHIRO	GT-A	Glyco_transf_17(201-498)
tr|A0A2N3IHR4|A0A2N3IHR4_9BACT	GT-A	Glyco_transf_17(2-120)
tr|A0A2N6NCT9|A0A2N6NCT9_BEABA	GT-A	Glyco_transf_17(3-266)
tr|A0A2N6NPB7|A0A2N6NPB7_BEABA	GT-A	Glyco_transf_17(49-297)
tr|A0A2N6P0E5|A0A2N6P0E5_BEABA	GT-A	Glyco_transf_17(50-359)
tr|A0A2N7X5N5|A0A2N7X5N5_9BURK	GT-A	Glyco_transf_17(7-121)
tr|A0A2P4IV97|A0A2P4IV97_QUESU	GT-A	Glyco_transf_17(72-373)
tr|A0A2P4ZJ46|A0A2P4ZJ46_9HYPO	GT-A	Glyco_transf_17(74-364)
tr|A0A2P5I8A4|A0A2P5I8A4_9PEZI	GT-A	Glyco_transf_17(74-438)
tr|A0A2P5Q2P4|A0A2P5Q2P4_GOSBA	GT-A	Glyco_transf_17(27-360)
tr|A0A2R8MXB9|A0A2R8MXB9_CALJA	GT-A	Glyco_transf_17(201-498)
tr|A0A2R8ZNN5|A0A2R8ZNN5_PANPA	GT-A	Glyco_transf_17(201-498)
tr|A0A2U1WSX2|A0A2U1WSX2_9PROT	GT-A	Glyco_transf_17(2-235)
tr|A1ZR62|A1ZR62_9BACT	GT-A	Glyco_transf_17(2-276)
tr|A2D8P2|A2D8P2_TRIVA	GT-A	Glyco_transf_17(1-192)
tr|A2FM37|A2FM37_TRIVA	GT-A	Glyco_transf_17(33-240)
tr|A2FVY7|A2FVY7_TRIVA	GT-A	Glyco_transf_17(4-213)
tr|A2G265|A2G265_TRIVA	GT-A	Glyco_transf_17(2-173)
tr|A2GH28|A2GH28_TRIVA	GT-A	Glyco_transf_17(62-188)
tr|A3J1G1|A3J1G1_9FLAO	GT-A	Glyco_transf_17(2-277)
tr|A4SZV1|A4SZV1_POLAQ	GT-A	Glyco_transf_17(2-217)
tr|A6QV08|A6QV08_AJECN	GT-A	Glyco_transf_17(38-353)
tr|A7E7Z0|A7E7Z0_SCLS1	GT-A	Glyco_transf_17(18-187)
tr|A7RZK5|A7RZK5_NEMVE	GT-A	Glyco_transf_17(32-333)
tr|A7SNC3|A7SNC3_NEMVE	GT-A	Glyco_transf_17(40-266)
tr|B1XT92|B1XT92_POLNS	GT-A	Glyco_transf_17(3-252)
tr|B2AY43|B2AY43_PODAN	GT-A	Glyco_transf_17(448-750)
tr|B6IYI4|B6IYI4_RHOCS	GT-A	Glyco_transf_17(2-213)
tr|B7P3A0|B7P3A0_IXOSC	GT-A	Glyco_transf_17(56-375)
tr|B7Q656|B7Q656_IXOSC	GT-A	Glyco_transf_17(154-447)
tr|C5GMM3|C5GMM3_AJEDR	GT-A	Glyco_transf_17(70-334)
tr|C5LAW5|C5LAW5_PERM5	GT-A	Glyco_transf_17(4-144)
tr|C7YYG3|C7YYG3_NECH7	GT-A	Glyco_transf_17(30-348)
tr|C9LXT7|C9LXT7_SELS3	GT-A	Glyco_transf_17(3-124)
tr|D0RRF2|D0RRF2_9PROT	GT-A	Glyco_transf_17(4-234)
tr|D2A2H4|D2A2H4_TRICA	GT-A	Glyco_transf_17(110-238)
tr|D8Q9P7|D8Q9P7_SCHCM	GT-A	Glyco_transf_17(32-365)
tr|D8R9B5|D8R9B5_SELML	GT-A	Glyco_transf_17(26-356)
tr|D8S5S9|D8S5S9_SELML	GT-A	Glyco_transf_17(7-357)
tr|E0RX44|E0RX44_BUTPB	GT-A	Glyco_transf_17(2-138)
tr|E1BJA5|E1BJA5_BOVIN	GT-A	Glyco_transf_17(204-501)
tr|E3E671|E3E671_PAEPS	GT-A	Glyco_transf_17(9-134)
tr|E6V0G4|E6V0G4_VARPE	GT-A	Glyco_transf_17(310-563)
tr|E9DR90|E9DR90_METAQ	GT-A	Glyco_transf_17(72-335)
tr|E9F7E6|E9F7E6_METRA	GT-A	Glyco_transf_17(74-335)
tr|E9G6S0|E9G6S0_DAPPU	GT-A	Glyco_transf_17(43-196)
tr|E9GIE2|E9GIE2_DAPPU	GT-A	Glyco_transf_17(74-232)
tr|F1Q7E1|F1Q7E1_DANRE	GT-A	Glyco_transf_17(195-493)
tr|F2IVH9|F2IVH9_POLGS	GT-A	Glyco_transf_17(2-116)
tr|F2L7D8|F2L7D8_BURGS	GT-A	Glyco_transf_17(3-276)
tr|F4PLL7|F4PLL7_CAVFA	GT-A	Glyco_transf_17(134-273)
tr|F4PN85|F4PN85_CAVFA	GT-A	Glyco_transf_17(164-308)
tr|F6CZ89|F6CZ89_MARPP	GT-A	Glyco_transf_17(2-262)
tr|F6CZN7|F6CZN7_MARPP	GT-A	Glyco_transf_17(2-225)
tr|F6HHA5|F6HHA5_VITVI	GT-A	Glyco_transf_17(26-361)
tr|F6VPP4|F6VPP4_MONDO	GT-A	Glyco_transf_17(208-505)
tr|F7AG14|F7AG14_XENTR	GT-A	Glyco_transf_17(193-416)
tr|F7AV74|F7AV74_ORNAN	GT-A	Glyco_transf_17(196-493)
tr|F7GFR4|F7GFR4_MACMU	GT-A	Glyco_transf_17(201-498)
tr|F7K6A2|F7K6A2_9FIRM	GT-A	Glyco_transf_17(2-113)
tr|F7VFU8|F7VFU8_9PROT	GT-A	Glyco_transf_17(2-211)
tr|F9G551|F9G551_FUSOF	GT-A	Glyco_transf_17(60-363)
tr|F9X5E8|F9X5E8_ZYMTI	GT-A	Glyco_transf_17(1-268)
tr|F9XK53|F9XK53_ZYMTI	GT-A	Glyco_transf_17(2-300)
tr|G0RRF8|G0RRF8_HYPJQ	GT-A	Glyco_transf_17(67-357)
tr|G1KGT7|G1KGT7_ANOCA	GT-A	Glyco_transf_17(194-492)
tr|G1P4R0|G1P4R0_MYOLU	GT-A	Glyco_transf_17(201-498)
tr|G1TGE5|G1TGE5_RABIT	GT-A	Glyco_transf_17(167-464)
tr|G1TWQ8|G1TWQ8_RABIT	GT-A	Glyco_transf_17(8-367)
tr|G1XHL5|G1XHL5_ARTOA	GT-A	Glyco_transf_17(2-269)
tr|G2Q6U0|G2Q6U0_MYCTT	GT-A	Glyco_transf_17(48-343)
tr|G2R4R0|G2R4R0_THITE	GT-A	Glyco_transf_17(14-344)
tr|G2YNL2|G2YNL2_BOTF4	GT-A	Glyco_transf_17(14-306)
tr|G3IHD8|G3IHD8_CRIGR	GT-A	Glyco_transf_17(204-501)
tr|G3J5C2|G3J5C2_CORMM	GT-A	Glyco_transf_17(47-318)
tr|G3J7E8|G3J7E8_CORMM	GT-A	Glyco_transf_17(52-332)
tr|G3J7M1|G3J7M1_CORMM	GT-A	Glyco_transf_17(7-328)
tr|G3SGI8|G3SGI8_GORGO	GT-A	Glyco_transf_17(201-498)
tr|G3WMW1|G3WMW1_SARHA	GT-A	Glyco_transf_17(208-505)
tr|G4MSE5|G4MSE5_MAGO7	GT-A	Glyco_transf_17(50-355)
tr|G5AYV3|G5AYV3_HETGA	GT-A	Glyco_transf_17(207-504)
tr|G7E5Q4|G7E5Q4_MIXOS	GT-A	Glyco_transf_17(195-370)
tr|G7JE73|G7JE73_MEDTR	GT-A	Glyco_transf_17(31-361)
tr|G7PFK9|G7PFK9_MACFA	GT-A	Glyco_transf_17(201-498)
tr|G8ASY9|G8ASY9_AZOBR	GT-A	Glyco_transf_17(295-532)
tr|G8PI09|G8PI09_PSEUV	GT-A	Glyco_transf_17(3-280)
tr|G8RVQ4|G8RVQ4_MYCRN	GT-A	Glyco_transf_17(9-132)
tr|G9N891|G9N891_HYPVG	GT-A	Glyco_transf_17(69-359)
tr|G9NNK4|G9NNK4_HYPAI	GT-A	Glyco_transf_17(62-352)
tr|H0XL79|H0XL79_OTOGA	GT-A	Glyco_transf_17(201-498)
tr|H0ZIY8|H0ZIY8_TAEGU	GT-A	Glyco_transf_17(177-474)
tr|H2M4Q9|H2M4Q9_ORYLA	GT-A	Glyco_transf_17(204-513)
tr|H2P4F9|H2P4F9_PONAB	GT-A	Glyco_transf_17(201-498)
tr|H2QLQ5|H2QLQ5_PANTR	GT-A	Glyco_transf_17(201-498)
tr|H2RIW0|H2RIW0_TAKRU	GT-A	Glyco_transf_17(215-524)
tr|H2ZUF2|H2ZUF2_LATCH	GT-A	Glyco_transf_17(191-414)
tr|H3AXC8|H3AXC8_LATCH	GT-A	Glyco_transf_17(40-256)
tr|H6C506|H6C506_EXODN	GT-A	Glyco_transf_17(91-372)
tr|I0GUB9|I0GUB9_SELRL	GT-A	Glyco_transf_17(4-118)
tr|I0YUQ9|I0YUQ9_COCSC	GT-A	Glyco_transf_17(2-264)
tr|I0YZ65|I0YZ65_COCSC	GT-A	Glyco_transf_17(2-307)
tr|I0Z0W4|I0Z0W4_COCSC	GT-A	Glyco_transf_17(34-286)
tr|I1RNP0|I1RNP0_GIBZE	GT-A	Glyco_transf_17(7-363)
tr|I2G0M6|I2G0M6_USTH4	GT-A	Glyco_transf_17(17-370)
tr|I3K8F0|I3K8F0_ORENI	GT-A	Glyco_transf_17(208-517)
tr|I3TT64|I3TT64_TISMK	GT-A	Glyco_transf_17(2-136)
tr|I4B7L8|I4B7L8_TURPD	GT-A	Glyco_transf_17(7-307)
tr|J3NRU4|J3NRU4_GAGT3	GT-A	Glyco_transf_17(49-373)
tr|J4KQA1|J4KQA1_BEAB2	GT-A	Glyco_transf_17(50-359)
tr|J4VXZ3|J4VXZ3_BEAB2	GT-A	Glyco_transf_17(49-351)
tr|J4W1V4|J4W1V4_BEAB2	GT-A	Glyco_transf_17(65-364)
tr|J5JJP9|J5JJP9_BEAB2	GT-A	Glyco_transf_17(86-306)
tr|J9YV56|J9YV56_9PROT	GT-A	Glyco_transf_17(8-287)
tr|J9YYH6|J9YYH6_9PROT	GT-A	Glyco_transf_17(26-267)
tr|K0T6A6|K0T6A6_THAOC	GT-A	Glyco_transf_17(151-424)
tr|K1VMI1|K1VMI1_TRIAC	GT-A	Glyco_transf_17(31-352)
tr|K1XKP7|K1XKP7_MARBU	GT-A	Glyco_transf_17(91-356)
tr|K4ZLQ3|K4ZLQ3_PAEAL	GT-A	Glyco_transf_17(9-134)
tr|K5W2U7|K5W2U7_AGABU	GT-A	Glyco_transf_17(6-361)
tr|K7F1M2|K7F1M2_PELSI	GT-A	Glyco_transf_17(193-490)
tr|K8YTZ7|K8YTZ7_NANGC	GT-A	Glyco_transf_17(71-209)
tr|L1IQ62|L1IQ62_GUITH	GT-A	Glyco_transf_17(439-605)
tr|L1ITJ4|L1ITJ4_GUITH	GT-A	Glyco_transf_17(84-331)
tr|L1JCW8|L1JCW8_GUITH	GT-A	Glyco_transf_17(175-434)
tr|L2G9B7|L2G9B7_COLGN	GT-A	Glyco_transf_17(76-366)
tr|L5K8I0|L5K8I0_PTEAL	GT-A	Glyco_transf_17(199-496)
tr|L8G5J5|L8G5J5_PSED2	GT-A	Glyco_transf_17(147-417)
tr|L8GX93|L8GX93_ACACA	GT-A	Glyco_transf_17(3-210)
tr|L8WQ45|L8WQ45_THACA	GT-A	Glyco_transf_17(530-820)
tr|M0STT4|M0STT4_MUSAM	GT-A	Glyco_transf_17(37-362)
tr|M0TDP0|M0TDP0_MUSAM	GT-A	Glyco_transf_17(27-359)
tr|M0ZCX4|M0ZCX4_HORVV	GT-A	Glyco_transf_17(36-381)
tr|M2M5B8|M2M5B8_BAUPA	GT-A	Glyco_transf_17(1-283)
tr|M2YJ25|M2YJ25_DOTSN	GT-A	Glyco_transf_17(12-339)
tr|M3A2F7|M3A2F7_PSEFD	GT-A	Glyco_transf_17(1-283)
tr|M3CVI8|M3CVI8_SPHMS	GT-A	Glyco_transf_17(1-290)
tr|M3WMV7|M3WMV7_FELCA	GT-A	Glyco_transf_17(201-498)
tr|M4CIN1|M4CIN1_BRARP	GT-A	Glyco_transf_17(1-335)
tr|M4F7Z4|M4F7Z4_BRARP	GT-A	Glyco_transf_17(7-362)
tr|M4FDD6|M4FDD6_BRARP	GT-A	Glyco_transf_17(1-296)
tr|M7UKF6|M7UKF6_BOTF1	GT-A	Glyco_transf_17(3-267)
tr|M9MAE7|M9MAE7_PSEA3	GT-A	Glyco_transf_17(7-338)
tr|N1PHL9|N1PHL9_DOTSN	GT-A	Glyco_transf_17(73-374)
tr|N1RW47|N1RW47_FUSC4	GT-A	Glyco_transf_17(60-363)
tr|N4UGZ9|N4UGZ9_FUSC1	GT-A	Glyco_transf_17(60-363)
tr|Q179C3|Q179C3_AEDAE	GT-A	Glyco_transf_17(224-368)
tr|Q2HFH4|Q2HFH4_CHAGB	GT-A	Glyco_transf_17(51-218)
tr|Q6MMG0|Q6MMG0_BDEBA	GT-A	Glyco_transf_17(2-273)
tr|Q7VAW9|Q7VAW9_PROMA	GT-A	Glyco_transf_17(2-109)
tr|R1BYP7|R1BYP7_EMIHU	GT-A	Glyco_transf_17(54-202)
tr|R1EE10|R1EE10_EMIHU	GT-A	Glyco_transf_17(78-134)
tr|R5CBI3|R5CBI3_9FIRM	GT-A	Glyco_transf_17(2-156)
tr|R5GZS7|R5GZS7_9FIRM	GT-A	Glyco_transf_17(2-278)
tr|R5H723|R5H723_9SPIR	GT-A	Glyco_transf_17(2-66)
tr|R6ZZM9|R6ZZM9_9FIRM	GT-A	Glyco_transf_17(2-114)
tr|R7N2W8|R7N2W8_9FIRM	GT-A	Glyco_transf_17(2-199)
tr|R8BDR6|R8BDR6_TOGMI	GT-A	Glyco_transf_17(86-353)
tr|R9J2A0|R9J2A0_9FIRM	GT-A	Glyco_transf_17(2-117)
tr|R9J6Y9|R9J6Y9_9FIRM	GT-A	Glyco_transf_17(2-276)
tr|R9KKB4|R9KKB4_9FIRM	GT-A	Glyco_transf_17(2-117)
tr|R9MT93|R9MT93_9FIRM	GT-A	Glyco_transf_17(2-114)
tr|S0E8H0|S0E8H0_GIBF5	GT-A	Glyco_transf_17(8-363)
tr|S2JJR4|S2JJR4_MUCC1	GT-A	Glyco_transf_17(2-344)
tr|S8A388|S8A388_DACHA	GT-A	Glyco_transf_17(2-360)
tr|S8AT28|S8AT28_DACHA	GT-A	Glyco_transf_17(72-339)
tr|S8EPW8|S8EPW8_FOMPI	GT-A	Glyco_transf_17(5-348)
tr|T0KMF1|T0KMF1_COLGC	GT-A	Glyco_transf_17(76-366)
tr|T1JEH3|T1JEH3_STRMM	GT-A	Glyco_transf_17(163-460)
tr|U2B8Y6|U2B8Y6_9CLOT	GT-A	Glyco_transf_17(2-284)
tr|U2KQX6|U2KQX6_TRELE	GT-A	Glyco_transf_17(45-229)
tr|U3J787|U3J787_ANAPL	GT-A	Glyco_transf_17(191-491)
tr|U3KCY0|U3KCY0_FICAL	GT-A	Glyco_transf_17(197-494)
tr|U5G9H5|U5G9H5_POPTR	GT-A	Glyco_transf_17(11-359)
tr|U6GXY2|U6GXY2_EIMAC	GT-A	Glyco_transf_17(477-640)
tr|U7PQX4|U7PQX4_SPOS1	GT-A	Glyco_transf_17(58-397)
tr|V2WDI9|V2WDI9_MONRO	GT-A	Glyco_transf_17(35-366)
tr|V4RGL9|V4RGL9_9RHIZ	GT-A	Glyco_transf_17(2-123)
tr|V8P5S5|V8P5S5_OPHHA	GT-A	Glyco_transf_17(193-490)
tr|W5JYG6|W5JYG6_ASTMX	GT-A	Glyco_transf_17(200-498)
tr|W5LDK0|W5LDK0_ASTMX	GT-A	Glyco_transf_17(219-516)
tr|W5MZE4|W5MZE4_LEPOC	GT-A	Glyco_transf_17(203-500)
tr|W5Q5C0|W5Q5C0_SHEEP	GT-A	Glyco_transf_17(131-348)
tr|W7MET2|W7MET2_GIBM7	GT-A	Glyco_transf_17(63-326)
tr|W7MFJ0|W7MFJ0_GIBM7	GT-A	Glyco_transf_17(60-363)
tr|W7T2N0|W7T2N0_9STRA	GT-A	Glyco_transf_17(1-218)
tr|W9YED1|W9YED1_9EURO	GT-A	Glyco_transf_17(79-371)
tr|A0A226EEI2|A0A226EEI2_FOLCA	GH|GT-A	Glyco_hydro_47(44-488)|Glyco_transf_17(593-762)
tr|T1JIE6|T1JIE6_STRMM	FBPase|TMhelix|GT-A	FBPase(19-324)|TMhelix(319-341)|Glyco_transf_17(471-768)
tr|A0A1Z5SM49|A0A1Z5SM49_HORWE	fabG|GT-A	fabG(42-303)|Glyco_transf_17(325-618)
tr|A0A182T220|A0A182T220_9DIPT	EGF_2|GT-A	EGF_2(238-255)|Glyco_transf_17(278-429)
tr|A0A0G0KC25|A0A0G0KC25_9BACT	DUF3431|GT-A	DUF3431(7-76)|Glyco_transf_17(258-388)
tr|A0A1F6V875|A0A1F6V875_9BACT	DUF3431|GT-A	DUF3431(16-186)|Glyco_transf_17(269-532)
tr|A0A1F6VPD3|A0A1F6VPD3_9BACT	DUF3431|GT-A	DUF3431(7-76)|Glyco_transf_17(258-388)
tr|A0A1S3ECB2|A0A1S3ECB2_CICAR	AUX_IAA|GT-A	AUX_IAA(144-223)|Glyco_transf_17(225-552)
