tr|A0A1Q9EN20|A0A1Q9EN20_SYMMI	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|MFS|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Peptidase_C14|NK|GT-A	TMhelix(100-122)|TMhelix(132-154)|TMhelix(167-184)|TMhelix(219-241)|TMhelix(262-284)|MFS(104-477)|TMhelix(294-316)|TMhelix(342-364)|TMhelix(379-397)|TMhelix(410-432)|TMhelix(519-541)|TMhelix(562-584)|Peptidase_C14(1287-1373)|NK(1476-1685)|Glyco_transf_25(1723-1778)
tr|A0A127CJD7|A0A127CJD7_9RHIZ	GT-A	COG3306(1-261)
tr|A0A127CJW8|A0A127CJW8_9RHIZ	GT-A	Glyco_transf_25(3-178)
tr|A0A127EZJ4|A0A127EZJ4_9RHIZ	GT-A	Glyco_transf_25(8-104)
tr|A0A131ZWY9|A0A131ZWY9_SARSC	GT-A	Glyco_transf_25(377-560)
tr|A0A132BXR4|A0A132BXR4_9RHOB	GT-A	Glyco_transf_25(3-93)
tr|A0A133XKQ7|A0A133XKQ7_9RHOO	GT-A	Glyco_transf_25(2-179)
tr|A0A133XKQ9|A0A133XKQ9_9RHOO	GT-A	Glyco_transf_25(7-183)
tr|A0A134CM35|A0A134CM35_9FIRM	GT-A	Glyco_transf_25(2-90)
tr|A0A135HUA7|A0A135HUA7_9RHIZ	GT-A	COG3306(1-200)
tr|A0A135HW23|A0A135HW23_9RHIZ	GT-A	Glyco_transf_25(7-181)
tr|A0A135HYR1|A0A135HYR1_9RHIZ	GT-A	Glyco_transf_25(4-179)
tr|A0A142M0S2|A0A142M0S2_AMIAI	GT-A	Glyco_transf_25(7-189)
tr|A0A142M519|A0A142M519_AMIAI	GT-A	COG3306(1-251)
tr|A0A142M520|A0A142M520_AMIAI	GT-A	COG3306(1-233)
tr|A0A142M521|A0A142M521_AMIAI	GT-A	COG3306(24-276)
tr|A0A142M6U5|A0A142M6U5_AMIAI	GT-A	COG3306(1-235)
tr|A0A142MBJ6|A0A142MBJ6_AMIAI	GT-A	Glyco_transf_25(20-181)
tr|A0A142XW79|A0A142XW79_9PLAN	GT-A	Glyco_transf_25(6-187)
tr|A0A142YUU0|A0A142YUU0_9BURK	GT-A	Glyco_transf_25(2-177)
tr|A0A143G672|A0A143G672_9GAMM	GT-A	Glyco_transf_25(4-183)
tr|A0A143HMX2|A0A143HMX2_9GAMM	GT-A	Glyco_transf_25(85-263)
tr|A0A144NA37|A0A144NA37_9GAMM	GT-A	Glyco_transf_25(2-185)
tr|A0A146F3X7|A0A146F3X7_9EURO	GT-A	Glyco_transf_25(63-148)
tr|A0A150UPW8|A0A150UPW8_9PEZI	GT-A	Glyco_transf_25(71-155)
tr|A0A158GA34|A0A158GA34_9BURK	GT-A	Glyco_transf_25(1-158)
tr|A0A159Z451|A0A159Z451_9RHOB	GT-A	Glyco_transf_25(20-192)
tr|A0A164AMC0|A0A164AMC0_9BRAD	GT-A	Glyco_transf_25(3-112)
tr|A0A164QLB4|A0A164QLB4_9HOMO	GT-A	Glyco_transf_25(216-343)
tr|A0A165YIX3|A0A165YIX3_9HOMO	GT-A	Glyco_transf_25(80-334)
tr|A0A166DP60|A0A166DP60_9HOMO	GT-A	Glyco_transf_25(215-342)
tr|A0A166SEZ9|A0A166SEZ9_9PEZI	GT-A	Glyco_transf_25(60-150)
tr|A0A166T7B5|A0A166T7B5_9HOMO	GT-A	Glyco_transf_25(7-284)
tr|A0A166TDK3|A0A166TDK3_9RHOB	GT-A	Glyco_transf_25(2-178)
tr|A0A166X274|A0A166X274_9GAMM	GT-A	Glyco_transf_25(6-184)
tr|A0A167CGJ5|A0A167CGJ5_9GAMM	GT-A	Glyco_transf_25(6-184)
tr|A0A172YMH8|A0A172YMH8_9GAMM	GT-A	Glyco_transf_25(4-164)
tr|A0A175RT15|A0A175RT15_9RHIZ	GT-A	Glyco_transf_25(6-179)
tr|A0A176EV49|A0A176EV49_9RHOB	GT-A	Glyco_transf_25(4-181)
tr|A0A176TA93|A0A176TA93_9FLAO	GT-A	Glyco_transf_25(9-178)
tr|A0A176Z415|A0A176Z415_9BRAD	GT-A	Glyco_transf_25(8-185)
tr|A0A177B7X2|A0A177B7X2_9METZ	GT-A	Glyco_transf_25(337-519)
tr|A0A177EGS2|A0A177EGS2_9MICR	GT-A	Glyco_transf_25(40-144)
tr|A0A177NRI6|A0A177NRI6_9GAMM	GT-A	Glyco_transf_25(8-99)
tr|A0A178GPU1|A0A178GPU1_9GAMM	GT-A	Glyco_transf_25(7-181)
tr|A0A178I531|A0A178I531_9RHIZ	GT-A	Glyco_transf_25(3-160)
tr|A0A178IIN4|A0A178IIN4_9BACT	GT-A	Glyco_transf_25(2-94)
tr|A0A180GT63|A0A180GT63_PUCT1	GT-A	Glyco_transf_25(95-299)
tr|A0A180H2J0|A0A180H2J0_PUCT1	GT-A	Glyco_transf_25(65-333)
tr|A0A182G4N8|A0A182G4N8_AEDAL	GT-A	Glyco_transf_25(323-504)
tr|A0A182GQM4|A0A182GQM4_AEDAL	GT-A	Glyco_transf_25(157-338)
tr|A0A196PEL4|A0A196PEL4_9RHOB	GT-A	COG3306(1-227)
tr|A0A196QX78|A0A196QX78_9RHOB	GT-A	Glyco_transf_25(2-98)
tr|A0A1A5XNX2|A0A1A5XNX2_9BURK	GT-A	Glyco_transf_25(12-81)
tr|A0A1A6DW74|A0A1A6DW74_9BURK	GT-A	Glyco_transf_25(1-160)
tr|A0A1A9FHP5|A0A1A9FHP5_9RHIZ	GT-A	COG3306(1-239)
tr|A0A1A9FNL4|A0A1A9FNL4_9RHIZ	GT-A	COG3306(1-200)
tr|A0A1A9N2H8|A0A1A9N2H8_9BURK	GT-A	Glyco_transf_25(7-102)
tr|A0A1A9V455|A0A1A9V455_GLOAU	GT-A	Glyco_transf_25(336-517)
tr|A0A1A9ZU06|A0A1A9ZU06_GLOPL	GT-A	Glyco_transf_25(336-517)
tr|A0A1B0GFF9|A0A1B0GFF9_GLOMM	GT-A	Glyco_transf_25(351-532)
tr|A0A1B0ZRY2|A0A1B0ZRY2_9RHOB	GT-A	Glyco_transf_25(6-103)
tr|A0A1B1AE73|A0A1B1AE73_9CAUL	GT-A	Glyco_transf_25(4-115)
tr|A0A1B1AIK7|A0A1B1AIK7_9CAUL	GT-A	COG3306(13-171)
tr|A0A1B1ALS8|A0A1B1ALS8_9CAUL	GT-A	Glyco_transf_25(13-183)
tr|A0A1B1U6X0|A0A1B1U6X0_9HELI	GT-A	Glyco_transf_25(3-174)
tr|A0A1B1V9S5|A0A1B1V9S5_9VIBR	GT-A	Glyco_transf_25(2-177)
tr|A0A1B3NFX9|A0A1B3NFX9_9BRAD	GT-A	Glyco_transf_25(31-207)
tr|A0A1B7K1L5|A0A1B7K1L5_9GAMM	GT-A	COG3306(1-238)
tr|A0A1B7UMJ7|A0A1B7UMJ7_9GAMM	GT-A	Glyco_transf_25(10-184)
tr|A0A1B8J851|A0A1B8J851_9HELI	GT-A	COG3306(5-247)
tr|A0A1B8PM83|A0A1B8PM83_MORNO	GT-A	Glyco_transf_25(1-179)
tr|A0A1B8PMM1|A0A1B8PMM1_MORNO	GT-A	Glyco_transf_25(4-182)
tr|A0A1B8PMN6|A0A1B8PMN6_MORNO	GT-A	Glyco_transf_25(2-177)
tr|A0A1B8QBE6|A0A1B8QBE6_9GAMM	GT-A	Glyco_transf_25(2-180)
tr|A0A1B8TNY3|A0A1B8TNY3_9FLAO	GT-A	Glyco_transf_25(9-178)
tr|A0A1B9QQT4|A0A1B9QQT4_9VIBR	GT-A	Glyco_transf_25(2-177)
tr|A0A1B9RXP9|A0A1B9RXP9_9RHIZ	GT-A	COG3306(21-260)
tr|A0A1B9SAA3|A0A1B9SAA3_9RHIZ	GT-A	Glyco_transf_25(24-185)
tr|A0A1B9XZT9|A0A1B9XZT9_9FLAO	GT-A	Glyco_transf_25(12-104)
tr|A0A1C1YY60|A0A1C1YY60_9RHIZ	GT-A	Glyco_transf_25(8-186)
tr|A0A1C2HVW1|A0A1C2HVW1_ACITH	GT-A	Glyco_transf_25(16-193)
tr|A0A1C3CUE7|A0A1C3CUE7_9GAMM	GT-A	Glyco_transf_25(2-185)
tr|A0A1C3ERV5|A0A1C3ERV5_9GAMM	GT-A	Glyco_transf_25(2-172)
tr|A0A1C3UT50|A0A1C3UT50_9RHIZ	GT-A	Glyco_transf_25(21-196)
tr|A0A1C3UVB3|A0A1C3UVB3_9RHIZ	GT-A	Glyco_transf_25(45-217)
tr|A0A1C3WY54|A0A1C3WY54_9RHIZ	GT-A	Glyco_transf_25(5-156)
tr|A0A1C3XKP1|A0A1C3XKP1_9RHIZ	GT-A	COG3306(11-246)
tr|A0A1C3XKW2|A0A1C3XKW2_9RHIZ	GT-A	Glyco_transf_25(5-180)
tr|A0A1C3ZQL5|A0A1C3ZQL5_9GAMM	GT-A	Glyco_transf_25(15-183)
tr|A0A1C7PBZ6|A0A1C7PBZ6_9BACT	GT-A	Glyco_transf_25(51-143)
tr|A0A1C7PCH1|A0A1C7PCH1_9BACT	GT-A	Glyco_transf_25(10-179)
tr|A0A1C7PDL7|A0A1C7PDL7_9BACT	GT-A	Glyco_transf_25(15-132)
tr|A0A1D9M8Q8|A0A1D9M8Q8_9RHOB	GT-A	Glyco_transf_25(6-182)
tr|A0A1E1LDK9|A0A1E1LDK9_9HELO	GT-A	Glyco_transf_25(78-163)
tr|A0A1E3Q8G6|A0A1E3Q8G6_LIPST	GT-A	Glyco_transf_25(61-148)
tr|A0A1E4I632|A0A1E4I632_9PROT	GT-A	Glyco_transf_25(28-202)
tr|A0A1E5A913|A0A1E5A913_9RHOB	GT-A	COG3306(5-205)
tr|A0A1E7ESZ1|A0A1E7ESZ1_9STRA	GT-A	Glyco_transf_25(59-237)
tr|A0A1E7EZG0|A0A1E7EZG0_9STRA	GT-A	Glyco_transf_25(39-289)
tr|A0A1E7R3G8|A0A1E7R3G8_9GAMM	GT-A	Glyco_transf_25(4-183)
tr|A0A1E8FBL2|A0A1E8FBL2_9ALTE	GT-A	Glyco_transf_25(7-181)
tr|A0A1F4JRB2|A0A1F4JRB2_9BURK	GT-A	Glyco_transf_25(36-125)
tr|A0A1F8JJ79|A0A1F8JJ79_9BACT	GT-A	Glyco_transf_25(55-234)
tr|A0A1F8JJY2|A0A1F8JJY2_9BACT	GT-A	Glyco_transf_25(45-168)
tr|A0A1F8JNQ6|A0A1F8JNQ6_9BACT	GT-A	Glyco_transf_25(67-157)
tr|A0A1F8JQH9|A0A1F8JQH9_9BACT	GT-A	Glyco_transf_25(240-367)
tr|A0A1F8JS40|A0A1F8JS40_9BACT	GT-A	Glyco_transf_25(41-166)
tr|A0A1G0NIH6|A0A1G0NIH6_9PROT	GT-A	Glyco_transf_25(2-125)
tr|A0A1G4AZ46|A0A1G4AZ46_9PEZI	GT-A	Glyco_transf_25(61-151)
tr|A0A1G4SD00|A0A1G4SD00_9CAUL	GT-A	Glyco_transf_25(8-176)
tr|A0A1G5J1G8|A0A1G5J1G8_9RHOB	GT-A	Glyco_transf_25(12-184)
tr|A0A1G5PL80|A0A1G5PL80_9RHOB	GT-A	Glyco_transf_25(5-179)
tr|A0A1G6E9X9|A0A1G6E9X9_9RHIZ	GT-A	Glyco_transf_25(143-226)
tr|A0A1G6NH32|A0A1G6NH32_9RHOB	GT-A	Glyco_transf_25(6-177)
tr|A0A1G7CHB9|A0A1G7CHB9_9RHOB	GT-A	Glyco_transf_25(18-151)
tr|A0A1G7D1S3|A0A1G7D1S3_9RHOB	GT-A	Glyco_transf_25(5-98)
tr|A0A1G7UK91|A0A1G7UK91_9RHOB	GT-A	Glyco_transf_25(7-124)
tr|A0A1G7XX89|A0A1G7XX89_9RHIZ	GT-A	Glyco_transf_25(8-175)
tr|A0A1G8Q8E7|A0A1G8Q8E7_9BRAD	GT-A	Glyco_transf_25(6-178)
tr|A0A1H0GM46|A0A1H0GM46_9RHIZ	GT-A	Glyco_transf_25(5-181)
tr|A0A1H0GZ91|A0A1H0GZ91_9RHIZ	GT-A	COG3306(12-184)
tr|A0A1H0JKG6|A0A1H0JKG6_9BACT	GT-A	Glyco_transf_25(8-102)
tr|A0A1H0LI93|A0A1H0LI93_9RHIZ	GT-A	Glyco_transf_25(5-175)
tr|A0A1H0MV44|A0A1H0MV44_9RHIZ	GT-A	Glyco_transf_25(5-181)
tr|A0A1H1HEA9|A0A1H1HEA9_9RHOB	GT-A	Glyco_transf_25(12-182)
tr|A0A1H1JAR9|A0A1H1JAR9_9RHOB	GT-A	Glyco_transf_25(2-176)
tr|A0A1H2HJA3|A0A1H2HJA3_9RHOB	GT-A	Glyco_transf_25(2-176)
tr|A0A1H2TJA4|A0A1H2TJA4_9ALTE	GT-A	Glyco_transf_25(3-181)
tr|A0A1H2TJM9|A0A1H2TJM9_9ALTE	GT-A	Glyco_transf_25(12-188)
tr|A0A1H2W2P4|A0A1H2W2P4_9RHOB	GT-A	Glyco_transf_25(3-100)
tr|A0A1H3FNP6|A0A1H3FNP6_9RHOB	GT-A	Glyco_transf_25(6-175)
tr|A0A1H3HUR3|A0A1H3HUR3_9RHOB	GT-A	Glyco_transf_25(2-167)
tr|A0A1H5WKM8|A0A1H5WKM8_9RHOB	GT-A	Glyco_transf_25(2-170)
tr|A0A1H5WLP0|A0A1H5WLP0_9RHOB	GT-A	Glyco_transf_25(5-179)
tr|A0A1H6K076|A0A1H6K076_9GAMM	GT-A	Glyco_transf_25(3-173)
tr|A0A1H6L0J3|A0A1H6L0J3_9GAMM	GT-A	Glyco_transf_25(7-105)
tr|A0A1H7DL79|A0A1H7DL79_9RHOB	GT-A	COG3306(1-205)
tr|A0A1H7J1X1|A0A1H7J1X1_9GAMM	GT-A	Glyco_transf_25(8-182)
tr|A0A1H7M8L5|A0A1H7M8L5_9RHOB	GT-A	Glyco_transf_25(3-179)
tr|A0A1H7M9I8|A0A1H7M9I8_9RHOB	GT-A	Glyco_transf_25(2-169)
tr|A0A1H7RE08|A0A1H7RE08_9RHOB	GT-A	Glyco_transf_25(26-202)
tr|A0A1H8CZF2|A0A1H8CZF2_9BURK	GT-A	Glyco_transf_25(2-83)
tr|A0A1H8CZL8|A0A1H8CZL8_9BURK	GT-A	Glyco_transf_25(7-179)
tr|A0A1H8HY56|A0A1H8HY56_9RHOB	GT-A	Glyco_transf_25(4-186)
tr|A0A1H8MXY8|A0A1H8MXY8_9RHOB	GT-A	Glyco_transf_25(7-97)
tr|A0A1H8MY03|A0A1H8MY03_9RHOB	GT-A	Glyco_transf_25(7-179)
tr|A0A1H9CMA7|A0A1H9CMA7_9GAMM	GT-A	Glyco_transf_25(1-156)
tr|A0A1H9N6K4|A0A1H9N6K4_9SPHI	GT-A	Glyco_transf_25(10-91)
tr|A0A1H9YD14|A0A1H9YD14_THASX	GT-A	Glyco_transf_25(6-179)
tr|A0A1I0W378|A0A1I0W378_9ACTN	GT-A	Glyco_transf_25(22-120)
tr|A0A1I1VP72|A0A1I1VP72_9RHOB	GT-A	Glyco_transf_25(5-174)
tr|A0A1I2GKV6|A0A1I2GKV6_9PROT	GT-A	Glyco_transf_25(67-238)
tr|A0A1I2JII9|A0A1I2JII9_9BACT	GT-A	Glyco_transf_25(2-182)
tr|A0A1I3RNZ1|A0A1I3RNZ1_9BURK	GT-A	Glyco_transf_25(13-94)
tr|A0A1I3TDZ4|A0A1I3TDZ4_9RHOB	GT-A	Glyco_transf_25(8-191)
tr|A0A1I4QYT4|A0A1I4QYT4_9RHIZ	GT-A	COG3306(13-248)
tr|A0A1I4YH98|A0A1I4YH98_9FLAO	GT-A	Glyco_transf_25(8-99)
tr|A0A1I5GGA7|A0A1I5GGA7_9RHOB	GT-A	Glyco_transf_25(4-180)
tr|A0A1I5L6I7|A0A1I5L6I7_9RHOB	GT-A	Glyco_transf_25(10-181)
tr|A0A1I6FVS4|A0A1I6FVS4_9RHOB	GT-A	Glyco_transf_25(12-183)
tr|A0A1I6FYA4|A0A1I6FYA4_9RHOB	GT-A	Glyco_transf_25(3-102)
tr|A0A1I6GU23|A0A1I6GU23_9GAMM	GT-A	Glyco_transf_25(10-187)
tr|A0A1I6XCA4|A0A1I6XCA4_9RHOB	GT-A	Glyco_transf_25(1-155)
tr|A0A1I6YCS4|A0A1I6YCS4_9RHOB	GT-A	COG3306(1-196)
tr|A0A1I6YFZ8|A0A1I6YFZ8_9RHIZ	GT-A	COG3306(1-233)
tr|A0A1I7BGJ3|A0A1I7BGJ3_9RHIZ	GT-A	Glyco_transf_25(4-181)
tr|A0A1I7HXQ3|A0A1I7HXQ3_9BURK	GT-A	Glyco_transf_25(46-135)
tr|A0A1I7MVM3|A0A1I7MVM3_9RHIZ	GT-A	Glyco_transf_25(3-177)
tr|A0A1I7NQR1|A0A1I7NQR1_9RHIZ	GT-A	COG3306(32-217)
tr|A0A1I7NWF9|A0A1I7NWF9_9RHIZ	GT-A	COG3306(2-225)
tr|A0A1I7SDB8|A0A1I7SDB8_BURXY	GT-A	Glyco_transf_25(284-465)
tr|A0A1I7TME6|A0A1I7TME6_9PELO	GT-A	Glyco_transf_25(290-472)
tr|A0A1I7ZVK3|A0A1I7ZVK3_9BILA	GT-A	Glyco_transf_25(306-421)
tr|A0A1I8BPS8|A0A1I8BPS8_MELHA	GT-A	Glyco_transf_25(270-451)
tr|A0A1I8CNE5|A0A1I8CNE5_9BILA	GT-A	Glyco_transf_25(297-397)
tr|A0A1I8H1M1|A0A1I8H1M1_9PLAT	GT-A	Glyco_transf_25(320-500)
tr|A0A1J0TA56|A0A1J0TA56_9ALTE	GT-A	Glyco_transf_25(3-181)
tr|A0A1J0WKN0|A0A1J0WKN0_9RHOB	GT-A	Glyco_transf_25(4-108)
tr|A0A1J7C7Z0|A0A1J7C7Z0_9GAMM	GT-A	Glyco_transf_25(3-172)
tr|A0A1K2HZ33|A0A1K2HZ33_9RHIZ	GT-A	Glyco_transf_25(9-96)
tr|A0A1K2I0Z5|A0A1K2I0Z5_9RHIZ	GT-A	Glyco_transf_25(5-100)
tr|A0A1M3GUW2|A0A1M3GUW2_9PROT	GT-A	Glyco_transf_25(28-202)
tr|A0A1M4W679|A0A1M4W679_9BACT	GT-A	Glyco_transf_25(17-115)
tr|A0A1M4ZN42|A0A1M4ZN42_9BACE	GT-A	Glyco_transf_25(11-109)
tr|A0A1M5B642|A0A1M5B642_9RHOB	GT-A	Glyco_transf_25(3-181)
tr|A0A1M5C828|A0A1M5C828_9GAMM	GT-A	Glyco_transf_25(103-281)
tr|A0A1M5GGH7|A0A1M5GGH7_9ALTE	GT-A	Glyco_transf_25(3-178)
tr|A0A1M5P080|A0A1M5P080_9RHIZ	GT-A	Glyco_transf_25(2-95)
tr|A0A1M5P3M1|A0A1M5P3M1_9GAMM	GT-A	Glyco_transf_25(7-167)
tr|A0A1M5SZC9|A0A1M5SZC9_9BURK	GT-A	Glyco_transf_25(1-164)
tr|A0A1M5Y7W4|A0A1M5Y7W4_9RHOB	GT-A	Glyco_transf_25(5-100)
tr|A0A1M5ZBW8|A0A1M5ZBW8_9VIBR	GT-A	Glyco_transf_25(2-175)
tr|A0A1M6B5D2|A0A1M6B5D2_9RHOB	GT-A	Glyco_transf_25(4-178)
tr|A0A1M6BZC0|A0A1M6BZC0_9RHOB	GT-A	Glyco_transf_25(7-101)
tr|A0A1M6K5Y4|A0A1M6K5Y4_9RHOB	GT-A	Glyco_transf_25(5-183)
tr|A0A1M6YDH0|A0A1M6YDH0_9RHOB	GT-A	Glyco_transf_25(4-180)
tr|A0A1M7GKE8|A0A1M7GKE8_9RHOB	GT-A	COG3306(16-215)
tr|A0A1M7HCW7|A0A1M7HCW7_9GAMM	GT-A	Glyco_transf_25(2-167)
tr|A0A1M7L6V0|A0A1M7L6V0_9FLAO	GT-A	Glyco_transf_25(4-173)
tr|A0A1M7TYP6|A0A1M7TYP6_9RHOB	GT-A	Glyco_transf_25(10-180)
tr|A0A1N6ITJ8|A0A1N6ITJ8_9BRAD	GT-A	Glyco_transf_25(8-185)
tr|A0A1N6LNU8|A0A1N6LNU8_9BURK	GT-A	Glyco_transf_25(7-102)
tr|A0A1N6MRP8|A0A1N6MRP8_9GAMM	GT-A	Glyco_transf_25(2-175)
tr|A0A1N7FE86|A0A1N7FE86_9RHOB	GT-A	Glyco_transf_25(5-180)
tr|A0A1N7FMC1|A0A1N7FMC1_9GAMM	GT-A	Glyco_transf_25(2-176)
tr|A0A1N7FMC5|A0A1N7FMC5_9GAMM	GT-A	Glyco_transf_25(2-179)
tr|A0A1N7Q9Q3|A0A1N7Q9Q3_9RHOB	GT-A	Glyco_transf_25(7-179)
tr|A0A1Q3E8G1|A0A1Q3E8G1_LENED	GT-A	Glyco_transf_25(159-281)
tr|A0A1Q4API9|A0A1Q4API9_9RHIZ	GT-A	COG3306(1-247)
tr|A0A1Q5TXN8|A0A1Q5TXN8_9EURO	GT-A	Glyco_transf_25(34-122)
tr|A0A1Q8YH16|A0A1Q8YH16_9BURK	GT-A	Glyco_transf_25(5-178)
tr|A0A1Q8ZQS0|A0A1Q8ZQS0_9RHIZ	GT-A	Glyco_transf_25(2-161)
tr|A0A1Q8ZUD9|A0A1Q8ZUD9_9RHIZ	GT-A	Glyco_transf_25(8-184)
tr|A0A1Q9CFI9|A0A1Q9CFI9_SYMMI	GT-A	Glyco_transf_25(329-507)
tr|A0A1Q9CRS3|A0A1Q9CRS3_SYMMI	GT-A	Glyco_transf_25(319-415)
tr|A0A1Q9CRT3|A0A1Q9CRT3_SYMMI	GT-A	Glyco_transf_25(95-190)
tr|A0A1Q9E5L5|A0A1Q9E5L5_SYMMI	GT-A	Glyco_transf_25(12-129)
tr|A0A1R0F8G4|A0A1R0F8G4_9RHIZ	GT-A	Glyco_transf_25(4-179)
tr|A0A1R0F926|A0A1R0F926_9RHIZ	GT-A	COG3306(1-238)
tr|A0A1R0FAN9|A0A1R0FAN9_9RHIZ	GT-A	Glyco_transf_25(9-182)
tr|A0A1R0FC71|A0A1R0FC71_9RHIZ	GT-A	COG3306(1-236)
tr|A0A1R0GVE4|A0A1R0GVE4_9FUNG	GT-A	Glyco_transf_25(9-158)
tr|A0A1R0H5P9|A0A1R0H5P9_9FUNG	GT-A	Glyco_transf_25(1-150)
tr|A0A1R1Y9E8|A0A1R1Y9E8_9FUNG	GT-A	Glyco_transf_25(47-218)
tr|A0A1R3RIB4|A0A1R3RIB4_ASPC5	GT-A	Glyco_transf_25(63-148)
tr|A0A1R3T9C1|A0A1R3T9C1_9RHIZ	GT-A	COG3306(13-252)
tr|A0A1R3TCX6|A0A1R3TCX6_9RHIZ	GT-A	Glyco_transf_25(6-187)
tr|A0A1R3TCY1|A0A1R3TCY1_9RHIZ	GT-A	Glyco_transf_25(6-179)
tr|A0A1R3WYQ0|A0A1R3WYQ0_9RHOB	GT-A	Glyco_transf_25(12-193)
tr|A0A1R3WYW4|A0A1R3WYW4_9RHOB	GT-A	Glyco_transf_25(6-178)
tr|A0A1S1MZX5|A0A1S1MZX5_9GAMM	GT-A	Glyco_transf_25(6-182)
tr|A0A1S2CCI0|A0A1S2CCI0_9ALTE	GT-A	Glyco_transf_25(4-181)
tr|A0A1S2TZ04|A0A1S2TZ04_9GAMM	GT-A	Glyco_transf_25(5-184)
tr|A0A1S2VQR0|A0A1S2VQR0_9BACT	GT-A	Glyco_transf_25(20-226)
tr|A0A1S3G6C8|A0A1S3G6C8_DIPOR	GT-A	Glyco_transf_25(61-246)
tr|A0A1S3KR32|A0A1S3KR32_SALSA	GT-A	Glyco_transf_25(321-506)
tr|A0A1S6IGN8|A0A1S6IGN8_9RHOB	GT-A	Glyco_transf_25(3-172)
tr|A0A1S6U7L3|A0A1S6U7L3_9PROT	GT-A	Glyco_transf_25(5-182)
tr|A0A1S8FMI1|A0A1S8FMI1_9BURK	GT-A	Glyco_transf_25(20-107)
tr|A0A1S9ZWX7|A0A1S9ZWX7_9GAMM	GT-A	Glyco_transf_25(2-163)
tr|A0A1S9ZY70|A0A1S9ZY70_MORBO	GT-A	Glyco_transf_25(2-152)
tr|A0A1S9ZY82|A0A1S9ZY82_MORBO	GT-A	Glyco_transf_25(2-177)
tr|A0A1T0AQH4|A0A1T0AQH4_9PAST	GT-A	COG3306(1-255)
tr|A0A1T0ATR0|A0A1T0ATR0_9PAST	GT-A	Glyco_transf_25(5-107)
tr|A0A1T0AUB7|A0A1T0AUB7_9PAST	GT-A	Glyco_transf_25(4-178)
tr|A0A1T0AYG5|A0A1T0AYG5_9PAST	GT-A	Glyco_transf_25(2-186)
tr|A0A1T0AZ96|A0A1T0AZ96_9PAST	GT-A	Glyco_transf_25(3-190)
tr|A0A1T0B7L5|A0A1T0B7L5_9PAST	GT-A	COG3306(1-231)
tr|A0A1T0CH80|A0A1T0CH80_9GAMM	GT-A	Glyco_transf_25(3-100)
tr|A0A1T0CH86|A0A1T0CH86_9GAMM	GT-A	Glyco_transf_25(3-178)
tr|A0A1T0CHF0|A0A1T0CHF0_9GAMM	GT-A	Glyco_transf_25(3-102)
tr|A0A1T0CWN0|A0A1T0CWN0_9GAMM	GT-A	COG3306(1-221)
tr|A0A1T0CWX2|A0A1T0CWX2_9GAMM	GT-A	Glyco_transf_25(2-176)
tr|A0A1T1AT65|A0A1T1AT65_RHOFE	GT-A	Glyco_transf_25(5-178)
tr|A0A1T1H848|A0A1T1H848_OCELI	GT-A	Glyco_transf_25(2-175)
tr|A0A1T2LCB8|A0A1T2LCB8_9GAMM	GT-A	Glyco_transf_25(4-172)
tr|A0A1T4PS78|A0A1T4PS78_9RHIZ	GT-A	Glyco_transf_25(6-172)
tr|A0A1T4RDK8|A0A1T4RDK8_VIBCI	GT-A	Glyco_transf_25(1-180)
tr|A0A1T4W017|A0A1T4W017_9GAMM	GT-A	Glyco_transf_25(3-96)
tr|A0A1T5DZW0|A0A1T5DZW0_9GAMM	GT-A	COG3306(7-184)
tr|A0A1U7DG19|A0A1U7DG19_9RHOB	GT-A	Glyco_transf_25(6-183)
tr|A0A1U7DJ07|A0A1U7DJ07_9RHOB	GT-A	Glyco_transf_25(2-155)
tr|A0A1U7DMJ2|A0A1U7DMJ2_9RHOB	GT-A	Glyco_transf_25(3-180)
tr|A0A1U7LPM5|A0A1U7LPM5_9ASCO	GT-A	Glyco_transf_25(61-154)
tr|A0A1U7LTU5|A0A1U7LTU5_9ASCO	GT-A	Glyco_transf_25(45-135)
tr|A0A1U7TQZ4|A0A1U7TQZ4_TARSY	GT-A	Glyco_transf_25(287-469)
tr|A0A1U8DZC9|A0A1U8DZC9_ALLSI	GT-A	Glyco_transf_25(221-406)
tr|A0A1U9JSL3|A0A1U9JSL3_9RHIZ	GT-A	COG3306(1-219)
tr|A0A1U9JSL4|A0A1U9JSL4_9RHIZ	GT-A	COG3306(1-230)
tr|A0A1U9LIS6|A0A1U9LIS6_9PROT	GT-A	Glyco_transf_25(4-93)
tr|A0A1U9Z4Y2|A0A1U9Z4Y2_9RHIZ	GT-A	Glyco_transf_25(3-178)
tr|A0A1U9Z528|A0A1U9Z528_9RHIZ	GT-A	COG3306(1-213)
tr|A0A1U9Z5L6|A0A1U9Z5L6_9RHIZ	GT-A	COG3306(1-204)
tr|A0A1V1UFX0|A0A1V1UFX0_9RHOB	GT-A	Glyco_transf_25(4-180)
tr|A0A1V2DVZ8|A0A1V2DVZ8_9ALTE	GT-A	Glyco_transf_25(11-187)
tr|A0A1V3I734|A0A1V3I734_9PAST	GT-A	COG3306(5-246)
tr|A0A1V3I772|A0A1V3I772_9PAST	GT-A	Glyco_transf_25(1-173)
tr|A0A1V3IBU1|A0A1V3IBU1_9PAST	GT-A	COG3306(3-253)
