tr|H5UNQ6|H5UNQ6_9MICO	YjiC|GT-A|GT-A	YjiC(1-119)|Glyco_tranf_GTA_type(347-478)|Glyco_tranf_GTA_type(509-553)
tr|A0A0E9MWW1|A0A0E9MWW1_9BACT	GT-A	GT2_Chondriotin_Pol_N(7-230)
tr|A0A0E9MXD3|A0A0E9MXD3_9BACT	GT-A	GT2_Chondriotin_Pol_N(14-238)
tr|A0A0F0EP77|A0A0F0EP77_9MICO	GT-A	GT2(7-235)
tr|A0A0F0KHC9|A0A0F0KHC9_9MICO	GT-A	Glyco_tranf_GTA_type(27-228)
tr|A0A0F2C4N7|A0A0F2C4N7_9MICO	GT-A	Glyco_tranf_GTA_type(28-228)
tr|A0A0F4R8N5|A0A0F4R8N5_9GAMM	GT-A	GT2_Chondriotin_Pol_N(5-225)
tr|A0A0F5JW07|A0A0F5JW07_9BURK	GT-A	Glyco_tranf_GTA_type(11-208)
tr|A0A0F5PFP2|A0A0F5PFP2_9SPHN	GT-A	mycofact_glyco(8-270)
tr|A0A0F5YM05|A0A0F5YM05_9CYAN	GT-A	Glyco_tranf_GTA_type(5-202)
tr|A0A0F6A067|A0A0F6A067_9GAMM	GT-A	Glyco_tranf_GTA_type(6-220)
tr|A0A0G0JMX8|A0A0G0JMX8_9BACT	GT-A	Glyco_tranf_GTA_type(5-211)
tr|A0A0G0ZXD2|A0A0G0ZXD2_9BACT	GT-A	Glyco_tranf_GTA_type(194-370)
tr|A0A0G2J4N0|A0A0G2J4N0_9SYNE	GT-A	Glyco_tranf_GTA_type(5-196)
tr|A0A0G3EM18|A0A0G3EM18_9BURK	GT-A	GT2_Chondriotin_Pol_N(9-238)
tr|A0A0G8AVM6|A0A0G8AVM6_9SYNE	GT-A	Glyco_tranf_GTA_type(5-196)
tr|A0A0G9H6B0|A0A0G9H6B0_9GAMM	GT-A	GT2_Chondriotin_Pol_N(5-226)
tr|A0A0G9MK58|A0A0G9MK58_9SPHN	GT-A	Glyco_tranf_GTA_type(10-211)
tr|A0A0G9N036|A0A0G9N036_9SPHN	GT-A	Glyco_tranf_GTA_type(12-211)
tr|A0A0H1AN13|A0A0H1AN13_9GAMM	GT-A	GT2_Chondriotin_Pol_N(8-238)
tr|A0A0H3C998|A0A0H3C998_CAUVN	GT-A	Glyco_tranf_GTA_type(24-217)
tr|A0A0H4VLF4|A0A0H4VLF4_9BACT	GT-A	GT2_Chondriotin_Pol_N(8-234)
tr|A0A0H4VWB7|A0A0H4VWB7_9BORD	GT-A	Glyco_tranf_GTA_type(10-204)
tr|A0A0J0Y0H9|A0A0J0Y0H9_9SPHI	GT-A	Glyco_tranf_GTA_type(14-206)
tr|A0A0J1B5H4|A0A0J1B5H4_RHOIS	GT-A	Glyco_tranf_GTA_type(30-226)
tr|A0A0J1DI12|A0A0J1DI12_9BURK	GT-A	GT2_Chondriotin_Pol_N(9-238)
tr|A0A0J1FHT8|A0A0J1FHT8_9FIRM	GT-A	Glyco_tranf_GTA_type(7-215)
tr|A0A0J6BG25|A0A0J6BG25_9SYNE	GT-A	GT2_Chondriotin_Pol_N(9-239)
tr|A0A0J6R1E6|A0A0J6R1E6_9RHIZ	GT-A	Glyco_tranf_GTA_type(13-212)
tr|A0A0J6RZY2|A0A0J6RZY2_9RHIZ	GT-A	Glyco_tranf_GTA_type(148-208)
tr|A0A0J6WBD3|A0A0J6WBD3_9MYCO	GT-A	Glyco_tranf_GTA_type(34-251)
tr|A0A0J7J5W8|A0A0J7J5W8_9ALTE	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|A0A0J8GSJ4|A0A0J8GSJ4_9ALTE	GT-A	GT2_Chondriotin_Pol_N(7-236)
tr|A0A0J9GTE2|A0A0J9GTE2_9RHOB	GT-A	Glyco_tranf_GTA_type(5-237)
tr|A0A0K1K7F1|A0A0K1K7F1_9BURK	GT-A	GT2_Chondriotin_Pol_N(9-238)
tr|A0A0K2DV17|A0A0K2DV17_PISSA	GT-A	GT2_Chondriotin_Pol_N(5-236)
tr|A0A0K2SLU4|A0A0K2SLU4_9FIRM	GT-A	Glyco_tranf_GTA_type(27-208)
tr|A0A0K2SP55|A0A0K2SP55_9FIRM	GT-A	Glyco_tranf_GTA_type(6-202)
tr|A0A0K6HQ03|A0A0K6HQ03_9BURK	GT-A	GT2_Chondriotin_Pol_N(10-241)
tr|A0A0K9Y0T2|A0A0K9Y0T2_9FLAO	GT-A	Glycos_transf_2(4-170)
tr|A0A0M0SLL9|A0A0M0SLL9_9CYAN	GT-A	Glyco_tranf_GTA_type(14-215)
tr|A0A0M0SRY4|A0A0M0SRY4_9CYAN	GT-A	GT2(1-290)
tr|A0A0M0X5X7|A0A0M0X5X7_9BACI	GT-A	Glyco_tranf_GTA_type(6-212)
tr|A0A0M2PW96|A0A0M2PW96_PROHO	GT-A	GT_2_like_c(5-205)
tr|A0A0M2XYC2|A0A0M2XYC2_9SPHI	GT-A	GT2_Chondriotin_Pol_N(5-230)
tr|A0A0M2Y2W1|A0A0M2Y2W1_9SPHI	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|A0A0M3T282|A0A0M3T282_9GAMM	GT-A	GT2_Chondriotin_Pol_N(5-226)
tr|A0A0M4NT75|A0A0M4NT75_9GAMM	GT-A	GT2_Chondriotin_Pol_N(5-226)
tr|A0A0M4U8T1|A0A0M4U8T1_9GAMM	GT-A	GT2(10-282)
tr|A0A0M5MHX7|A0A0M5MHX7_9NOSO	GT-A	Glyco_tranf_GTA_type(12-213)
tr|A0A0M6XJF1|A0A0M6XJF1_9RHOB	GT-A	Glyco_tranf_GTA_type(21-203)
tr|A0A0M8MIU1|A0A0M8MIU1_9MICO	GT-A	Glyco_tranf_GTA_type(27-225)
tr|A0A0M8MKM3|A0A0M8MKM3_9FLAO	GT-A	GT2_Chondriotin_Pol_N(2-227)
tr|A0A0M8XW46|A0A0M8XW46_9PSEU	GT-A	Glyco_tranf_GTA_type(7-220)
tr|A0A0M9UKB4|A0A0M9UKB4_9MICO	GT-A	Glyco_tranf_GTA_type(8-203)
tr|A0A0N0J943|A0A0N0J943_9RHIZ	GT-A	GT2_Chondriotin_Pol_N(18-247)
tr|A0A0N0JXN1|A0A0N0JXN1_9SPHN	GT-A	Glyco_tranf_GTA_type(9-213)
tr|A0A0N0M3A2|A0A0N0M3A2_9SPHN	GT-A	Glyco_tranf_GTA_type(17-197)
tr|A0A0N1B1L1|A0A0N1B1L1_9SPHN	GT-A	GT2(1-238)
tr|A0A0N1JS81|A0A0N1JS81_9NEIS	GT-A	GT2_Chondriotin_Pol_N(5-239)
tr|A0A0N1LC22|A0A0N1LC22_9BRAD	GT-A	Glyco_tranf_GTA_type(16-194)
tr|A0A0P0C3A1|A0A0P0C3A1_9BACT	GT-A	GT2_Chondriotin_Pol_N(8-234)
tr|A0A0P4ULT6|A0A0P4ULT6_9CYAN	GT-A	Glyco_tranf_GTA_type(13-196)
tr|A0A0P7HTS1|A0A0P7HTS1_9XANT	GT-A	GT2_Chondriotin_Pol_N(8-238)
tr|A0A0P7YYX3|A0A0P7YYX3_9SPHN	GT-A	Glyco_tranf_GTA_type(76-192)
tr|A0A0P7Z7C9|A0A0P7Z7C9_9ALTE	GT-A	GT2_Chondriotin_Pol_N(8-237)
tr|A0A0P7ZBK7|A0A0P7ZBK7_9CYAN	GT-A	Glyco_tranf_GTA_type(6-212)
tr|A0A0Q1C937|A0A0Q1C937_9FLAO	GT-A	GT2_Chondriotin_Pol_N(9-238)
tr|A0A0Q1H4T3|A0A0Q1H4T3_9FLAO	GT-A	GT2_Chondriotin_Pol_N(13-242)
tr|A0A0Q4B6A0|A0A0Q4B6A0_9BACE	GT-A	Glyco_tranf_GTA_type(17-245)
tr|A0A0Q4CFP8|A0A0Q4CFP8_9SPHN	GT-A	Glyco_tranf_GTA_type(13-212)
tr|A0A0Q4DM88|A0A0Q4DM88_9MICO	GT-A	Glyco_tranf_GTA_type(32-232)
tr|A0A0Q4FH81|A0A0Q4FH81_9SPHN	GT-A	Glyco_tranf_GTA_type(13-212)
tr|A0A0Q4G075|A0A0Q4G075_9SPHN	GT-A	Glyco_tranf_GTA_type(13-212)
tr|A0A0Q4G8I9|A0A0Q4G8I9_9SPHN	GT-A	GT2(1-214)
tr|A0A0Q4GSR2|A0A0Q4GSR2_9SPHI	GT-A	Glyco_tranf_GTA_type(11-205)
tr|A0A0Q4J9I1|A0A0Q4J9I1_9SPHN	GT-A	GT2(6-244)
tr|A0A0Q4KSL3|A0A0Q4KSL3_9SPHN	GT-A	mycofact_glyco(14-228)
tr|A0A0Q4KU54|A0A0Q4KU54_9SPHN	GT-A	Glyco_tranf_GTA_type(80-211)
tr|A0A0Q4L3F4|A0A0Q4L3F4_9SPHN	GT-A	Glyco_tranf_GTA_type(13-212)
tr|A0A0Q4LLH7|A0A0Q4LLH7_9SPHI	GT-A	Glyco_tranf_GTA_type(12-204)
tr|A0A0Q4LS02|A0A0Q4LS02_9SPHN	GT-A	Glyco_tranf_GTA_type(14-206)
tr|A0A0Q4Q4N1|A0A0Q4Q4N1_9SPHN	GT-A	GT2(77-229)
tr|A0A0Q4XUA6|A0A0Q4XUA6_9RHIZ	GT-A	Glyco_tranf_GTA_type(160-215)
tr|A0A0Q4XVP3|A0A0Q4XVP3_9RHIZ	GT-A	Glyco_tranf_GTA_type(79-209)
tr|A0A0Q4XXD5|A0A0Q4XXD5_9RHIZ	GT-A	Glyco_tranf_GTA_type(13-212)
tr|A0A0Q4Y3L0|A0A0Q4Y3L0_9RHIZ	GT-A	Glyco_tranf_GTA_type(45-209)
tr|A0A0Q4YAJ1|A0A0Q4YAJ1_9RHIZ	GT-A	Glyco_tranf_GTA_type(13-212)
tr|A0A0Q4YVG4|A0A0Q4YVG4_9RHIZ	GT-A	GT2(1-247)
tr|A0A0Q5CNA8|A0A0Q5CNA8_9BURK	GT-A	GT2_Chondriotin_Pol_N(9-238)
tr|A0A0Q5E145|A0A0Q5E145_9MICO	GT-A	Glyco_tranf_GTA_type(27-238)
tr|A0A0Q5GLX9|A0A0Q5GLX9_9RHIZ	GT-A	Glyco_tranf_GTA_type(12-212)
tr|A0A0Q5H1H5|A0A0Q5H1H5_9BURK	GT-A	GT2_Chondriotin_Pol_N(13-242)
tr|A0A0Q5K1D6|A0A0Q5K1D6_9MICO	GT-A	Glyco_tranf_GTA_type(24-224)
tr|A0A0Q5LPB7|A0A0Q5LPB7_9MICO	GT-A	Glyco_tranf_GTA_type(33-244)
tr|A0A0Q5N572|A0A0Q5N572_9MICO	GT-A	Glyco_tranf_GTA_type(31-242)
tr|A0A0Q5P359|A0A0Q5P359_9BURK	GT-A	Glyco_tranf_GTA_type(19-189)
tr|A0A0Q5P596|A0A0Q5P596_9SPHN	GT-A	Glyco_tranf_GTA_type(12-211)
tr|A0A0Q5Q6V2|A0A0Q5Q6V2_9FLAO	GT-A	GT2(1-250)
tr|A0A0Q5R5H3|A0A0Q5R5H3_9ACTN	GT-A	Glyco_tranf_GTA_type(36-229)
tr|A0A0Q5TXB4|A0A0Q5TXB4_9SPHI	GT-A	GT2(1-238)
tr|A0A0Q5UHV7|A0A0Q5UHV7_9FLAO	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|A0A0Q5US53|A0A0Q5US53_9FLAO	GT-A	Glyco_tranf_GTA_type(245-430)
tr|A0A0Q5VBY0|A0A0Q5VBY0_9ACTN	GT-A	Glyco_tranf_GTA_type(83-212)
tr|A0A0Q5VCS8|A0A0Q5VCS8_9ACTN	GT-A	Glyco_tranf_GTA_type(32-242)
tr|A0A0Q5ZFL3|A0A0Q5ZFL3_9RHIZ	GT-A	Glyco_tranf_GTA_type(78-212)
tr|A0A0Q6CT65|A0A0Q6CT65_9RHIZ	GT-A	Glyco_tranf_GTA_type(13-212)
tr|A0A0Q6D561|A0A0Q6D561_9RHIZ	GT-A	Glyco_tranf_GTA_type(79-208)
tr|A0A0Q6FE26|A0A0Q6FE26_9RHIZ	GT-A	GT2(62-253)
tr|A0A0Q6FGA7|A0A0Q6FGA7_9ACTN	GT-A	Glyco_tranf_GTA_type(27-218)
tr|A0A0Q6KFP2|A0A0Q6KFP2_9BRAD	GT-A	Glyco_tranf_GTA_type(10-209)
tr|A0A0Q6V489|A0A0Q6V489_9ACTN	GT-A	GT2(5-210)
tr|A0A0Q6WNJ6|A0A0Q6WNJ6_9BURK	GT-A	Glyco_tranf_GTA_type(5-233)
tr|A0A0Q6Y4C7|A0A0Q6Y4C7_9MICO	GT-A	Glyco_tranf_GTA_type(10-190)
tr|A0A0Q7KQS4|A0A0Q7KQS4_9ACTN	GT-A	GT2(1-199)
tr|A0A0Q7PWP7|A0A0Q7PWP7_9GAMM	GT-A	GT2_Chondriotin_Pol_N(7-234)
tr|A0A0Q7PZ23|A0A0Q7PZ23_9GAMM	GT-A	GT2_Chondriotin_Pol_N(5-228)
tr|A0A0Q7Q8Z7|A0A0Q7Q8Z7_9ACTN	GT-A	GT2(71-218)
tr|A0A0Q7TDM7|A0A0Q7TDM7_9CAUL	GT-A	Glyco_tranf_GTA_type(28-221)
tr|A0A0Q7TYQ8|A0A0Q7TYQ8_9RHIZ	GT-A	GT2_Chondriotin_Pol_N(9-238)
tr|A0A0Q8CJV2|A0A0Q8CJV2_9MICO	GT-A	Glyco_tranf_GTA_type(32-243)
tr|A0A0Q8FIA6|A0A0Q8FIA6_9GAMM	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|A0A0Q8MA31|A0A0Q8MA31_9CAUL	GT-A	Glyco_tranf_GTA_type(22-213)
tr|A0A0Q8QSL9|A0A0Q8QSL9_9BURK	GT-A	GT2_Chondriotin_Pol_N(5-240)
tr|A0A0Q8RRW4|A0A0Q8RRW4_9BURK	GT-A	GT2_Chondriotin_Pol_N(9-238)
tr|A0A0Q9EIW0|A0A0Q9EIW0_9FLAO	GT-A	Glyco_tranf_GTA_type(241-415)
tr|A0A0Q9EK71|A0A0Q9EK71_9FLAO	GT-A	Glyco_tranf_GTA_type(4-197)
tr|A0A0Q9EXA6|A0A0Q9EXA6_9GAMM	GT-A	GT2_Chondriotin_Pol_N(11-234)
tr|A0A0Q9IA04|A0A0Q9IA04_9BRAD	GT-A	Glyco_tranf_GTA_type(8-214)
tr|A0A0Q9RA43|A0A0Q9RA43_9ACTN	GT-A	Glyco_tranf_GTA_type(35-233)
tr|A0A0Q9T0L8|A0A0Q9T0L8_9MICO	GT-A	GT2(2-253)
tr|A0A0Q9YA19|A0A0Q9YA19_9COXI	GT-A	GT2_Chondriotin_Pol_N(8-237)
tr|A0A0Q9YPF2|A0A0Q9YPF2_9COXI	GT-A	GT2_Chondriotin_Pol_N(8-238)
tr|A0A0Q9ZAN8|A0A0Q9ZAN8_9FLAO	GT-A	Glyco_tranf_GTA_type(5-189)
tr|A0A0R0C7H9|A0A0R0C7H9_9GAMM	GT-A	GT2_Chondriotin_Pol_N(5-231)
tr|A0A0R0CJ42|A0A0R0CJ42_9GAMM	GT-A	GT2_Chondriotin_Pol_N(10-240)
tr|A0A0R0MGX3|A0A0R0MGX3_9BURK	GT-A	GT2_Chondriotin_Pol_N(9-238)
tr|A0A0R2S5D6|A0A0R2S5D6_9FLAO	GT-A	GT2_Chondriotin_Pol_N(8-237)
tr|A0A0R2WYQ7|A0A0R2WYQ7_9FLAO	GT-A	Glyco_tranf_GTA_type(3-166)
tr|A0A0S1SAL4|A0A0S1SAL4_9FLAO	GT-A	GT2_Chondriotin_Pol_N(8-237)
tr|A0A0S1SQE7|A0A0S1SQE7_9BACT	GT-A	GT2(1-235)
tr|A0A0S2ET22|A0A0S2ET22_9RHIZ	GT-A	Glyco_tranf_GTA_type(21-212)
tr|A0A0S2KEF1|A0A0S2KEF1_9GAMM	GT-A	GT2_Chondriotin_Pol_N(7-236)
tr|A0A0S3P9Q5|A0A0S3P9Q5_9NOSO	GT-A	Glyco_tranf_GTA_type(9-210)
tr|A0A0S3PIF1|A0A0S3PIF1_9NOSO	GT-A	Glycos_transf_2(7-155)
tr|A0A0S3PTK1|A0A0S3PTK1_9BRAD	GT-A	GT2_Chondriotin_Pol_N(7-236)
tr|A0A0S3Q146|A0A0S3Q146_9BRAD	GT-A	GT2(1-232)
tr|A0A0S4KXI6|A0A0S4KXI6_9BACT	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|A0A0S4LBF3|A0A0S4LBF3_9BACT	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|A0A0S4LER4|A0A0S4LER4_9BACT	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|A0A0S4NZC6|A0A0S4NZC6_9BURK	GT-A	GT2_Chondriotin_Pol_N(11-240)
tr|A0A0S4P1L0|A0A0S4P1L0_9BURK	GT-A	GT2_Chondriotin_Pol_N(9-238)
tr|A0A0S8E1S9|A0A0S8E1S9_9BACT	GT-A	Glyco_tranf_GTA_type(5-114)
tr|A0A0S8IDZ2|A0A0S8IDZ2_9BACT	GT-A	Glyco_tranf_GTA_type(27-159)
tr|A0A0S9Q5U5|A0A0S9Q5U5_9ACTN	GT-A	GT2(1-244)
tr|A0A0T0Q0A5|A0A0T0Q0A5_9SPHN	GT-A	GT2(1-209)
tr|A0A0T6AMG9|A0A0T6AMG9_9BACT	GT-A	Glyco_tranf_GTA_type(8-186)
tr|A0A0T6LV21|A0A0T6LV21_9ACTN	GT-A	Glyco_tranf_GTA_type(6-190)
tr|A0A0T7BX30|A0A0T7BX30_9CYAN	GT-A	Glyco_tranf_GTA_type(9-209)
tr|A0A0U3KIY1|A0A0U3KIY1_9FLAO	GT-A	GT2_Chondriotin_Pol_N(13-237)
tr|A0A0U5ESI8|A0A0U5ESI8_9BACT	GT-A	Glyco_tranf_GTA_type(112-306)
tr|A0A0V1R2C1|A0A0V1R2C1_9FLAO	GT-A	GT2_Chondriotin_Pol_N(8-237)
tr|A0A0V7Z097|A0A0V7Z097_9RHIZ	GT-A	Glyco_tranf_GTA_type(9-166)
tr|A0A0V7Z7N0|A0A0V7Z7N0_9RHIZ	GT-A	Glyco_tranf_GTA_type(13-212)
tr|A0A0V7Z7Y0|A0A0V7Z7Y0_9RHIZ	GT-A	Glyco_tranf_GTA_type(9-212)
tr|A0A0V7ZX91|A0A0V7ZX91_9CYAN	GT-A	Glyco_tranf_GTA_type(14-220)
tr|A0A0X3UQN8|A0A0X3UQN8_9ACTN	GT-A	Glyco_tranf_GTA_type(5-205)
tr|A0A0X3V9P8|A0A0X3V9P8_9ACTN	GT-A	Glyco_tranf_GTA_type(9-232)
tr|A0A0X3VCF9|A0A0X3VCF9_9ACTN	GT-A	Glyco_tranf_GTA_type(29-243)
tr|A0A0X7BEM3|A0A0X7BEM3_9FLAO	GT-A	Glyco_tranf_GTA_type(242-418)
tr|A0A0X8G500|A0A0X8G500_9FLAO	GT-A	Glyco_tranf_GTA_type(241-411)
tr|A0A0X8WVW9|A0A0X8WVW9_9CYAN	GT-A	Glycos_transf_2(4-170)
tr|A0A0X8WYP2|A0A0X8WYP2_9CYAN	GT-A	Glyco_tranf_GTA_type(5-193)
tr|A0A0X8X475|A0A0X8X475_9SPHI	GT-A	Glyco_tranf_GTA_type(6-193)
tr|A0A101B9D3|A0A101B9D3_9MYCO	GT-A	Glyco_tranf_GTA_type(38-234)
tr|A0A101JF92|A0A101JF92_9ACTN	GT-A	Glyco_tranf_GTA_type(15-232)
tr|A0A103EQF5|A0A103EQF5_9BURK	GT-A	GT2_Chondriotin_Pol_N(9-239)
tr|A0A109RW56|A0A109RW56_9BURK	GT-A	Glyco_tranf_GTA_type(8-236)
tr|A0A120IE05|A0A120IE05_9FLAO	GT-A	Glyco_tranf_GTA_type(4-201)
tr|A0A126T5J0|A0A126T5J0_9GAMM	GT-A	GT2_Chondriotin_Pol_N(7-236)
tr|A0A127B645|A0A127B645_9BACT	GT-A	GT2_Chondriotin_Pol_N(5-226)
tr|A0A127EZ38|A0A127EZ38_9RHIZ	GT-A	GT2_Chondriotin_Pol_N(7-236)
tr|A0A127JYQ7|A0A127JYQ7_9BURK	GT-A	Glyco_tranf_GTA_type(5-234)
tr|A0A127VHQ1|A0A127VHQ1_9SPHI	GT-A	GT2_Chondriotin_Pol_N(6-226)
tr|A0A127VHU3|A0A127VHU3_9SPHI	GT-A	GT2_Chondriotin_Pol_N(11-234)
tr|A0A136K5H7|A0A136K5H7_9BACT	GT-A	Glyco_tranf_GTA_type(6-239)
tr|A0A137RG39|A0A137RG39_9FLAO	GT-A	GT2_Chondriotin_Pol_N(13-242)
tr|A0A142HHW0|A0A142HHW0_9BACT	GT-A	Glyco_tranf_GTA_type(8-240)
tr|A0A142L1Z7|A0A142L1Z7_9BACT	GT-A	GT2(200-509)
tr|A0A142LC13|A0A142LC13_9RHOB	GT-A	Glyco_tranf_GTA_type(43-216)
tr|A0A142YUJ4|A0A142YUJ4_9BURK	GT-A	BcsA(19-224)
tr|A0A143BI31|A0A143BI31_9BACT	GT-A	GT2_Chondriotin_Pol_N(6-227)
tr|A0A143BPW6|A0A143BPW6_9BACT	GT-A	GT2_Chondriotin_Pol_N(8-229)
tr|A0A143Q4I7|A0A143Q4I7_9NOCA	GT-A	Glyco_tranf_GTA_type(49-247)
tr|A0A143WV09|A0A143WV09_9FIRM	GT-A	Glyco_tranf_GTA_type(7-232)
tr|A0A146GFH4|A0A146GFH4_9BACT	GT-A	Glyco_tranf_GTA_type(7-195)
tr|A0A147EDK6|A0A147EDK6_9SPHN	GT-A	Glyco_tranf_GTA_type(13-212)
tr|A0A147IRL4|A0A147IRL4_9SPHN	GT-A	Glyco_tranf_GTA_type(11-210)
tr|A0A150X437|A0A150X437_9BACT	GT-A	mycofact_glyco(3-283)
tr|A0A151BVC7|A0A151BVC7_9MICO	GT-A	mycofact_glyco(2-225)
tr|A0A154NAT9|A0A154NAT9_9SPHN	GT-A	Glyco_tranf_GTA_type(13-212)
tr|A0A154R1I1|A0A154R1I1_9GAMM	GT-A	Glyco_tranf_GTA_type(5-226)
tr|A0A157NBW4|A0A157NBW4_9BORD	GT-A	Glycos_transf_2(11-167)
tr|A0A158M9H5|A0A158M9H5_9BORD	GT-A	Glyco_tranf_GTA_type(10-204)
tr|A0A159Z222|A0A159Z222_9RHOB	GT-A	Glyco_tranf_GTA_type(5-237)
tr|A0A161I6M3|A0A161I6M3_9BURK	GT-A	Glyco_tranf_GTA_type(5-177)
tr|A0A161TS15|A0A161TS15_9NOCA	GT-A	Glyco_tranf_GTA_type(34-245)
tr|A0A162GGE3|A0A162GGE3_9RHOB	GT-A	Glyco_tranf_GTA_type(13-213)
tr|A0A162PXT3|A0A162PXT3_9BACT	GT-A	GT2_Chondriotin_Pol_N(7-230)
tr|A0A162R0U7|A0A162R0U7_9BACT	GT-A	GT2_Chondriotin_Pol_N(10-231)
tr|A0A164MW55|A0A164MW55_9NOCA	GT-A	GT2(4-213)
tr|A0A165B2R6|A0A165B2R6_9SYNE	GT-A	GT2(1-295)
tr|A0A165QMD1|A0A165QMD1_9SPHN	GT-A	Glyco_tranf_GTA_type(17-224)
tr|A0A166GN37|A0A166GN37_9SPHN	GT-A	Glyco_tranf_GTA_type(13-212)
tr|A0A166U6F8|A0A166U6F8_9CYAN	GT-A	Glyco_tranf_GTA_type(7-186)
tr|A0A166VVU3|A0A166VVU3_9CYAN	GT-A	Glyco_tranf_GTA_type(5-195)
tr|A0A166YT97|A0A166YT97_9GAMM	GT-A	Glyco_tranf_GTA_type(17-240)
tr|A0A167GCN9|A0A167GCN9_9GAMM	GT-A	GT2_Chondriotin_Pol_N(19-248)
tr|A0A167HCX6|A0A167HCX6_9FLAO	GT-A	GT2_Chondriotin_Pol_N(12-233)
tr|A0A167HD09|A0A167HD09_9FLAO	GT-A	GT2_Chondriotin_Pol_N(8-237)
tr|A0A167HD41|A0A167HD41_9FLAO	GT-A	GT2_Chondriotin_Pol_N(7-236)
tr|A0A167HS88|A0A167HS88_9GAMM	GT-A	Glyco_tranf_GTA_type(17-236)
tr|A0A169GVW9|A0A169GVW9_9GAMM	GT-A	GT2_Chondriotin_Pol_N(5-226)
tr|A0A171AVQ4|A0A171AVQ4_9BACT	GT-A	GT2_Chondriotin_Pol_N(7-229)
tr|A0A172TRH4|A0A172TRH4_9BACT	GT-A	Glycos_transf_2(3-169)
tr|A0A172TZC8|A0A172TZC8_9BACT	GT-A	Glyco_tranf_GTA_type(5-200)
tr|A0A172UE17|A0A172UE17_9GAMM	GT-A	GT2_Chondriotin_Pol_N(6-235)
tr|A0A175RRF1|A0A175RRF1_9RHIZ	GT-A	Glyco_tranf_GTA_type(117-213)
tr|A0A176T548|A0A176T548_9FLAO	GT-A	Glyco_tranf_GTA_type(4-195)
tr|A0A177NBM9|A0A177NBM9_9GAMM	GT-A	GT2_Chondriotin_Pol_N(7-236)
tr|A0A177Y708|A0A177Y708_9NOCA	GT-A	Glyco_tranf_GTA_type(33-252)
tr|A0A179DHC5|A0A179DHC5_9SPHI	GT-A	Glycos_transf_2(3-157)
tr|A0A180EHN5|A0A180EHN5_9BACT	GT-A	Glyco_tranf_GTA_type(3-170)
tr|A0A180EN82|A0A180EN82_9BACT	GT-A	mycofact_glyco(2-218)
tr|A0A180ENV4|A0A180ENV4_9BACT	GT-A	GT2_Chondriotin_Pol_N(10-239)
tr|A0A193K953|A0A193K953_9VIBR	GT-A	GT2_Chondriotin_Pol_N(5-225)
tr|A0A193LEN3|A0A193LEN3_9GAMM	GT-A	Glyco_tranf_GTA_type(11-155)
tr|A0A196MQA1|A0A196MQA1_9SPHN	GT-A	Glyco_tranf_GTA_type(13-212)
tr|A0A199B194|A0A199B194_9ACTN	GT-A	Glyco_tranf_GTA_type(18-227)
tr|A0A1A0TG23|A0A1A0TG23_9MYCO	GT-A	Glyco_tranf_GTA_type(40-230)
tr|A0A1A5XP50|A0A1A5XP50_9BURK	GT-A	GT2(18-248)
tr|A0A1A5XPA6|A0A1A5XPA6_9BURK	GT-A	GT2(10-253)
tr|A0A1A6KTW5|A0A1A6KTW5_9VIBR	GT-A	GT2_Chondriotin_Pol_N(5-225)
tr|A0A1A7QQL8|A0A1A7QQL8_9FLAO	GT-A	Glyco_tranf_GTA_type(201-396)
tr|A0A1A9I3T7|A0A1A9I3T7_9BACT	GT-A	GT2_Chondriotin_Pol_N(10-232)
tr|A0A1A9L9Y7|A0A1A9L9Y7_9FLAO	GT-A	Glycos_transf_2(3-167)
tr|A0A1A9LHK1|A0A1A9LHK1_9FLAO	GT-A	GT2_Chondriotin_Pol_N(13-242)
tr|A0A1B1VEC8|A0A1B1VEC8_9VIBR	GT-A	Glyco_tranf_GTA_type(5-234)
tr|A0A1B1WPB3|A0A1B1WPB3_9MYCO	GT-A	Glyco_tranf_GTA_type(33-248)
tr|A0A1B1Y6C4|A0A1B1Y6C4_9FLAO	GT-A	Glyco_tranf_GTA_type(205-391)
tr|A0A1B1ZSY8|A0A1B1ZSY8_9PSEU	GT-A	Glyco_tranf_GTA_type(50-256)
tr|A0A1B7XIQ4|A0A1B7XIQ4_9FLAO	GT-A	Glyco_tranf_GTA_type(240-416)
tr|A0A1B7Z1T4|A0A1B7Z1T4_9FLAO	GT-A	GT2_Chondriotin_Pol_N(8-237)
tr|A0A1B8TQ04|A0A1B8TQ04_9FLAO	GT-A	Glyco_tranf_GTA_type(5-232)
tr|A0A1B8TQN6|A0A1B8TQN6_9FLAO	GT-A	Glyco_tranf_GTA_type(4-197)
tr|A0A1B8WC50|A0A1B8WC50_9BACI	GT-A	Glycos_transf_2(3-162)
tr|A0A1B8ZCT2|A0A1B8ZCT2_9FLAO	GT-A	Glycos_transf_2(4-170)
tr|A0A1B9DG83|A0A1B9DG83_9FLAO	GT-A	GT2_Chondriotin_Pol_N(5-234)
